distribution,sign,shock,variable,time,value
Gaussian,neg,eta_z,piAnnualized,11,7.938452332224e-05
Gaussian,neg,eta_z,piAnnualized,12,5.25249275720369e-05
Gaussian,neg,eta_z,piAnnualized,13,3.47532226810556e-05
Gaussian,neg,eta_z,piAnnualized,14,2.29945388322959e-05
Gaussian,neg,eta_z,piAnnualized,15,1.52143823023927e-05
Gaussian,neg,eta_r,ahat,1,-2.19546897820917e-19
Gaussian,neg,eta_r,ahat,2,-5.99534457084275e-19
Gaussian,neg,eta_r,ahat,3,-8.07707398925527e-19
Gaussian,neg,eta_r,ahat,4,-9.06315932375455e-19
Gaussian,neg,eta_r,ahat,5,-9.36156086414232e-19
Gaussian,neg,eta_r,ahat,6,-9.23866002379371e-19
Gaussian,neg,eta_r,ahat,7,-8.86749988115488e-19
Gaussian,neg,eta_r,ahat,8,-8.35967148939997e-19
Gaussian,neg,eta_r,ahat,9,-7.78638243587146e-19
Gaussian,neg,eta_r,ahat,10,-7.19237058407979e-19
Gaussian,neg,eta_r,ahat,11,-6.60508632145118e-19
Gaussian,neg,eta_r,ahat,12,-6.04074647095738e-19
Gaussian,neg,eta_r,ahat,13,-5.50832038362536e-19
Gaussian,neg,eta_r,ahat,14,-5.01214970987997e-19
Gaussian,neg,eta_r,ahat,15,-4.55366582059406e-19
Gaussian,neg,eta_r,ehat,1,-4.09215992264338e-20
Gaussian,neg,eta_r,ehat,2,8.89535745776809e-19
Gaussian,neg,eta_r,ehat,3,1.49665020875921e-18
Gaussian,neg,eta_r,ehat,4,1.88990348919392e-18
Gaussian,neg,eta_r,ehat,5,2.14173363376539e-18
Gaussian,neg,eta_r,ehat,6,2.30006868955122e-18
Gaussian,neg,eta_r,ehat,7,2.39661962048732e-18
Gaussian,neg,eta_r,ehat,8,2.45236733195964e-18
Gaussian,neg,eta_r,ehat,9,2.48119317146398e-18
Gaussian,neg,eta_r,ehat,10,2.49228105651842e-18
Gaussian,neg,eta_r,ehat,11,2.49170684730747e-18
Gaussian,neg,eta_r,ehat,12,2.48348995818894e-18
Gaussian,neg,eta_r,ehat,13,2.47028915847642e-18
Gaussian,neg,eta_r,ehat,14,2.4538629503496e-18
Gaussian,neg,eta_r,ehat,15,2.4353741787542e-18
Gaussian,neg,eta_r,zhat,1,-3.4033440593035e-19
Gaussian,neg,eta_r,zhat,2,-3.89269995978245e-20
Gaussian,neg,eta_r,zhat,3,-2.57561266214761e-20
Gaussian,neg,eta_r,zhat,4,-1.70415923496601e-20
Gaussian,neg,eta_r,zhat,5,-1.12756034352556e-20
Gaussian,neg,eta_r,zhat,6,-7.46052541455628e-21
Gaussian,neg,eta_r,zhat,7,-4.93627146261715e-21
Gaussian,neg,eta_r,zhat,8,-3.26609382029663e-21
Gaussian,neg,eta_r,zhat,9,-2.16101746505734e-21
Gaussian,neg,eta_r,zhat,10,-1.429841499121e-21
Gaussian,neg,eta_r,zhat,11,-9.4605746860741e-22
Gaussian,neg,eta_r,zhat,12,-6.25960803668137e-22
Gaussian,neg,eta_r,zhat,13,-4.14168209364287e-22
Gaussian,neg,eta_r,zhat,14,-2.74035218567696e-22
Gaussian,neg,eta_r,zhat,15,-1.81315946800219e-22
Gaussian,neg,eta_r,xhat,1,0.00338364167041571
Gaussian,neg,eta_r,xhat,2,0.00223879323362494
Gaussian,neg,eta_r,xhat,3,0.00148130199091354
Gaussian,neg,eta_r,xhat,4,0.000980106405240296
Gaussian,neg,eta_r,xhat,5,0.000648489350237514
Gaussian,neg,eta_r,xhat,6,0.000429074266960199
Gaussian,neg,eta_r,xhat,7,0.000283897841190459
Gaussian,neg,eta_r,xhat,8,0.000187841570653037
Gaussian,neg,eta_r,xhat,9,0.000124285748413738
Gaussian,neg,eta_r,xhat,10,8.22339123606218e-05
Gaussian,neg,eta_r,xhat,11,5.44102314902847e-05
Gaussian,neg,eta_r,xhat,12,3.60006377641862e-05
Gaussian,neg,eta_r,xhat,13,2.38198935003558e-05
Gaussian,neg,eta_r,xhat,14,1.57604798582993e-05
Gaussian,neg,eta_r,xhat,15,1.04279528101251e-05
Gaussian,neg,eta_r,pihat,1,0.000980866537112461
Gaussian,neg,eta_r,pihat,2,0.0006489922930009
Gaussian,neg,eta_r,pihat,3,0.000429407040038795
Gaussian,neg,eta_r,pihat,4,0.000284118021159032
Gaussian,neg,eta_r,pihat,5,0.000187987253166671
Gaussian,neg,eta_r,pihat,6,0.000124382139538305
Gaussian,neg,eta_r,pihat,7,8.22976897396838e-05
Gaussian,neg,eta_r,pihat,8,5.44524299198386e-05
Gaussian,neg,eta_r,pihat,9,3.60285584389266e-05
Gaussian,neg,eta_r,pihat,10,2.38383672702578e-05
Gaussian,neg,eta_r,pihat,11,1.57727030648466e-05
Gaussian,neg,eta_r,pihat,12,1.04360403190107e-05
Gaussian,neg,eta_r,pihat,13,6.90502681070159e-06
Gaussian,neg,eta_r,pihat,14,4.56872470774594e-06
Gaussian,neg,eta_r,pihat,15,3.02290577971562e-06
Gaussian,neg,eta_r,yhat,1,0.00338364167041571
Gaussian,neg,eta_r,yhat,2,0.00223879323362494
Gaussian,neg,eta_r,yhat,3,0.00148130199091355
Gaussian,neg,eta_r,yhat,4,0.000980106405240297
Gaussian,neg,eta_r,yhat,5,0.000648489350237515
Gaussian,neg,eta_r,yhat,6,0.000429074266960199
Gaussian,neg,eta_r,yhat,7,0.000283897841190459
Gaussian,neg,eta_r,yhat,8,0.000187841570653037
Gaussian,neg,eta_r,yhat,9,0.000124285748413738
Gaussian,neg,eta_r,yhat,10,8.22339123606219e-05
Gaussian,neg,eta_r,yhat,11,5.44102314902847e-05
Gaussian,neg,eta_r,yhat,12,3.60006377641862e-05
Gaussian,neg,eta_r,yhat,13,2.38198935003558e-05
Gaussian,neg,eta_r,yhat,14,1.57604798582992e-05
Gaussian,neg,eta_r,yhat,15,1.04279528101251e-05
Gaussian,neg,eta_r,ghat,1,0.00338364167041571
Gaussian,neg,eta_r,ghat,2,-0.00114484843679077
Gaussian,neg,eta_r,ghat,3,-0.000757491242711393
Gaussian,neg,eta_r,ghat,4,-0.000501195585673248
Gaussian,neg,eta_r,ghat,5,-0.000331617055002783
Gaussian,neg,eta_r,ghat,6,-0.000219415083277315
Gaussian,neg,eta_r,ghat,7,-0.00014517642576974
Gaussian,neg,eta_r,ghat,8,-9.60562705374221e-05
Gaussian,neg,eta_r,ghat,9,-6.35558222392994e-05
Gaussian,neg,eta_r,ghat,10,-4.2051836053116e-05
Gaussian,neg,eta_r,ghat,11,-2.78236808703372e-05
Gaussian,neg,eta_r,ghat,12,-1.84095937260985e-05
Gaussian,neg,eta_r,ghat,13,-1.21807442638304e-05
Gaussian,neg,eta_r,ghat,14,-8.05941364205657e-06
Gaussian,neg,eta_r,ghat,15,-5.33252704817416e-06
Gaussian,neg,eta_r,rhat,1,-0.000495856143789868
Gaussian,neg,eta_r,rhat,2,-0.0003280842026726
Gaussian,neg,eta_r,rhat,3,-0.000217077564514217
Gaussian,neg,eta_r,rhat,4,-0.000143629801836113
Gaussian,neg,eta_r,rhat,5,-9.50329437390113e-05
Gaussian,neg,eta_r,rhat,6,-6.28787360300566e-05
Gaussian,neg,eta_r,rhat,7,-4.16038406175839e-05
Gaussian,neg,eta_r,rhat,8,-2.75272638003731e-05
Gaussian,neg,eta_r,rhat,9,-1.82134687828583e-05
Gaussian,neg,eta_r,rhat,10,-1.20509778054907e-05
Gaussian,neg,eta_r,rhat,11,-7.97355340708791e-06
Gaussian,neg,eta_r,rhat,12,-5.27571745312888e-06
Gaussian,neg,eta_r,rhat,13,-3.4906889343107e-06
Gaussian,neg,eta_r,rhat,14,-2.3096212684586e-06
Gaussian,neg,eta_r,rhat,15,-1.52816550088078e-06
Gaussian,neg,eta_r,rAnnualized,1,-0.00198342457515947
Gaussian,neg,eta_r,rAnnualized,2,-0.0013123368106904
Gaussian,neg,eta_r,rAnnualized,3,-0.000868310258056869
Gaussian,neg,eta_r,rAnnualized,4,-0.00057451920734445
Gaussian,neg,eta_r,rAnnualized,5,-0.000380131774956045
Gaussian,neg,eta_r,rAnnualized,6,-0.000251514944120226
Gaussian,neg,eta_r,rAnnualized,7,-0.000166415362470335
Gaussian,neg,eta_r,rAnnualized,8,-0.000110109055201492
Gaussian,neg,eta_r,rAnnualized,9,-7.28538751314331e-05
Gaussian,neg,eta_r,rAnnualized,10,-4.82039112219628e-05
Gaussian,neg,eta_r,rAnnualized,11,-3.18942136283516e-05
Gaussian,neg,eta_r,rAnnualized,12,-2.11028698125155e-05
Gaussian,neg,eta_r,rAnnualized,13,-1.39627557372428e-05
Gaussian,neg,eta_r,rAnnualized,14,-9.23848507383439e-06
Gaussian,neg,eta_r,rAnnualized,15,-6.11266200352314e-06
Gaussian,neg,eta_r,piAnnualized,1,0.00392346614844985
Gaussian,neg,eta_r,piAnnualized,2,0.0025959691720036
Gaussian,neg,eta_r,piAnnualized,3,0.00171762816015518
Gaussian,neg,eta_r,piAnnualized,4,0.00113647208463613
Gaussian,neg,eta_r,piAnnualized,5,0.000751949012666684
Gaussian,neg,eta_r,piAnnualized,6,0.000497528558153218
Gaussian,neg,eta_r,piAnnualized,7,0.000329190758958735
Gaussian,neg,eta_r,piAnnualized,8,0.000217809719679354
Gaussian,neg,eta_r,piAnnualized,9,0.000144114233755706
Gaussian,neg,eta_r,piAnnualized,10,9.53534690810314e-05
Gaussian,neg,eta_r,piAnnualized,11,6.30908122593864e-05
Gaussian,neg,eta_r,piAnnualized,12,4.17441612760429e-05
Gaussian,neg,eta_r,piAnnualized,13,2.76201072428064e-05
Gaussian,neg,eta_r,piAnnualized,14,1.82748988309838e-05
Gaussian,neg,eta_r,piAnnualized,15,1.20916231188625e-05
Gaussian,pos,eta_a,ahat,1,0.0299998109627886
Gaussian,pos,eta_a,ahat,2,0.0271438289591312
Gaussian,pos,eta_a,ahat,3,0.0245597364422219
Gaussian,pos,eta_a,ahat,4,0.0222216495329224
Gaussian,pos,eta_a,ahat,5,0.0201061484973882
Gaussian,pos,eta_a,ahat,6,0.0181920431604369
Gaussian,pos,eta_a,ahat,7,0.0164601606515633
Gaussian,pos,eta_a,ahat,8,0.0148931533575345
Gaussian,pos,eta_a,ahat,9,0.0134753251578972
Gaussian,pos,eta_a,ahat,10,0.0121924742028654
Gaussian,pos,eta_a,ahat,11,0.0110317506587526
Gaussian,pos,eta_a,ahat,12,0.00998152799603938
Gaussian,pos,eta_a,ahat,13,0.00903128653081644
Gaussian,pos,eta_a,ahat,14,0.00817150805308272
Gaussian,pos,eta_a,ahat,15,0.00739358048642925
Gaussian,pos,eta_a,ehat,1,1.2167832188622e-19
Gaussian,pos,eta_a,ehat,2,4.15511302235311e-18
Gaussian,pos,eta_a,ehat,3,7.59919626757163e-18
Gaussian,pos,eta_a,ehat,4,1.05687020544012e-17
Gaussian,pos,eta_a,ehat,5,1.31477283924644e-17
Gaussian,pos,eta_a,ehat,6,1.53992989274731e-17
Gaussian,pos,eta_a,ehat,7,1.73717899045078e-17
Gaussian,pos,eta_a,ehat,8,1.91032495634204e-17
Gaussian,pos,eta_a,ehat,9,2.06243166809626e-17
Gaussian,pos,eta_a,ehat,10,2.19602064658302e-17
Gaussian,pos,eta_a,ehat,11,2.31320741454609e-17
Gaussian,pos,eta_a,ehat,12,2.41579620778807e-17
Gaussian,pos,eta_a,ehat,13,2.5053467028282e-17
Gaussian,pos,eta_a,ehat,14,2.58322184251158e-17
Gaussian,pos,eta_a,ehat,15,2.65062280516143e-17
Gaussian,pos,eta_a,zhat,1,0
Gaussian,pos,eta_a,zhat,2,1.04330915673748e-18
Gaussian,pos,eta_a,zhat,3,9.51007046918502e-19
Gaussian,pos,eta_a,zhat,4,8.65116582977303e-19
Gaussian,pos,eta_a,zhat,5,7.85831126999269e-19
Gaussian,pos,eta_a,zhat,6,7.13053685522065e-19
Gaussian,pos,eta_a,zhat,7,6.46516564272404e-19
Gaussian,pos,eta_a,zhat,8,5.85858499393806e-19
Gaussian,pos,eta_a,zhat,9,5.30673846981683e-19
Gaussian,pos,eta_a,zhat,10,4.80543460537881e-19
Gaussian,pos,eta_a,zhat,11,4.35053611079927e-19
Gaussian,pos,eta_a,zhat,12,3.93807139402915e-19
Gaussian,pos,eta_a,zhat,13,3.56429598798266e-19
Gaussian,pos,eta_a,zhat,14,3.22572200884326e-19
Gaussian,pos,eta_a,zhat,15,2.91912752691861e-19
Gaussian,pos,eta_a,xhat,1,0.00214446483780258
Gaussian,pos,eta_a,xhat,2,0.00133003397911377
Gaussian,pos,eta_a,xhat,3,0.000799623221416859
Gaussian,pos,eta_a,xhat,4,0.000456329627394779
Gaussian,pos,eta_a,xhat,5,0.000236113840651249
Gaussian,pos,eta_a,xhat,6,9.66734599274863e-05
Gaussian,pos,eta_a,xhat,7,1.00817798614017e-05
Gaussian,pos,eta_a,xhat,8,-4.2082172145932e-05
Gaussian,pos,eta_a,xhat,9,-7.19552878940843e-05
Gaussian,pos,eta_a,xhat,10,-8.75214761384142e-05
Gaussian,pos,eta_a,xhat,11,-9.40212419827493e-05
Gaussian,pos,eta_a,xhat,12,-9.4883916545942e-05
Gaussian,pos,eta_a,xhat,13,-9.23440873452485e-05
Gaussian,pos,eta_a,xhat,14,-8.78491157494568e-05
Gaussian,pos,eta_a,xhat,15,-8.2328459614436e-05
Gaussian,pos,eta_a,pihat,1,0.00037703631996139
Gaussian,pos,eta_a,pihat,2,0.00016423215775872
Gaussian,pos,eta_a,pihat,3,3.15442018660088e-05
Gaussian,pos,eta_a,pihat,4,-4.89071921976438e-05
Gaussian,pos,eta_a,pihat,5,-9.54951059970799e-05
Gaussian,pos,eta_a,pihat,6,-0.000120309585921404
Gaussian,pos,eta_a,pihat,7,-0.000131289830216298
Gaussian,pos,eta_a,pihat,8,-0.000133634351719616
Gaussian,pos,eta_a,pihat,9,-0.000130733469196972
Gaussian,pos,eta_a,pihat,10,-0.000124785798391456
Gaussian,pos,eta_a,pihat,11,-0.000117205707856153
Gaussian,pos,eta_a,pihat,12,-0.000108892508745307
Gaussian,pos,eta_a,pihat,13,-0.000100408199081502
Gaussian,pos,eta_a,pihat,14,-9.20947377241933e-05
Gaussian,pos,eta_a,pihat,15,-8.41513395446677e-05
Gaussian,pos,eta_a,yhat,1,0.0038874538547406
Gaussian,pos,eta_a,yhat,2,0.0029070904416393
Gaussian,pos,eta_a,yhat,3,0.00222654390870995
Gaussian,pos,eta_a,yhat,4,0.00174740746525757
Gaussian,pos,eta_a,yhat,5,0.0014042810683495
Gaussian,pos,eta_a,yhat,6,0.00115363116754887
Gaussian,pos,eta_a,yhat,7,0.000966417113717229
Gaussian,pos,eta_a,yhat,8,0.000823210037926821
Gaussian,pos,eta_a,yhat,9,0.000710961103779744
Gaussian,pos,eta_a,yhat,10,0.000620861275048066
Gaussian,pos,eta_a,yhat,11,0.000546923471290778
Gaussian,pos,eta_a,yhat,12,0.000485042860023947
Gaussian,pos,eta_a,yhat,13,0.000432373660095187
Gaussian,pos,eta_a,yhat,14,0.000386915502134649
Gaussian,pos,eta_a,yhat,15,0.000347238566647103
Gaussian,pos,eta_a,ghat,1,0.0038874538547406
Gaussian,pos,eta_a,ghat,2,-0.000980363413101298
Gaussian,pos,eta_a,ghat,3,-0.000680546532929341
Gaussian,pos,eta_a,ghat,4,-0.00047913644345238
Gaussian,pos,eta_a,ghat,5,-0.000343126396908066
Gaussian,pos,eta_a,ghat,6,-0.000250649900800634
Gaussian,pos,eta_a,ghat,7,-0.000187214053831638
Gaussian,pos,eta_a,ghat,8,-0.000143207075790407
Gaussian,pos,eta_a,ghat,9,-0.000112248934147077
Gaussian,pos,eta_a,ghat,10,-9.0099828731677e-05
Gaussian,pos,eta_a,ghat,11,-7.39378037572869e-05
Gaussian,pos,eta_a,ghat,12,-6.18806112668313e-05
Gaussian,pos,eta_a,ghat,13,-5.26691999287592e-05
Gaussian,pos,eta_a,ghat,14,-4.54581579605365e-05
Gaussian,pos,eta_a,ghat,15,-3.96769354875453e-05
Gaussian,pos,eta_a,rhat,1,0.0020398507483149
Gaussian,pos,eta_a,rhat,2,0.00193509018584595
Gaussian,pos,eta_a,rhat,3,0.0018100432736495
Gaussian,pos,eta_a,rhat,4,0.00167687953262906
Gaussian,pos,eta_a,rhat,5,0.00154314585022932
Gaussian,pos,eta_a,rhat,6,0.00141337862482565
Gaussian,pos,eta_a,rhat,7,0.0012901658665188
Gaussian,pos,eta_a,rhat,8,0.00117484579629323
Gaussian,pos,eta_a,rhat,9,0.00106796532790868
Gaussian,pos,eta_a,rhat,10,0.000969580032499344
Gaussian,pos,eta_a,rhat,11,0.00087944954270111
Gaussian,pos,eta_a,rhat,12,0.000797164066212686
Gaussian,pos,eta_a,rhat,13,0.000722225582048993
Gaussian,pos,eta_a,rhat,14,0.000654099291621261
Gaussian,pos,eta_a,rhat,15,0.000592245605213952
Gaussian,pos,eta_a,rAnnualized,1,0.0081594029932596
Gaussian,pos,eta_a,rAnnualized,2,0.00774036074338381
Gaussian,pos,eta_a,rAnnualized,3,0.00724017309459798
Gaussian,pos,eta_a,rAnnualized,4,0.00670751813051625
Gaussian,pos,eta_a,rAnnualized,5,0.00617258340091726
Gaussian,pos,eta_a,rAnnualized,6,0.0056535144993026
Gaussian,pos,eta_a,rAnnualized,7,0.0051606634660752
Gaussian,pos,eta_a,rAnnualized,8,0.00469938318517292
Gaussian,pos,eta_a,rAnnualized,9,0.00427186131163471
Gaussian,pos,eta_a,rAnnualized,10,0.00387832012999738
Gaussian,pos,eta_a,rAnnualized,11,0.00351779817080444
Gaussian,pos,eta_a,rAnnualized,12,0.00318865626485074
Gaussian,pos,eta_a,rAnnualized,13,0.00288890232819597
Gaussian,pos,eta_a,rAnnualized,14,0.00261639716648504
Gaussian,pos,eta_a,rAnnualized,15,0.00236898242085581
Gaussian,pos,eta_a,piAnnualized,1,0.00150814527984556
Gaussian,pos,eta_a,piAnnualized,2,0.000656928631034878
Gaussian,pos,eta_a,piAnnualized,3,0.000126176807464035
Gaussian,pos,eta_a,piAnnualized,4,-0.000195628768790575
Gaussian,pos,eta_a,piAnnualized,5,-0.00038198042398832
Gaussian,pos,eta_a,piAnnualized,6,-0.000481238343685615
Gaussian,pos,eta_a,piAnnualized,7,-0.000525159320865193
Gaussian,pos,eta_a,piAnnualized,8,-0.000534537406878463
Gaussian,pos,eta_a,piAnnualized,9,-0.000522933876787887
Gaussian,pos,eta_a,piAnnualized,10,-0.000499143193565823
Gaussian,pos,eta_a,piAnnualized,11,-0.000468822831424611
Gaussian,pos,eta_a,piAnnualized,12,-0.000435570034981226
Gaussian,pos,eta_a,piAnnualized,13,-0.000401632796326009
Gaussian,pos,eta_a,piAnnualized,14,-0.000368378950896773
Gaussian,pos,eta_a,piAnnualized,15,-0.000336605358178671
Gaussian,pos,eta_e,ahat,1,9.07558415814266e-20
Gaussian,pos,eta_e,ahat,2,-5.38639444716274e-19
Gaussian,pos,eta_e,ahat,3,-1.19121575841045e-18
Gaussian,pos,eta_e,ahat,4,-1.83392361259503e-18
Gaussian,pos,eta_e,ahat,5,-2.44732073479911e-18
Gaussian,pos,eta_e,ahat,6,-3.02073699854857e-18
Gaussian,pos,eta_e,ahat,7,-3.54909729311396e-18
Gaussian,pos,eta_e,ahat,8,-4.0308392767057e-18
Gaussian,pos,eta_e,ahat,9,-4.46655366624045e-18
Gaussian,pos,eta_e,ahat,10,-4.85810088005517e-18
Gaussian,pos,eta_e,ahat,11,-5.20804130893527e-18
Gaussian,pos,eta_e,ahat,12,-5.51927169608862e-18
Gaussian,pos,eta_e,ahat,13,-5.79479661930845e-18
Gaussian,pos,eta_e,ahat,14,-6.03758821448714e-18
Gaussian,pos,eta_e,ahat,15,-6.25050324432588e-18
Gaussian,pos,eta_e,ehat,1,0.000246625555036019
Gaussian,pos,eta_e,ehat,2,0.000244331937374183
Gaussian,pos,eta_e,ehat,3,0.000242059650356603
Gaussian,pos,eta_e,ehat,4,0.000239808495608286
Gaussian,pos,eta_e,ehat,5,0.000237578276599129
Gaussian,pos,eta_e,ehat,6,0.000235368798626757
Gaussian,pos,eta_e,ehat,7,0.000233179868799528
Gaussian,pos,eta_e,ehat,8,0.000231011296019693
Gaussian,pos,eta_e,ehat,9,0.00022886289096671
Gaussian,pos,eta_e,ehat,10,0.000226734466080719
Gaussian,pos,eta_e,ehat,11,0.000224625835546169
Gaussian,pos,eta_e,ehat,12,0.000222536815275589
Gaussian,pos,eta_e,ehat,13,0.000220467222893526
Gaussian,pos,eta_e,ehat,14,0.000218416877720617
Gaussian,pos,eta_e,ehat,15,0.000216385600757815
Gaussian,pos,eta_e,zhat,1,2.45797070949697e-20
Gaussian,pos,eta_e,zhat,2,4.45099502177887e-20
Gaussian,pos,eta_e,zhat,3,3.54663269214605e-20
Gaussian,pos,eta_e,zhat,4,2.94266446618221e-20
Gaussian,pos,eta_e,zhat,5,2.53750463008666e-20
Gaussian,pos,eta_e,zhat,6,2.26393831057975e-20
Gaussian,pos,eta_e,zhat,7,2.07749217379877e-20
Gaussian,pos,eta_e,zhat,8,1.94873987507615e-20
Gaussian,pos,eta_e,zhat,9,1.85821094445684e-20
Gaussian,pos,eta_e,zhat,10,1.79302224064499e-20
Gaussian,pos,eta_e,zhat,11,1.74464914577478e-20
Gaussian,pos,eta_e,zhat,12,1.7074508719621e-20
Gaussian,pos,eta_e,zhat,13,1.67769472741477e-20
Gaussian,pos,eta_e,zhat,14,1.65291052012619e-20
Gaussian,pos,eta_e,zhat,15,1.63146339775751e-20
Gaussian,pos,eta_e,xhat,1,7.26733515922349e-06
Gaussian,pos,eta_e,xhat,2,0.000757315291399638
Gaussian,pos,eta_e,xhat,3,0.00124658769813626
Gaussian,pos,eta_e,xhat,4,0.00156338252876916
Gaussian,pos,eta_e,xhat,5,0.0017661217075389
Gaussian,pos,eta_e,xhat,6,0.00189345961703303
Gaussian,pos,eta_e,xhat,7,0.00197097141220835
Gaussian,pos,eta_e,xhat,8,0.00201557835659975
Gaussian,pos,eta_e,xhat,9,0.00203847585476341
Gaussian,pos,eta_e,xhat,10,0.00204707079070909
Gaussian,pos,eta_e,xhat,11,0.00204626337167248
Gaussian,pos,eta_e,xhat,12,0.00203929526254384
Gaussian,pos,eta_e,xhat,13,0.00202831075564823
Gaussian,pos,eta_e,xhat,14,0.00201472806979653
Gaussian,pos,eta_e,xhat,15,0.0019994850209915
Gaussian,pos,eta_e,pihat,1,-0.00159453032656419
Gaussian,pos,eta_e,pihat,2,-0.00136225404549909
Gaussian,pos,eta_e,pihat,3,-0.00120571074471199
Gaussian,pos,eta_e,pihat,4,-0.00109930289310001
Gaussian,pos,eta_e,pihat,5,-0.00102609358623095
Gaussian,pos,eta_e,pihat,6,-0.00097487624281385
Gaussian,pos,eta_e,pihat,7,-0.000938235763525653
Gaussian,pos,eta_e,pihat,8,-0.000911265692875716
Gaussian,pos,eta_e,pihat,9,-0.000890719426783837
Gaussian,pos,eta_e,pihat,10,-0.00087444860736714
Gaussian,pos,eta_e,pihat,11,-0.000861031535714475
Gaussian,pos,eta_e,pihat,12,-0.000849527310439954
Gaussian,pos,eta_e,pihat,13,-0.00083931315294823
Gaussian,pos,eta_e,pihat,14,-0.000829976773353058
Gaussian,pos,eta_e,pihat,15,-0.000821245154153631
Gaussian,pos,eta_e,yhat,1,7.26733515922349e-06
Gaussian,pos,eta_e,yhat,2,0.000757315291399638
Gaussian,pos,eta_e,yhat,3,0.00124658769813626
Gaussian,pos,eta_e,yhat,4,0.00156338252876916
Gaussian,pos,eta_e,yhat,5,0.0017661217075389
Gaussian,pos,eta_e,yhat,6,0.00189345961703303
Gaussian,pos,eta_e,yhat,7,0.00197097141220835
Gaussian,pos,eta_e,yhat,8,0.00201557835659975
Gaussian,pos,eta_e,yhat,9,0.00203847585476341
Gaussian,pos,eta_e,yhat,10,0.00204707079070909
Gaussian,pos,eta_e,yhat,11,0.00204626337167248
Gaussian,pos,eta_e,yhat,12,0.00203929526254384
Gaussian,pos,eta_e,yhat,13,0.00202831075564823
Gaussian,pos,eta_e,yhat,14,0.00201472806979653
Gaussian,pos,eta_e,yhat,15,0.00199948502099151
Gaussian,pos,eta_e,ghat,1,7.26733515922354e-06
Gaussian,pos,eta_e,ghat,2,0.000750047956240414
Gaussian,pos,eta_e,ghat,3,0.000489272406736623
Gaussian,pos,eta_e,ghat,4,0.000316794830632904
Gaussian,pos,eta_e,ghat,5,0.00020273917876974
Gaussian,pos,eta_e,ghat,6,0.000127337909494129
Gaussian,pos,eta_e,ghat,7,7.75117951753175e-05
Gaussian,pos,eta_e,ghat,8,4.46069443914038e-05
Gaussian,pos,eta_e,ghat,9,2.2897498163656e-05
Gaussian,pos,eta_e,ghat,10,8.59493594568142e-06
Gaussian,pos,eta_e,ghat,11,-8.07419036609686e-07
Gaussian,pos,eta_e,ghat,12,-6.96810912864426e-06
Gaussian,pos,eta_e,ghat,13,-1.09845068956029e-05
Gaussian,pos,eta_e,ghat,14,-1.35826858517071e-05
Gaussian,pos,eta_e,ghat,15,-1.52430488050215e-05
Gaussian,pos,eta_e,rhat,1,-0.000612206089258673
Gaussian,pos,eta_e,rhat,2,-0.000716438337975365
Gaussian,pos,eta_e,rhat,3,-0.000782508062467108
Gaussian,pos,eta_e,rhat,4,-0.000823354407461212
Gaussian,pos,eta_e,rhat,5,-0.000847538333319723
Gaussian,pos,eta_e,rhat,6,-0.000860723968350337
Gaussian,pos,eta_e,rhat,7,-0.000866658748484315
Gaussian,pos,eta_e,rhat,8,-0.000867821928620184
Gaussian,pos,eta_e,rhat,9,-0.000865853671421461
Gaussian,pos,eta_e,rhat,10,-0.000861838954751087
Gaussian,pos,eta_e,rhat,11,-0.000856495419568601
Gaussian,pos,eta_e,rhat,12,-0.000850297659843836
Gaussian,pos,eta_e,rhat,13,-0.000843559459204767
Gaussian,pos,eta_e,rhat,14,-0.000836488202958655
Gaussian,pos,eta_e,rhat,15,-0.000829220879893826
Gaussian,pos,eta_e,rAnnualized,1,-0.00244882435703469
Gaussian,pos,eta_e,rAnnualized,2,-0.00286575335190146
Gaussian,pos,eta_e,rAnnualized,3,-0.00313003224986843
Gaussian,pos,eta_e,rAnnualized,4,-0.00329341762984485
Gaussian,pos,eta_e,rAnnualized,5,-0.00339015333327889
Gaussian,pos,eta_e,rAnnualized,6,-0.00344289587340135
Gaussian,pos,eta_e,rAnnualized,7,-0.00346663499393726
Gaussian,pos,eta_e,rAnnualized,8,-0.00347128771448074
Gaussian,pos,eta_e,rAnnualized,9,-0.00346341468568584
Gaussian,pos,eta_e,rAnnualized,10,-0.00344735581900435
Gaussian,pos,eta_e,rAnnualized,11,-0.0034259816782744
Gaussian,pos,eta_e,rAnnualized,12,-0.00340119063937534
Gaussian,pos,eta_e,rAnnualized,13,-0.00337423783681907
Gaussian,pos,eta_e,rAnnualized,14,-0.00334595281183462
Gaussian,pos,eta_e,rAnnualized,15,-0.0033168835195753
Gaussian,pos,eta_e,piAnnualized,1,-0.00637812130625677
Gaussian,pos,eta_e,piAnnualized,2,-0.00544901618199635
Gaussian,pos,eta_e,piAnnualized,3,-0.00482284297884795
Gaussian,pos,eta_e,piAnnualized,4,-0.00439721157240004
Gaussian,pos,eta_e,piAnnualized,5,-0.0041043743449238
Gaussian,pos,eta_e,piAnnualized,6,-0.0038995049712554
Gaussian,pos,eta_e,piAnnualized,7,-0.00375294305410261
Gaussian,pos,eta_e,piAnnualized,8,-0.00364506277150287
Gaussian,pos,eta_e,piAnnualized,9,-0.00356287770713535
Gaussian,pos,eta_e,piAnnualized,10,-0.00349779442946856
Gaussian,pos,eta_e,piAnnualized,11,-0.0034441261428579
Gaussian,pos,eta_e,piAnnualized,12,-0.00339810924175982
