distribution,type,parameter,x,density
posterior,deep,RHO_E,0.71945036884936,6.34247122495157e-05
posterior,deep,RHO_E,0.720336893781073,0.000112281101176004
posterior,deep,RHO_E,0.721223418712786,0.000185799106411144
posterior,deep,RHO_E,0.722109943644499,0.000287525569291347
posterior,deep,RHO_E,0.722996468576212,0.000416344746755337
posterior,deep,RHO_E,0.723882993507925,0.000564514146507822
posterior,deep,RHO_E,0.724769518439638,0.000717331583165448
posterior,deep,RHO_E,0.725656043371351,0.000855246720061098
posterior,deep,RHO_E,0.726542568303064,0.000958339391098795
posterior,deep,RHO_E,0.727429093234777,0.00101200460428064
posterior,deep,RHO_E,0.72831561816649,0.00101199023426957
posterior,deep,RHO_E,0.729202143098203,0.000967037257870951
posterior,deep,RHO_E,0.730088668029916,0.000898215500281463
posterior,deep,RHO_E,0.730975192961629,0.00083514764951631
posterior,deep,RHO_E,0.731861717893342,0.000810127185660647
posterior,deep,RHO_E,0.732748242825055,0.000851434652702099
posterior,deep,RHO_E,0.733634767756768,0.00097710626686609
posterior,deep,RHO_E,0.734521292688481,0.00119030354418848
posterior,deep,RHO_E,0.735407817620194,0.00147736211121463
posterior,deep,RHO_E,0.736294342551907,0.00180935790550496
posterior,deep,RHO_E,0.73718086748362,0.00214735704692137
posterior,deep,RHO_E,0.738067392415333,0.00245043211300167
posterior,deep,RHO_E,0.738953917347046,0.00268446248629417
posterior,deep,RHO_E,0.739840442278759,0.00282929929273734
posterior,deep,RHO_E,0.740726967210472,0.00288242404338018
posterior,deep,RHO_E,0.741613492142185,0.00285856975383353
posterior,deep,RHO_E,0.742500017073898,0.00278622719804439
posterior,deep,RHO_E,0.743386542005611,0.00270277684810549
posterior,deep,RHO_E,0.744273066937324,0.00264981617303123
posterior,deep,RHO_E,0.745159591869037,0.00266935134354812
posterior,deep,RHO_E,0.74604611680075,0.00280057678566137
posterior,deep,RHO_E,0.746932641732463,0.00307662050697882
posterior,deep,RHO_E,0.747819166664175,0.00352105652914403
posterior,deep,RHO_E,0.748705691595888,0.00414476251169238
posterior,deep,RHO_E,0.749592216527601,0.00494414088583296
posterior,deep,RHO_E,0.750478741459314,0.00590139293073095
posterior,deep,RHO_E,0.751365266391027,0.00698663901430416
posterior,deep,RHO_E,0.75225179132274,0.00816096019719607
posterior,deep,RHO_E,0.753138316254453,0.00937961132453229
posterior,deep,RHO_E,0.754024841186166,0.0105957137292282
posterior,deep,RHO_E,0.754911366117879,0.0117657077823401
posterior,deep,RHO_E,0.755797891049592,0.0128574145538869
posterior,deep,RHO_E,0.756684415981305,0.0138592649509285
posterior,deep,RHO_E,0.757570940913018,0.0147863739553536
posterior,deep,RHO_E,0.758457465844731,0.0156781833692905
posterior,deep,RHO_E,0.759343990776444,0.0165852439996861
posterior,deep,RHO_E,0.760230515708157,0.0175486324753962
posterior,deep,RHO_E,0.76111704063987,0.0185809985815631
posterior,deep,RHO_E,0.762003565571583,0.0196592883615056
posterior,deep,RHO_E,0.762890090503296,0.0207343596707603
posterior,deep,RHO_E,0.763776615435009,0.0217545347109017
posterior,deep,RHO_E,0.764663140366722,0.0226933685326288
posterior,deep,RHO_E,0.765549665298435,0.0235700818220077
posterior,deep,RHO_E,0.766436190230148,0.0244543457426415
posterior,deep,RHO_E,0.767322715161861,0.0254529312577462
posterior,deep,RHO_E,0.768209240093574,0.0266815633149924
posterior,deep,RHO_E,0.769095765025287,0.0282300484037026
posterior,deep,RHO_E,0.769982289957,0.030132058537025
posterior,deep,RHO_E,0.770868814888713,0.0323517403122716
posterior,deep,RHO_E,0.771755339820426,0.0347955602933442
posterior,deep,RHO_E,0.772641864752139,0.0373486673316239
posterior,deep,RHO_E,0.773528389683852,0.0399232502552763
posterior,deep,RHO_E,0.774414914615565,0.0424980400742859
posterior,deep,RHO_E,0.775301439547278,0.0451294436844133
posterior,deep,RHO_E,0.776187964478991,0.0479273385386984
posterior,deep,RHO_E,0.777074489410704,0.0510067090786877
posterior,deep,RHO_E,0.777961014342417,0.0544396234999198
posterior,deep,RHO_E,0.77884753927413,0.058231683073627
posterior,deep,RHO_E,0.779734064205843,0.0623323464071401
posterior,deep,RHO_E,0.780620589137555,0.0666685605248987
posterior,deep,RHO_E,0.781507114069269,0.071179277100455
posterior,deep,RHO_E,0.782393639000981,0.0758327313528219
posterior,deep,RHO_E,0.783280163932695,0.0806250911767256
posterior,deep,RHO_E,0.784166688864407,0.0855750186208802
posterior,deep,RHO_E,0.78505321379612,0.0907309962286514
posterior,deep,RHO_E,0.785939738727833,0.0961945686144632
posterior,deep,RHO_E,0.786826263659546,0.102143121824409
posterior,deep,RHO_E,0.787712788591259,0.108825695221141
posterior,deep,RHO_E,0.788599313522972,0.116513687146487
posterior,deep,RHO_E,0.789485838454685,0.125411886030237
posterior,deep,RHO_E,0.790372363386398,0.135560941217137
posterior,deep,RHO_E,0.791258888318111,0.146775608376037
posterior,deep,RHO_E,0.792145413249824,0.158655652241841
posterior,deep,RHO_E,0.793031938181537,0.170679796061641
posterior,deep,RHO_E,0.79391846311325,0.182358092073699
posterior,deep,RHO_E,0.794804988044963,0.193389925183365
posterior,deep,RHO_E,0.795691512976676,0.20376751562682
posterior,deep,RHO_E,0.796578037908389,0.213783733194373
posterior,deep,RHO_E,0.797464562840102,0.223940931543716
posterior,deep,RHO_E,0.798351087771815,0.234796583793839
posterior,deep,RHO_E,0.799237612703528,0.246802958365891
posterior,deep,RHO_E,0.800124137635241,0.26019318512777
posterior,deep,RHO_E,0.801010662566954,0.27494116383362
posterior,deep,RHO_E,0.801897187498667,0.29079417138694
posterior,deep,RHO_E,0.80278371243038,0.307359216009863
posterior,deep,RHO_E,0.803670237362093,0.32422018570696
posterior,deep,RHO_E,0.804556762293806,0.341064431906968
posterior,deep,RHO_E,0.805443287225519,0.357795149376915
posterior,deep,RHO_E,0.806329812157232,0.374599877989981
posterior,deep,RHO_E,0.807216337088945,0.39194639693153
posterior,deep,RHO_E,0.808102862020658,0.410495535894729
posterior,deep,RHO_E,0.808989386952371,0.430952681823214
posterior,deep,RHO_E,0.809875911884084,0.453907425488944
posterior,deep,RHO_E,0.810762436815797,0.479713910986412
posterior,deep,RHO_E,0.81164896174751,0.508439676473822
posterior,deep,RHO_E,0.812535486679223,0.539876240427938
posterior,deep,RHO_E,0.813422011610936,0.573585625283902
posterior,deep,RHO_E,0.814308536542649,0.608964134525671
posterior,deep,RHO_E,0.815195061474361,0.645325054488183
posterior,deep,RHO_E,0.816081586406075,0.682011036596598
posterior,deep,RHO_E,0.816968111337787,0.718531415067891
posterior,deep,RHO_E,0.817854636269501,0.754690355420587
posterior,deep,RHO_E,0.818741161201213,0.790654647810044
posterior,deep,RHO_E,0.819627686132926,0.826924161016552
posterior,deep,RHO_E,0.820514211064639,0.864208524197766
posterior,deep,RHO_E,0.821400735996352,0.903254909587301
posterior,deep,RHO_E,0.822287260928065,0.944687850907016
posterior,deep,RHO_E,0.823173785859778,0.98890627648644
posterior,deep,RHO_E,0.824060310791491,1.03605112027067
posterior,deep,RHO_E,0.824946835723204,1.08603167181237
posterior,deep,RHO_E,0.825833360654917,1.13859081747519
posterior,deep,RHO_E,0.82671988558663,1.19339166159673
posterior,deep,RHO_E,0.827606410518343,1.25010826095405
posterior,deep,RHO_E,0.828492935450056,1.30849870686301
posterior,deep,RHO_E,0.829379460381769,1.3684389148911
posterior,deep,RHO_E,0.830265985313482,1.42990882386729
posterior,deep,RHO_E,0.831152510245195,1.49294436947017
posterior,deep,RHO_E,0.832039035176908,1.55758285786946
posterior,deep,RHO_E,0.832925560108621,1.62382552339853
posterior,deep,RHO_E,0.833812085040334,1.69162493016731
posterior,deep,RHO_E,0.834698609972047,1.76089282042871
posterior,deep,RHO_E,0.83558513490376,1.83152575444399
posterior,deep,RHO_E,0.836471659835473,1.90345478095166
posterior,deep,RHO_E,0.837358184767186,1.97672605045655
posterior,deep,RHO_E,0.838244709698899,2.05160382451998
posterior,deep,RHO_E,0.839131234630612,2.12866320804093
posterior,deep,RHO_E,0.840017759562325,2.20882328371857
posterior,deep,RHO_E,0.840904284494038,2.29327464666594
posterior,deep,RHO_E,0.841790809425751,2.38328133371384
posterior,deep,RHO_E,0.842677334357464,2.47988040659689
posterior,deep,RHO_E,0.843563859289177,2.58355166269009
posterior,deep,RHO_E,0.84445038422089,2.69396706826219
posterior,deep,RHO_E,0.845336909152603,2.80993189540229
posterior,deep,RHO_E,0.846223434084316,2.92958155870679
posterior,deep,RHO_E,0.847109959016029,3.0508071398701
posterior,deep,RHO_E,0.847996483947742,3.17178413573994
posterior,deep,RHO_E,0.848883008879455,3.29142181276258
posterior,deep,RHO_E,0.849769533811167,3.4095688099519
posterior,deep,RHO_E,0.850656058742881,3.52690223981237
posterior,deep,RHO_E,0.851542583674593,3.64455324600526
posterior,deep,RHO_E,0.852429108606306,3.76362478673776
posterior,deep,RHO_E,0.853315633538019,3.88479096638773
posterior,deep,RHO_E,0.854202158469732,4.00811867895819
posterior,deep,RHO_E,0.855088683401445,4.13314834401754
posterior,deep,RHO_E,0.855975208333158,4.25916294047417
posterior,deep,RHO_E,0.856861733264871,4.38551266517038
posterior,deep,RHO_E,0.857748258196584,4.51186787907581
posterior,deep,RHO_E,0.858634783128297,4.63833124302393
posterior,deep,RHO_E,0.85952130806001,4.76541337657857
posterior,deep,RHO_E,0.860407832991723,4.89392697501238
posterior,deep,RHO_E,0.861294357923436,5.02486286523657
posterior,deep,RHO_E,0.862180882855149,5.15928358860024
posterior,deep,RHO_E,0.863067407786862,5.29822955204291
posterior,deep,RHO_E,0.863953932718575,5.44260806250824
posterior,deep,RHO_E,0.864840457650288,5.59304523577489
posterior,deep,RHO_E,0.865726982582001,5.7497220843402
posterior,deep,RHO_E,0.866613507513714,5.91226217575812
posterior,deep,RHO_E,0.867500032445427,6.07975059559126
posterior,deep,RHO_E,0.86838655737714,6.25091898242153
posterior,deep,RHO_E,0.869273082308853,6.42444491244246
posterior,deep,RHO_E,0.870159607240566,6.59923941634637
posterior,deep,RHO_E,0.871046132172279,6.7745897647818
posterior,deep,RHO_E,0.871932657103992,6.95009873006613
posterior,deep,RHO_E,0.872819182035705,7.12547082810411
posterior,deep,RHO_E,0.873705706967418,7.30026934864492
posterior,deep,RHO_E,0.874592231899131,7.47376358042179
posterior,deep,RHO_E,0.875478756830844,7.64492099616362
posterior,deep,RHO_E,0.876365281762557,7.81252964643526
posterior,deep,RHO_E,0.87725180669427,7.97540438656541
posterior,deep,RHO_E,0.878138331625983,8.13263457806963
posterior,deep,RHO_E,0.879024856557696,8.28383636319743
posterior,deep,RHO_E,0.879911381489409,8.42935511104328
posterior,deep,RHO_E,0.880797906421122,8.57033684443406
posterior,deep,RHO_E,0.881684431352835,8.70859120145899
posterior,deep,RHO_E,0.882570956284548,8.84622884680957
posterior,deep,RHO_E,0.883457481216261,8.98515508458657
posterior,deep,RHO_E,0.884344006147974,9.12658316123602
posterior,deep,RHO_E,0.885230531079687,9.2707413578699
posterior,deep,RHO_E,0.8861170560114,9.41687449845236
posterior,deep,RHO_E,0.887003580943112,9.56352045993923
posterior,deep,RHO_E,0.887890105874825,9.70893754149165
posterior,deep,RHO_E,0.888776630806538,9.85151579589083
posterior,deep,RHO_E,0.889663155738251,9.99003276943458
posterior,deep,RHO_E,0.890549680669964,10.1236871440419
posterior,deep,RHO_E,0.891436205601677,10.2519290947474
posterior,deep,RHO_E,0.89232273053339,10.3741792827311
posterior,deep,RHO_E,0.893209255465103,10.4895744663348
posterior,deep,RHO_E,0.894095780396816,10.5968830780624
posterior,deep,RHO_E,0.894982305328529,10.6946849969854
posterior,deep,RHO_E,0.895868830260242,10.7818046437994
posterior,deep,RHO_E,0.896755355191955,10.8578528483947
posterior,deep,RHO_E,0.897641880123668,10.9236303736828
posterior,deep,RHO_E,0.898528405055381,10.981144568717
posterior,deep,RHO_E,0.899414929987094,11.0331274338763
posterior,deep,RHO_E,0.900301454918807,11.0821814082594
posterior,deep,RHO_E,0.90118797985052,11.1299029785584
posterior,deep,RHO_E,0.902074504782233,11.1764025822045
posterior,deep,RHO_E,0.902961029713946,11.2204757838152
posterior,deep,RHO_E,0.903847554645659,11.2603434762379
posterior,deep,RHO_E,0.904734079577372,11.294550732117
posterior,deep,RHO_E,0.905620604509085,11.3225020864477
posterior,deep,RHO_E,0.906507129440798,11.3443119688189
posterior,deep,RHO_E,0.907393654372511,11.3600689816821
posterior,deep,RHO_E,0.908280179304224,11.3690062266822
posterior,deep,RHO_E,0.909166704235937,11.36918375847
posterior,deep,RHO_E,0.91005322916765,11.3580261535765
posterior,deep,RHO_E,0.910939754099363,11.3335519098204
posterior,deep,RHO_E,0.911826279031076,11.2956774713938
posterior,deep,RHO_E,0.912712803962789,11.2468570830933
posterior,deep,RHO_E,0.913599328894502,11.1916199329993
posterior,deep,RHO_E,0.914485853826215,11.135127121318
posterior,deep,RHO_E,0.915372378757928,11.0813762169794
posterior,deep,RHO_E,0.916258903689641,11.0318492369717
posterior,deep,RHO_E,0.917145428621354,10.9851519390894
posterior,deep,RHO_E,0.918031953553067,10.9376905158139
posterior,deep,RHO_E,0.91891847848478,10.8849682418779
posterior,deep,RHO_E,0.919805003416493,10.8228972729715
posterior,deep,RHO_E,0.920691528348206,10.7486587986902
posterior,deep,RHO_E,0.921578053279918,10.660967132682
posterior,deep,RHO_E,0.922464578211631,10.5598867094538
posterior,deep,RHO_E,0.923351103143344,10.4464715217501
posterior,deep,RHO_E,0.924237628075057,10.322437394688
posterior,deep,RHO_E,0.92512415300677,10.1899333277234
posterior,deep,RHO_E,0.926010677938483,10.0513581049583
posterior,deep,RHO_E,0.926897202870196,9.90913142350648
posterior,deep,RHO_E,0.927783727801909,9.76537410098275
posterior,deep,RHO_E,0.928670252733622,9.62154278294492
posterior,deep,RHO_E,0.929556777665335,9.47814969159731
posterior,deep,RHO_E,0.930443302597048,9.33472284090919
posterior,deep,RHO_E,0.931329827528761,9.19008914330991
posterior,deep,RHO_E,0.932216352460474,9.04290523739296
posterior,deep,RHO_E,0.933102877392187,8.89220046332985
posterior,deep,RHO_E,0.9339894023239,8.73764723855135
posterior,deep,RHO_E,0.934875927255613,8.5793998816922
posterior,deep,RHO_E,0.935762452187326,8.4175914875247
posterior,deep,RHO_E,0.936648977119039,8.25179865829238
posterior,deep,RHO_E,0.937535502050752,8.08082639126216
posterior,deep,RHO_E,0.938422026982465,7.90299211896627
posterior,deep,RHO_E,0.939308551914178,7.71680237355887
posterior,deep,RHO_E,0.940195076845891,7.52169061600101
posterior,deep,RHO_E,0.941081601777604,7.31844660456912
posterior,deep,RHO_E,0.941968126709317,7.10912369672537
posterior,deep,RHO_E,0.94285465164103,6.89646278242607
posterior,deep,RHO_E,0.943741176572743,6.68308837083198
posterior,deep,RHO_E,0.944627701504456,6.47081903754883
posterior,deep,RHO_E,0.945514226436169,6.26036662960167
posterior,deep,RHO_E,0.946400751367882,6.05151794293537
posterior,deep,RHO_E,0.947287276299595,5.84368180584175
posterior,deep,RHO_E,0.948173801231308,5.63653407079854
posterior,deep,RHO_E,0.949060326163021,5.43046551315717
posterior,deep,RHO_E,0.949946851094734,5.22664110168678
posterior,deep,RHO_E,0.950833376026447,5.0266631789323
posterior,deep,RHO_E,0.95171990095816,4.83201043048385
posterior,deep,RHO_E,0.952606425889873,4.64351834804625
posterior,deep,RHO_E,0.953492950821586,4.46113516660901
posterior,deep,RHO_E,0.954379475753299,4.28404802161828
posterior,deep,RHO_E,0.955266000685012,4.11109567220635
posterior,deep,RHO_E,0.956152525616724,3.94125458804962
posterior,deep,RHO_E,0.957039050548437,3.77396923306569
posterior,deep,RHO_E,0.95792557548015,3.6092005593918
posterior,deep,RHO_E,0.958812100411863,3.44722872464394
posterior,deep,RHO_E,0.959698625343576,3.28837290896779
posterior,deep,RHO_E,0.960585150275289,3.13281130561776
posterior,deep,RHO_E,0.961471675207002,2.98059341903174
posterior,deep,RHO_E,0.962358200138715,2.8317991005762
posterior,deep,RHO_E,0.963244725070428,2.68670380026293
posterior,deep,RHO_E,0.964131250002141,2.54581307136143
posterior,deep,RHO_E,0.965017774933854,2.40972038014655
posterior,deep,RHO_E,0.965904299865567,2.27885649195311
posterior,deep,RHO_E,0.96679082479728,2.15326518439238
posterior,deep,RHO_E,0.967677349728993,2.03252540639727
posterior,deep,RHO_E,0.968563874660706,1.91586206595124
posterior,deep,RHO_E,0.969450399592419,1.80239571977715
posterior,deep,RHO_E,0.970336924524132,1.69142310590002
posterior,deep,RHO_E,0.971223449455845,1.58261755645159
posterior,deep,RHO_E,0.972109974387558,1.47608281346462
posterior,deep,RHO_E,0.972996499319271,1.37225884316368
posterior,deep,RHO_E,0.973883024250984,1.2717341724206
posterior,deep,RHO_E,0.974769549182697,1.17504573248389
posterior,deep,RHO_E,0.97565607411441,1.08253894940703
posterior,deep,RHO_E,0.976542599046123,0.994326805908443
posterior,deep,RHO_E,0.977429123977836,0.910344073297267
posterior,deep,RHO_E,0.978315648909549,0.830459375788002
posterior,deep,RHO_E,0.979202173841262,0.754594013949439
posterior,deep,RHO_E,0.980088698772975,0.682803527062202
posterior,deep,RHO_E,0.980975223704688,0.615298464817598
posterior,deep,RHO_E,0.981861748636401,0.552403983100087
posterior,deep,RHO_E,0.982748273568114,0.494475108995744
posterior,deep,RHO_E,0.983634798499827,0.441792794466715
posterior,deep,RHO_E,0.98452132343154,0.39446695459921
posterior,deep,RHO_E,0.985407848363253,0.352369566017276
posterior,deep,RHO_E,0.986294373294966,0.315114794734851
posterior,deep,RHO_E,0.987180898226679,0.282093467722709
posterior,deep,RHO_E,0.988067423158392,0.252556123480657
posterior,deep,RHO_E,0.988953948090105,0.225725250995809
posterior,deep,RHO_E,0.989840473021818,0.200908287818368
posterior,deep,RHO_E,0.99072699795353,0.177583072317289
posterior,deep,RHO_E,0.991613522885243,0.1554376180523
posterior,deep,RHO_E,0.992500047816956,0.13436222263757
posterior,deep,RHO_E,0.993386572748669,0.114406722502019
posterior,deep,RHO_E,0.994273097680382,0.0957226611330124
posterior,deep,RHO_E,0.995159622612095,0.0785074692515712
posterior,deep,RHO_E,0.996046147543808,0.0629592401352569
posterior,deep,RHO_E,0.996932672475521,0.0492426521590983
posterior,deep,RHO_E,0.997819197407234,0.0374633919793751
posterior,deep,RHO_E,0.998705722338947,0.0276499572810052
posterior,deep,RHO_E,0.99959224727066,0.0197445991931802
posterior,deep,RHO_E,1.00047877220237,0.0136060515156603
posterior,deep,RHO_E,1.00136529713409,0.0090246660577892
posterior,deep,RHO_E,1.0022518220658,0.00574712021380584
posterior,deep,RHO_E,1.00313834699751,0.00350518634568092
posterior,deep,RHO_E,1.00402487192923,0.00204245537158381
posterior,deep,RHO_E,1.00491139686094,0.0011343233713923
posterior,deep,RHO_E,1.00579792179265,0.000599045661770348
posterior,deep,RHO_E,1.00668444672436,0.000300167795916077
posterior,deep,RHO_E,1.00757097165608,0.000142413369140216
posterior,deep,RHO_E,1.00845749658779,6.38543417393472e-05
posterior,deep,RHO_E,1.0093440215195,2.70102943519049e-05
posterior,deep,RHO_E,1.01023054645122,1.07619754903497e-05
posterior,deep,RHO_E,1.01111707138293,4.03348664064149e-06
posterior,deep,RHO_E,1.01200359631464,1.42027141601317e-06
posterior,deep,RHO_E,1.01289012124635,4.69363062884781e-07
posterior,deep,RHO_E,1.01377664617807,1.45445448702236e-07
posterior,deep,RHO_E,1.01466317110978,4.22286309115227e-08
posterior,deep,RHO_E,1.01554969604149,1.14799443007296e-08
posterior,deep,RHO_E,1.01643622097321,2.9204544442496e-09
posterior,deep,RHO_E,1.01732274590492,6.9490793674909e-10
posterior,deep,RHO_E,1.01820927083663,1.54590805434562e-10
posterior,deep,RHO_E,1.01909579576835,3.21419349469387e-11
posterior,deep,RHO_E,1.01998232070006,6.24331836229786e-12
posterior,deep,RHO_E,1.02086884563177,1.13316300787147e-12
posterior,deep,RHO_E,1.02175537056348,1.92443283530963e-13
posterior,deep,RHO_E,1.0226418954952,3.02813329966511e-14
posterior,deep,RHO_E,1.02352842042691,4.36456426555765e-15
posterior,deep,RHO_E,1.02441494535862,-6.93889390390723e-17
posterior,deep,RHO_E,1.02530147029034,1.2490009027033e-16
posterior,deep,RHO_E,1.02618799522205,-9.64506252643105e-16
posterior,deep,RHO_E,1.02707452015376,-4.16333634234434e-16
posterior,deep,RHO_E,1.02796104508548,-6.45317133063372e-16
posterior,deep,RHO_E,1.02884757001719,-6.31439345255558e-16
posterior,deep,RHO_E,1.0297340949489,-3.12250225675825e-16
posterior,deep,RHO_E,1.03062061988061,-9.71445146547012e-16
posterior,deep,RHO_E,1.03150714481233,-1.94289029309402e-16
posterior,deep,RHO_E,1.03239366974404,-2.22044604925031e-16
posterior,deep,RHO_E,1.03328019467575,-9.71445146547012e-17
posterior,deep,RHO_E,1.03416671960747,-6.93889390390723e-16
posterior,deep,RHO_E,1.03505324453918,4.44089209850063e-16
posterior,deep,RHO_E,1.03593976947089,-4.16333634234434e-17
posterior,deep,RHO_E,1.03682629440261,2.4980018054066e-16
posterior,deep,RHO_E,1.03771281933432,-5.41233724504764e-16
posterior,deep,RHO_E,1.03859934426603,3.46944695195361e-16
posterior,deep,RHO_E,1.03948586919774,1.38777878078145e-16
posterior,deep,RHO_E,1.04037239412946,-6.93889390390723e-17
posterior,deep,RHO_E,1.04125891906117,-6.93889390390723e-16
posterior,deep,RHO_E,1.04214544399288,-1.2490009027033e-15
posterior,deep,RHO_E,1.0430319689246,-6.66133814775094e-16
posterior,deep,RHO_E,1.04391849385631,1.66533453693773e-16
posterior,deep,RHO_E,1.04480501878802,1.2490009027033e-16
posterior,deep,RHO_E,1.04569154371973,4.16333634234434e-16
posterior,deep,RHO_E,1.04657806865145,1.38777878078145e-16
posterior,deep,RHO_E,1.04746459358316,5.82867087928207e-16
posterior,deep,RHO_E,1.04835111851487,5.55111512312578e-17
posterior,deep,RHO_E,1.04923764344659,-1.94289029309402e-16
posterior,deep,RHO_E,1.0501241683783,-2.77555756156289e-16
posterior,deep,RHO_E,1.05101069331001,-4.16333634234434e-16
posterior,deep,RHO_E,1.05189721824173,-3.60822483003176e-16
posterior,deep,RHO_E,1.05278374317344,3.60822483003176e-16
posterior,deep,RHO_E,1.05367026810515,-3.33066907387547e-16
posterior,deep,RHO_E,1.05455679303686,1.38777878078145e-16
posterior,deep,RHO_E,1.05544331796858,5.55111512312578e-17
posterior,deep,RHO_E,1.05632984290029,-8.60422844084496e-16
posterior,deep,RHO_E,1.057216367832,2.77555756156289e-17
posterior,deep,RHO_E,1.05810289276372,-3.88578058618805e-16
posterior,deep,RHO_E,1.05898941769543,-5.82867087928207e-16
posterior,deep,RHO_E,1.05987594262714,2.4980018054066e-16
posterior,deep,RHO_E,1.06076246755886,2.22044604925031e-16
posterior,deep,RHO_E,1.06164899249057,-4.16333634234434e-16
posterior,deep,RHO_E,1.06253551742228,-1.94289029309402e-16
posterior,deep,RHO_E,1.06342204235399,-3.05311331771918e-16
posterior,deep,RHO_E,1.06430856728571,1.11022302462516e-16
posterior,deep,RHO_E,1.06519509221742,-4.9960036108132e-16
posterior,deep,RHO_E,1.06608161714913,-1.94289029309402e-16
posterior,deep,RHO_E,1.06696814208085,-5.55111512312578e-17
posterior,deep,RHO_E,1.06785466701256,1.94289029309402e-16
posterior,deep,RHO_E,1.06874119194427,-1.11022302462516e-16
posterior,deep,RHO_E,1.06962771687599,3.33066907387547e-16
posterior,deep,RHO_E,1.0705142418077,-1.94289029309402e-16
posterior,deep,RHO_E,1.07140076673941,1.38777878078145e-16
posterior,deep,RHO_E,1.07228729167112,4.9960036108132e-16
posterior,deep,RHO_E,1.07317381660284,3.05311331771918e-16
posterior,deep,RHO_E,1.07406034153455,-1.94289029309402e-16
posterior,deep,RHO_E,1.07494686646626,1.66533453693773e-16
posterior,deep,RHO_E,1.07583339139798,-1.11022302462516e-16
posterior,deep,RHO_E,1.07671991632969,-3.05311331771918e-16
posterior,deep,RHO_E,1.0776064412614,3.88578058618805e-16
posterior,deep,RHO_E,1.07849296619312,2.4980018054066e-16
posterior,deep,RHO_E,1.07937949112483,-5.55111512312578e-17
posterior,deep,RHO_E,1.08026601605654,-4.44089209850063e-16
posterior,deep,RHO_E,1.08115254098825,-3.05311331771918e-16
posterior,deep,RHO_E,1.08203906591997,-3.88578058618805e-16
posterior,deep,RHO_E,1.08292559085168,3.05311331771918e-16
posterior,deep,RHO_E,1.08381211578339,-5.55111512312578e-17
posterior,deep,RHO_E,1.08469864071511,-4.44089209850063e-16
posterior,deep,RHO_E,1.08558516564682,3.88578058618805e-16
posterior,deep,RHO_E,1.08647169057853,8.32667268468867e-17
posterior,deep,RHO_E,1.08735821551024,6.10622663543836e-16
posterior,deep,RHO_E,1.08824474044196,-5.68989300120393e-16
posterior,deep,RHO_E,1.08913126537367,-1.94289029309402e-16
posterior,stderr,eta_a,-1.64611792329921,-1.73472347597681e-17
posterior,stderr,eta_a,-1.61776937753783,-6.93889390390723e-18
posterior,stderr,eta_a,-1.58942083177645,-6.93889390390723e-18
posterior,stderr,eta_a,-1.56107228601507,-1.04083408558608e-17
posterior,stderr,eta_a,-1.53272374025369,3.81639164714898e-17
posterior,stderr,eta_a,-1.5043751944923,-6.93889390390723e-18
posterior,stderr,eta_a,-1.47602664873092,-1.38777878078145e-17
posterior,stderr,eta_a,-1.44767810296954,2.08166817117217e-17
posterior,stderr,eta_a,-1.41932955720816,-5.42101086242752e-19
posterior,stderr,eta_a,-1.39098101144678,-2.4611389315421e-17
posterior,stderr,eta_a,-1.36263246568539,-3.25260651745651e-19
posterior,stderr,eta_a,-1.33428391992401,-2.16840434497101e-18
posterior,stderr,eta_a,-1.30593537416263,3.0140820395097e-17
posterior,stderr,eta_a,-1.27758682840125,2.81892564846231e-17
posterior,stderr,eta_a,-1.24923828263986,-2.28766658394441e-17
posterior,stderr,eta_a,-1.22088973687848,3.35560572384264e-17
posterior,stderr,eta_a,-1.1925411911171,1.45283091113058e-17
posterior,stderr,eta_a,-1.16419264535572,3.53449908230274e-17
posterior,stderr,eta_a,-1.13584409959434,3.02492406123456e-17
posterior,stderr,eta_a,-1.10749555383295,1.49619899803e-17
posterior,stderr,eta_a,-1.07914700807157,1.65882932390282e-17
posterior,stderr,eta_a,-1.05079846231019,1.98408997564847e-17
posterior,stderr,eta_a,-1.02244991654881,2.42861286636753e-17
posterior,stderr,eta_a,-0.994101370787425,5.50774703622636e-17
posterior,stderr,eta_a,-0.965752825026043,1.9298798670242e-17
posterior,stderr,eta_a,-0.937404279264661,-2.60208521396521e-18
posterior,stderr,eta_a,-0.909055733503279,6.93889390390723e-18
posterior,stderr,eta_a,-0.880707187741897,1.38777878078145e-17
posterior,stderr,eta_a,-0.852358641980515,8.45677694538693e-18
posterior,stderr,eta_a,-0.824010096219133,3.63207727782644e-17
posterior,stderr,eta_a,-0.79566155045775,2.40692882291782e-17
posterior,stderr,eta_a,-0.767313004696368,8.02309607639273e-18
posterior,stderr,eta_a,-0.738964458934986,2.16840434497101e-19
posterior,stderr,eta_a,-0.710615913173604,-1.56125112837913e-17
posterior,stderr,eta_a,-0.682267367412222,-1.62630325872826e-18
posterior,stderr,eta_a,-0.65391882165084,1.23599047663348e-17
posterior,stderr,eta_a,-0.625570275889457,3.57786716920216e-18
posterior,stderr,eta_a,-0.597221730128075,-3.68628738645072e-18
posterior,stderr,eta_a,-0.568873184366693,2.27682456221956e-18
posterior,stderr,eta_a,-0.540524638605311,2.24429849704499e-17
posterior,stderr,eta_a,-0.512176092843929,2.60208521396521e-18
posterior,stderr,eta_a,-0.483827547082547,-1.04083408558608e-17
posterior,stderr,eta_a,-0.455479001321165,1.9298798670242e-17
