distribution,type,parameter,x,density
posterior,deep,OMEGA,0.0454910294547528,1.91335875404904
posterior,deep,OMEGA,0.0468625726745283,2.06460423524404
posterior,deep,OMEGA,0.0482341158943037,2.22134461438854
posterior,deep,OMEGA,0.0496056591140792,2.38302293157363
posterior,deep,OMEGA,0.0509772023338547,2.54921714680159
posterior,deep,OMEGA,0.0523487455536302,2.71971578198161
posterior,deep,OMEGA,0.0537202887734057,2.89443533414009
posterior,deep,OMEGA,0.0550918319931812,3.0731552585177
posterior,deep,OMEGA,0.0564633752129567,3.25514764664816
posterior,deep,OMEGA,0.0578349184327322,3.43890833720928
posterior,deep,OMEGA,0.0592064616525076,3.62222964906913
posterior,deep,OMEGA,0.0605780048722832,3.80271356832733
posterior,deep,OMEGA,0.0619495480920586,3.97857462547475
posterior,deep,OMEGA,0.0633210913118341,4.14938812115362
posterior,deep,OMEGA,0.0646926345316096,4.31642457226147
posterior,deep,OMEGA,0.0660641777513851,4.48237336946291
posterior,deep,OMEGA,0.0674357209711606,4.65050509974282
posterior,deep,OMEGA,0.0688072641909361,4.823550114985
posterior,deep,OMEGA,0.0701788074107116,5.00270670826441
posterior,deep,OMEGA,0.0715503506304871,5.18718321665987
posterior,deep,OMEGA,0.0729218938502626,5.37449652852501
posterior,deep,OMEGA,0.074293437070038,5.56143033771637
posterior,deep,OMEGA,0.0756649802898136,5.7452302699586
posterior,deep,OMEGA,0.077036523509589,5.92446377532459
posterior,deep,OMEGA,0.0784080667293645,6.09912201986122
posterior,deep,OMEGA,0.07977960994914,6.26993996131616
posterior,deep,OMEGA,0.0811511531689155,6.43734243728603
posterior,deep,OMEGA,0.082522696388691,6.60063437809217
posterior,deep,OMEGA,0.0838942396084665,6.75791603723894
posterior,deep,OMEGA,0.085265782828242,6.90679840974942
posterior,deep,OMEGA,0.0866373260480175,7.04554791763536
posterior,deep,OMEGA,0.088008869267793,7.17404349621505
posterior,deep,OMEGA,0.0893804124875685,7.29400871021147
posterior,deep,OMEGA,0.090751955707344,7.40834099068292
posterior,deep,OMEGA,0.0921234989271194,7.5198149325051
posterior,deep,OMEGA,0.0934950421468949,7.62975862389238
posterior,deep,OMEGA,0.0948665853666704,7.73733184266462
posterior,deep,OMEGA,0.0962381285864459,7.83975918456276
posterior,deep,OMEGA,0.0976096718062214,7.93342721923395
posterior,deep,OMEGA,0.0989812150259969,8.01536056701826
posterior,deep,OMEGA,0.100352758245772,8.08443449743698
posterior,deep,OMEGA,0.101724301465548,8.14182354252965
posterior,deep,OMEGA,0.103095844685323,8.19053881407869
posterior,deep,OMEGA,0.104467387905099,8.23428921862325
posterior,deep,OMEGA,0.105838931124874,8.27613964343661
posterior,deep,OMEGA,0.10721047434465,8.31745423136828
posterior,deep,OMEGA,0.108582017564425,8.35744652890936
posterior,deep,OMEGA,0.109953560784201,8.39342339446761
posterior,deep,OMEGA,0.111325104003976,8.42160876510347
posterior,deep,OMEGA,0.112696647223752,8.43830592353439
posterior,deep,OMEGA,0.114068190443527,8.44108837904164
posterior,deep,OMEGA,0.115439733663303,8.42968235886442
posterior,deep,OMEGA,0.116811276883078,8.40623353754628
posterior,deep,OMEGA,0.118182820102854,8.37477477838226
posterior,deep,OMEGA,0.119554363322629,8.33994812577312
posterior,deep,OMEGA,0.120925906542405,8.30533952922007
posterior,deep,OMEGA,0.12229744976218,8.2720383757169
posterior,deep,OMEGA,0.123668992981956,8.23807108475036
posterior,deep,OMEGA,0.125040536201731,8.19906594449714
posterior,deep,OMEGA,0.126412079421507,8.14994760968787
posterior,deep,OMEGA,0.127783622641282,8.08691244088638
posterior,deep,OMEGA,0.129155165861058,8.00875418526802
posterior,deep,OMEGA,0.130526709080833,7.91695959690197
posterior,deep,OMEGA,0.131898252300609,7.81468363425907
posterior,deep,OMEGA,0.133269795520384,7.70530131671654
posterior,deep,OMEGA,0.13464133874016,7.59135060020895
posterior,deep,OMEGA,0.136012881959935,7.47430455934622
posterior,deep,OMEGA,0.137384425179711,7.35504931668925
posterior,deep,OMEGA,0.138755968399486,7.23457440562689
posterior,deep,OMEGA,0.140127511619262,7.11438492424924
posterior,deep,OMEGA,0.141499054839037,6.99642784896946
posterior,deep,OMEGA,0.142870598058813,6.88264777900374
posterior,deep,OMEGA,0.144242141278588,6.77444878096123
posterior,deep,OMEGA,0.145613684498364,6.6722930991627
posterior,deep,OMEGA,0.146985227718139,6.57551707539933
posterior,deep,OMEGA,0.148356770937915,6.48233719130924
posterior,deep,OMEGA,0.14972831415769,6.39002468274554
posterior,deep,OMEGA,0.151099857377465,6.29528879513366
posterior,deep,OMEGA,0.152471400597241,6.19490753102343
posterior,deep,OMEGA,0.153842943817016,6.08652319861899
posterior,deep,OMEGA,0.155214487036792,5.96935007912891
posterior,deep,OMEGA,0.156586030256567,5.84447071580792
posterior,deep,OMEGA,0.157957573476343,5.71452159110098
posterior,deep,OMEGA,0.159329116696118,5.58284410589503
posterior,deep,OMEGA,0.160700659915894,5.45244192432916
posterior,deep,OMEGA,0.162072203135669,5.3251763343894
posterior,deep,OMEGA,0.163443746355445,5.20149427030698
posterior,deep,OMEGA,0.16481528957522,5.08071078760186
posterior,deep,OMEGA,0.166186832794996,4.96162420123331
posterior,deep,OMEGA,0.167558376014771,4.84314856678049
posterior,deep,OMEGA,0.168929919234547,4.72471323657559
posterior,deep,OMEGA,0.170301462454322,4.60632817616885
posterior,deep,OMEGA,0.171673005674098,4.48836629384341
posterior,deep,OMEGA,0.173044548893873,4.37122529950406
posterior,deep,OMEGA,0.174416092113649,4.25507512595921
posterior,deep,OMEGA,0.175787635333424,4.13984708953613
posterior,deep,OMEGA,0.1771591785532,4.02547952682232
posterior,deep,OMEGA,0.178530721772975,3.91226646990354
posterior,deep,OMEGA,0.179902264992751,3.80106793199703
posterior,deep,OMEGA,0.181273808212526,3.69320310901019
posterior,deep,OMEGA,0.182645351432302,3.59003203626834
posterior,deep,OMEGA,0.184016894652077,3.49242170555126
posterior,deep,OMEGA,0.185388437871853,3.40036750513226
posterior,deep,OMEGA,0.186759981091628,3.31295401435515
posterior,deep,OMEGA,0.188131524311404,3.22864926443162
posterior,deep,OMEGA,0.189503067531179,3.14575594855085
posterior,deep,OMEGA,0.190874610750955,3.06279491823615
posterior,deep,OMEGA,0.19224615397073,2.97868673991049
posterior,deep,OMEGA,0.193617697190506,2.89275070134166
posterior,deep,OMEGA,0.194989240410281,2.80464919475557
posterior,deep,OMEGA,0.196360783630057,2.71440204001745
posterior,deep,OMEGA,0.197732326849832,2.62249375953414
posterior,deep,OMEGA,0.199103870069608,2.5299763633778
posterior,deep,OMEGA,0.200475413289383,2.4384208703834
posterior,deep,OMEGA,0.201846956509159,2.34963292613872
posterior,deep,OMEGA,0.203218499728934,2.2651855081772
posterior,deep,OMEGA,0.20459004294871,2.18594836098346
posterior,deep,OMEGA,0.205961586168485,2.11182981097948
posterior,deep,OMEGA,0.207333129388261,2.04186567402135
posterior,deep,OMEGA,0.208704672608036,1.974630512663
posterior,deep,OMEGA,0.210076215827812,1.90879123218896
posterior,deep,OMEGA,0.211447759047587,1.84355765655813
posterior,deep,OMEGA,0.212819302267363,1.77884836733746
posterior,deep,OMEGA,0.214190845487138,1.71514424886119
posterior,deep,OMEGA,0.215562388706914,1.65315100173825
posterior,deep,OMEGA,0.216933931926689,1.5934497779592
posterior,deep,OMEGA,0.218305475146465,1.53626843149531
posterior,deep,OMEGA,0.21967701836624,1.48141312851765
posterior,deep,OMEGA,0.221048561586016,1.42833275923515
posterior,deep,OMEGA,0.222420104805791,1.37627236455589
posterior,deep,OMEGA,0.223791648025566,1.32448025327591
posterior,deep,OMEGA,0.225163191245342,1.27243012711177
posterior,deep,OMEGA,0.226534734465117,1.21999873074707
posterior,deep,OMEGA,0.227906277684893,1.16752867515656
posterior,deep,OMEGA,0.229277820904668,1.11573394728663
posterior,deep,OMEGA,0.230649364124444,1.06547092641925
posterior,deep,OMEGA,0.232020907344219,1.01746513691804
posterior,deep,OMEGA,0.233392450563995,0.972109319200895
posterior,deep,OMEGA,0.23476399378377,0.929412183741372
posterior,deep,OMEGA,0.236135537003546,0.889100000861134
posterior,deep,OMEGA,0.237507080223321,0.850801330946319
posterior,deep,OMEGA,0.238878623443097,0.814218729186132
posterior,deep,OMEGA,0.240250166662872,0.77921858174606
posterior,deep,OMEGA,0.241621709882648,0.74582630936377
posterior,deep,OMEGA,0.242993253102423,0.714160194846692
posterior,deep,OMEGA,0.244364796322199,0.684347472671041
posterior,deep,OMEGA,0.245736339541974,0.656446002209911
posterior,deep,OMEGA,0.24710788276175,0.630373494226607
posterior,deep,OMEGA,0.248479425981525,0.605849891070638
posterior,deep,OMEGA,0.249850969201301,0.582381389386731
posterior,deep,OMEGA,0.251222512421076,0.559322382542278
posterior,deep,OMEGA,0.252594055640852,0.536019183503365
posterior,deep,OMEGA,0.253965598860627,0.511985103689555
posterior,deep,OMEGA,0.255337142080403,0.487029800872783
posterior,deep,OMEGA,0.256708685300178,0.461295651643519
posterior,deep,OMEGA,0.258080228519954,0.435213932487622
posterior,deep,OMEGA,0.259451771739729,0.40942719666299
posterior,deep,OMEGA,0.260823314959505,0.384704257113029
posterior,deep,OMEGA,0.26219485817928,0.361831751829917
posterior,deep,OMEGA,0.263566401399056,0.34145690792587
posterior,deep,OMEGA,0.264937944618831,0.323900241947472
posterior,deep,OMEGA,0.266309487838607,0.309017034172059
posterior,deep,OMEGA,0.267681031058382,0.296202020998708
posterior,deep,OMEGA,0.269052574278158,0.284575406907474
posterior,deep,OMEGA,0.270424117497933,0.273290775264219
posterior,deep,OMEGA,0.271795660717709,0.261831688810291
posterior,deep,OMEGA,0.273167203937484,0.250163483593189
posterior,deep,OMEGA,0.27453874715726,0.238679839859821
posterior,deep,OMEGA,0.275910290377035,0.227983423903992
posterior,deep,OMEGA,0.277281833596811,0.21860800609346
posterior,deep,OMEGA,0.278653376816586,0.210795400615557
posterior,deep,OMEGA,0.280024920036362,0.20439644630878
posterior,deep,OMEGA,0.281396463256137,0.198908338877968
posterior,deep,OMEGA,0.282768006475913,0.193620773373369
posterior,deep,OMEGA,0.284139549695688,0.187824175408656
posterior,deep,OMEGA,0.285511092915464,0.181022131207511
posterior,deep,OMEGA,0.286882636135239,0.173082558284391
posterior,deep,OMEGA,0.288254179355015,0.164271461543979
posterior,deep,OMEGA,0.28962572257479,0.155152244336105
posterior,deep,OMEGA,0.290997265794566,0.146390921946375
posterior,deep,OMEGA,0.292368809014341,0.138548364114184
posterior,deep,OMEGA,0.293740352234117,0.131936671537383
posterior,deep,OMEGA,0.295111895453892,0.126573573862504
posterior,deep,OMEGA,0.296483438673668,0.122220268618914
posterior,deep,OMEGA,0.297854981893443,0.11846515035742
posterior,deep,OMEGA,0.299226525113218,0.114821963079074
posterior,deep,OMEGA,0.300598068332994,0.110827299744325
posterior,deep,OMEGA,0.301969611552769,0.106130614511203
posterior,deep,OMEGA,0.303341154772545,0.100566867436484
posterior,deep,OMEGA,0.30471269799232,0.0941964908763979
posterior,deep,OMEGA,0.306084241212096,0.087298460960488
posterior,deep,OMEGA,0.307455784431871,0.0803116812458833
posterior,deep,OMEGA,0.308827327651647,0.0737338317614686
posterior,deep,OMEGA,0.310198870871422,0.0680005058910797
posterior,deep,OMEGA,0.311570414091198,0.0633770408478934
posterior,deep,OMEGA,0.312941957310973,0.0598970281824382
posterior,deep,OMEGA,0.314313500530749,0.0573707735024146
posterior,deep,OMEGA,0.315685043750524,0.0554630151530098
posterior,deep,OMEGA,0.3170565869703,0.0538097547724966
posterior,deep,OMEGA,0.318428130190075,0.0521252399616445
posterior,deep,OMEGA,0.319799673409851,0.0502564023559226
posterior,deep,OMEGA,0.321171216629626,0.048172624849792
posterior,deep,OMEGA,0.322542759849402,0.0459143006193013
posterior,deep,OMEGA,0.323914303069177,0.0435399008747657
posterior,deep,OMEGA,0.325285846288953,0.0410989304128032
posterior,deep,OMEGA,0.326657389508728,0.0386309264910957
posterior,deep,OMEGA,0.328028932728504,0.0361722973911466
posterior,deep,OMEGA,0.329400475948279,0.0337555586834891
posterior,deep,OMEGA,0.330772019168055,0.031401067210121
posterior,deep,OMEGA,0.33214356238783,0.0291119323348602
posterior,deep,OMEGA,0.333515105607606,0.0268795539980217
posterior,deep,OMEGA,0.334886648827381,0.0246966448484998
posterior,deep,OMEGA,0.336258192047157,0.0225686055836248
posterior,deep,OMEGA,0.337629735266932,0.0205172317110097
posterior,deep,OMEGA,0.339001278486708,0.0185775055368427
posterior,deep,OMEGA,0.340372821706483,0.0167914022889228
posterior,deep,OMEGA,0.341744364926259,0.0152009059378996
posterior,deep,OMEGA,0.343115908146034,0.0138400372897438
posterior,deep,OMEGA,0.34448745136581,0.0127263266593022
posterior,deep,OMEGA,0.345858994585585,0.011854829189502
posterior,deep,OMEGA,0.347230537805361,0.0111985918168572
posterior,deep,OMEGA,0.348602081025136,0.0107163352787042
posterior,deep,OMEGA,0.349973624244912,0.010363095523078
posterior,deep,OMEGA,0.351345167464687,0.010097034130964
posterior,deep,OMEGA,0.352716710684463,0.00987826147331014
posterior,deep,OMEGA,0.354088253904238,0.00966190284955093
posterior,deep,OMEGA,0.355459797124014,0.00939311958141221
posterior,deep,OMEGA,0.356831340343789,0.00901186806856255
posterior,deep,OMEGA,0.358202883563565,0.008469041885632
posterior,deep,OMEGA,0.35957442678334,0.00774727054561374
posterior,deep,OMEGA,0.360945970003116,0.00687511228516344
posterior,deep,OMEGA,0.362317513222891,0.00592609145213031
posterior,deep,OMEGA,0.363689056442667,0.00500192409092738
posterior,deep,OMEGA,0.365060599662442,0.00420666122496023
posterior,deep,OMEGA,0.366432142882217,0.00362099118503601
posterior,deep,OMEGA,0.367803686101993,0.00328375760473652
posterior,deep,OMEGA,0.369175229321768,0.00318418150227033
posterior,deep,OMEGA,0.370546772541544,0.00326581178740746
posterior,deep,OMEGA,0.371918315761319,0.00344152737864298
posterior,deep,OMEGA,0.373289858981095,0.00361648933061812
posterior,deep,OMEGA,0.374661402200871,0.00371288386974465
posterior,deep,OMEGA,0.376032945420646,0.00368863204976018
posterior,deep,OMEGA,0.377404488640421,0.00354378657095065
posterior,deep,OMEGA,0.378776031860197,0.0033128184732414
posterior,deep,OMEGA,0.380147575079972,0.00304635584943508
posterior,deep,OMEGA,0.381519118299748,0.00278990380956406
posterior,deep,OMEGA,0.382890661519523,0.00256814543229605
posterior,deep,OMEGA,0.384262204739299,0.00238097579147589
posterior,deep,OMEGA,0.385633747959074,0.00221201028585852
posterior,deep,OMEGA,0.38700529117885,0.00204418884962202
posterior,deep,OMEGA,0.388376834398625,0.00187362891557452
posterior,deep,OMEGA,0.389748377618401,0.00171431040842262
posterior,deep,OMEGA,0.391119920838176,0.00159162747290831
posterior,deep,OMEGA,0.392491464057952,0.00152880382083821
posterior,deep,OMEGA,0.393863007277727,0.00153328085390749
posterior,deep,OMEGA,0.395234550497503,0.00158952950999771
posterior,deep,OMEGA,0.396606093717278,0.00166156664210842
posterior,deep,OMEGA,0.397977636937054,0.00170442610556276
posterior,deep,OMEGA,0.399349180156829,0.00168011016204139
posterior,deep,OMEGA,0.400720723376605,0.00157133163987355
posterior,deep,OMEGA,0.40209226659638,0.00138702996624029
posterior,deep,OMEGA,0.403463809816156,0.00115748731561083
posterior,deep,OMEGA,0.404835353035931,0.000921954737080122
posterior,deep,OMEGA,0.406206896255707,0.000714905280798206
posterior,deep,OMEGA,0.407578439475482,0.000556598076743242
posterior,deep,OMEGA,0.408949982695258,0.000450505910587595
posterior,deep,OMEGA,0.410321525915033,0.000386773186216938
posterior,deep,OMEGA,0.411693069134809,0.000348968053522802
posterior,deep,OMEGA,0.413064612354584,0.00032110651790318
posterior,deep,OMEGA,0.41443615557436,0.000292583470406171
posterior,deep,OMEGA,0.415807698794135,0.000259770438505669
posterior,deep,OMEGA,0.417179242013911,0.000224436415741325
posterior,deep,OMEGA,0.418550785233686,0.000190431610411324
posterior,deep,OMEGA,0.419922328453462,0.000160616346478237
posterior,deep,OMEGA,0.421293871673237,0.00013547816385362
posterior,deep,OMEGA,0.422665414893013,0.000113633858655371
posterior,deep,OMEGA,0.424036958112788,9.33137186449606e-05
posterior,deep,OMEGA,0.425408501332564,7.36280083277752e-05
posterior,deep,OMEGA,0.426780044552339,5.49186591949358e-05
posterior,deep,OMEGA,0.428151587772115,3.82695959717516e-05
posterior,deep,OMEGA,0.42952313099189,2.47241843394086e-05
posterior,deep,OMEGA,0.430894674211666,1.47400793755192e-05
posterior,deep,OMEGA,0.432266217431441,8.08714166078417e-06
posterior,deep,OMEGA,0.433637760651217,4.07676173797e-06
posterior,deep,OMEGA,0.435009303870992,1.88650675769786e-06
posterior,deep,OMEGA,0.436380847090768,8.00915593179852e-07
posterior,deep,OMEGA,0.437752390310543,3.11857213608491e-07
posterior,deep,OMEGA,0.439123933530319,1.11345503484017e-07
posterior,deep,OMEGA,0.440495476750094,3.64479941783458e-08
posterior,deep,OMEGA,0.441867019969869,1.0937327710181e-08
posterior,deep,OMEGA,0.443238563189645,3.00848279621846e-09
posterior,deep,OMEGA,0.444610106409421,7.58490603658402e-10
posterior,deep,OMEGA,0.445981649629196,1.75262915291796e-10
posterior,deep,OMEGA,0.447353192848971,3.7114755713219e-11
posterior,deep,OMEGA,0.448724736068747,7.20290493916309e-12
posterior,deep,OMEGA,0.450096279288522,1.28141941502236e-12
posterior,deep,OMEGA,0.451467822508298,2.09166017839379e-13
posterior,deep,OMEGA,0.452839365728073,3.17523785042795e-14
posterior,deep,OMEGA,0.454210908947849,5.32907051820075e-15
posterior,deep,OMEGA,0.455582452167624,1.55431223447522e-15
posterior,deep,OMEGA,0.4569539953874,6.66133814775094e-16
posterior,deep,OMEGA,0.458325538607175,2.22044604925031e-16
posterior,deep,OMEGA,0.459697081826951,0
posterior,deep,OMEGA,0.461068625046726,8.88178419700125e-16
posterior,deep,OMEGA,0.462440168266502,1.33226762955019e-15
posterior,deep,OMEGA,0.463811711486277,1.11022302462516e-15
posterior,deep,OMEGA,0.465183254706053,8.88178419700125e-16
posterior,deep,OMEGA,0.466554797925828,2.22044604925031e-16
posterior,deep,OMEGA,0.467926341145604,0
posterior,deep,OMEGA,0.469297884365379,4.44089209850063e-16
posterior,deep,OMEGA,0.470669427585155,-2.22044604925031e-16
posterior,deep,OMEGA,0.47204097080493,2.22044604925031e-16
posterior,deep,OMEGA,0.473412514024706,0
posterior,deep,OMEGA,0.474784057244481,2.22044604925031e-16
posterior,deep,OMEGA,0.476155600464257,6.66133814775094e-16
posterior,deep,OMEGA,0.477527143684032,0
posterior,deep,OMEGA,0.478898686903808,0
posterior,deep,OMEGA,0.480270230123583,-4.44089209850063e-16
posterior,deep,OMEGA,0.481641773343359,0
posterior,deep,OMEGA,0.483013316563134,2.22044604925031e-16
posterior,deep,OMEGA,0.48438485978291,4.44089209850063e-16
