distribution,type,parameter,x,density
posterior,deep,RHO_G,0.0415939228070608,1.73472347597681e-17
posterior,deep,RHO_G,0.0434245680143103,3.81639164714898e-17
posterior,deep,RHO_G,0.0452552132215598,-3.15719672627779e-16
posterior,deep,RHO_G,0.0470858584288094,-2.70616862252382e-16
posterior,deep,RHO_G,0.0489165036360589,-5.68989300120393e-16
posterior,deep,RHO_G,0.0507471488433084,-3.92047505570758e-16
posterior,deep,RHO_G,0.0525777940505579,-1.07552855510562e-16
posterior,deep,RHO_G,0.0544084392578074,-2.4980018054066e-16
posterior,deep,RHO_G,0.0562390844650569,-8.67361737988404e-17
posterior,deep,RHO_G,0.0580697296723065,-6.34908792207511e-16
posterior,deep,RHO_G,0.059900374879556,-2.67147415300428e-16
posterior,deep,RHO_G,0.0617310200868055,-3.33066907387547e-16
posterior,deep,RHO_G,0.063561665294055,-3.40005801291454e-16
posterior,deep,RHO_G,0.0653923105013045,-3.62557206479153e-16
posterior,deep,RHO_G,0.0672229557085541,-2.86229373536173e-16
posterior,deep,RHO_G,0.0690536009158036,-5.89805981832114e-16
posterior,deep,RHO_G,0.0708842461230531,-2.1163626406917e-16
posterior,deep,RHO_G,0.0727148913303026,-2.81025203108243e-16
posterior,deep,RHO_G,0.0745455365375521,-3.90312782094782e-16
posterior,deep,RHO_G,0.0763761817448017,-2.9316826744008e-16
posterior,deep,RHO_G,0.0782068269520512,-3.6949610038306e-16
posterior,deep,RHO_G,0.0800374721593007,-3.48679418671338e-16
posterior,deep,RHO_G,0.0818681173665502,-1.04083408558608e-16
posterior,deep,RHO_G,0.0836987625737997,-7.65013052905772e-16
posterior,deep,RHO_G,0.0855294077810493,-3.38271077815477e-16
posterior,deep,RHO_G,0.0873600529882988,-5.40366362766775e-16
posterior,deep,RHO_G,0.0891906981955483,-6.77409517368943e-16
posterior,deep,RHO_G,0.0910213434027978,-2.53269627492614e-16
posterior,deep,RHO_G,0.0928519886100473,-4.09394740330526e-16
posterior,deep,RHO_G,0.0946826338172969,2.14238349283136e-16
posterior,deep,RHO_G,0.0965132790245464,3.22658566531686e-16
posterior,deep,RHO_G,0.0983439242317959,-4.05925293378573e-16
posterior,deep,RHO_G,0.100174569439045,-2.58473797920544e-16
posterior,deep,RHO_G,0.102005214646295,-1.15359111152458e-16
posterior,deep,RHO_G,0.103835859853544,-2.86229373536173e-17
posterior,deep,RHO_G,0.105666505060794,-5.55111512312578e-17
posterior,deep,RHO_G,0.107497150268043,-9.62771529167128e-17
posterior,deep,RHO_G,0.109327795475293,1.96023752785379e-16
posterior,deep,RHO_G,0.111158440682543,2.11419423634673e-15
posterior,deep,RHO_G,0.112989085889792,2.39569648841087e-14
posterior,deep,RHO_G,0.114819731097042,2.87210142821404e-13
posterior,deep,RHO_G,0.116650376304291,2.9718228745923e-12
posterior,deep,RHO_G,0.118481021511541,2.67508528349614e-11
posterior,deep,RHO_G,0.12031166671879,2.09359495234943e-10
posterior,deep,RHO_G,0.12214231192604,1.42487364442057e-09
posterior,deep,RHO_G,0.123972957133289,8.43471575765788e-09
posterior,deep,RHO_G,0.125803602340539,4.34377478441845e-08
posterior,deep,RHO_G,0.127634247547788,1.94658023504844e-07
posterior,deep,RHO_G,0.129464892755038,7.59289703591761e-07
posterior,deep,RHO_G,0.131295537962287,2.57880629645846e-06
posterior,deep,RHO_G,0.133126183169537,7.62936652939613e-06
posterior,deep,RHO_G,0.134956828376786,1.96724949856421e-05
posterior,deep,RHO_G,0.136787473584036,4.42462524207161e-05
posterior,deep,RHO_G,0.138618118791285,8.69083502263828e-05
posterior,deep,RHO_G,0.140448763998535,0.000149363116385248
posterior,deep,RHO_G,0.142279409205784,0.000225307602506153
posterior,deep,RHO_G,0.144110054413034,0.000299832884437014
posterior,deep,RHO_G,0.145940699620283,0.000354903593334212
posterior,deep,RHO_G,0.147771344827533,0.000378299710243248
posterior,deep,RHO_G,0.149601990034782,0.000369224700585101
posterior,deep,RHO_G,0.151432635242032,0.000336116242170032
posterior,deep,RHO_G,0.153263280449281,0.000289511914542797
posterior,deep,RHO_G,0.155093925656531,0.000236978521054364
posterior,deep,RHO_G,0.15692457086378,0.000183537163688584
posterior,deep,RHO_G,0.15875521607103,0.000134660814994891
posterior,deep,RHO_G,0.16058586127828,9.7296683870205e-05
posterior,deep,RHO_G,0.162416506485529,7.8082569905278e-05
posterior,deep,RHO_G,0.164247151692779,8.16558231865751e-05
posterior,deep,RHO_G,0.166077796900028,0.000112051129414567
posterior,deep,RHO_G,0.167908442107278,0.000177437732831069
posterior,deep,RHO_G,0.169739087314527,0.000295024236929781
posterior,deep,RHO_G,0.171569732521777,0.000490875658288022
posterior,deep,RHO_G,0.173400377729026,0.00079146656908796
posterior,deep,RHO_G,0.175231022936276,0.00121126066744142
posterior,deep,RHO_G,0.177061668143525,0.00174790433194538
posterior,deep,RHO_G,0.178892313350775,0.00239355222423732
posterior,deep,RHO_G,0.180722958558024,0.0031553798837293
posterior,deep,RHO_G,0.182553603765274,0.00406457397385683
posterior,deep,RHO_G,0.184384248972523,0.00515829686388125
posterior,deep,RHO_G,0.186214894179773,0.00644223842605878
posterior,deep,RHO_G,0.188045539387022,0.00786187889105744
posterior,deep,RHO_G,0.189876184594272,0.00930991674464061
posterior,deep,RHO_G,0.191706829801521,0.0106752244548281
posterior,deep,RHO_G,0.193537475008771,0.0119104268368523
posterior,deep,RHO_G,0.19536812021602,0.0130798559802381
posterior,deep,RHO_G,0.19719876542327,0.0143580698882087
posterior,deep,RHO_G,0.199029410630519,0.0159753075068248
posterior,deep,RHO_G,0.200860055837769,0.0181325549088365
posterior,deep,RHO_G,0.202690701045018,0.0209230753456862
posterior,deep,RHO_G,0.204521346252268,0.0242989382753978
posterior,deep,RHO_G,0.206351991459517,0.0281095793171594
posterior,deep,RHO_G,0.208182636666767,0.032207674912092
posterior,deep,RHO_G,0.210013281874017,0.0365721076560603
posterior,deep,RHO_G,0.211843927081266,0.0413751880385521
posterior,deep,RHO_G,0.213674572288516,0.0469554384941054
posterior,deep,RHO_G,0.215505217495765,0.0537239349877996
posterior,deep,RHO_G,0.217335862703015,0.0620636135966854
posterior,deep,RHO_G,0.219166507910264,0.0722530277539406
posterior,deep,RHO_G,0.220997153117514,0.0844102869099062
posterior,deep,RHO_G,0.222827798324763,0.0984560513555257
posterior,deep,RHO_G,0.224658443532013,0.114115740362793
posterior,deep,RHO_G,0.226489088739262,0.130984103379713
posterior,deep,RHO_G,0.228319733946512,0.148666000847428
posterior,deep,RHO_G,0.230150379153761,0.166992734818999
posterior,deep,RHO_G,0.231981024361011,0.186262045604703
posterior,deep,RHO_G,0.23381166956826,0.207363541727543
posterior,deep,RHO_G,0.23564231477551,0.231628675001847
posterior,deep,RHO_G,0.237472959982759,0.260379417881692
posterior,deep,RHO_G,0.239303605190009,0.29437514317214
posterior,deep,RHO_G,0.241134250397258,0.333477097458362
posterior,deep,RHO_G,0.242964895604508,0.376745269834171
posterior,deep,RHO_G,0.244795540811757,0.422925424660478
posterior,deep,RHO_G,0.246626186019007,0.471053462679425
posterior,deep,RHO_G,0.248456831226256,0.52084917448562
posterior,deep,RHO_G,0.250287476433506,0.572731594573333
posterior,deep,RHO_G,0.252118121640756,0.62755346472439
posterior,deep,RHO_G,0.253948766848005,0.686302462125659
posterior,deep,RHO_G,0.255779412055255,0.749911472646754
posterior,deep,RHO_G,0.257610057262504,0.819093421898038
posterior,deep,RHO_G,0.259440702469754,0.894077991466264
posterior,deep,RHO_G,0.261271347677003,0.974374220493264
posterior,deep,RHO_G,0.263101992884253,1.05889626275524
posterior,deep,RHO_G,0.264932638091502,1.14660182911624
posterior,deep,RHO_G,0.266763283298752,1.23731741225246
posterior,deep,RHO_G,0.268593928506001,1.33217501707549
posterior,deep,RHO_G,0.270424573713251,1.43332517772882
posterior,deep,RHO_G,0.2722552189205,1.54304975037772
posterior,deep,RHO_G,0.27408586412775,1.66271922075139
posterior,deep,RHO_G,0.275916509334999,1.7921483251387
posterior,deep,RHO_G,0.277747154542249,1.92977783890288
posterior,deep,RHO_G,0.279577799749498,2.0736366363377
posterior,deep,RHO_G,0.281408444956748,2.22239948122956
posterior,deep,RHO_G,0.283239090163997,2.37566398000855
posterior,deep,RHO_G,0.285069735371247,2.53320857827282
posterior,deep,RHO_G,0.286900380578496,2.69399680334118
posterior,deep,RHO_G,0.288731025785746,2.85607209289272
posterior,deep,RHO_G,0.290561670992995,3.0177182584315
posterior,deep,RHO_G,0.292392316200245,3.17895002305452
posterior,deep,RHO_G,0.294222961407494,3.34188288080257
posterior,deep,RHO_G,0.296053606614744,3.50950370629041
posterior,deep,RHO_G,0.297884251821993,3.68389012770534
posterior,deep,RHO_G,0.299714897029243,3.86535084242634
posterior,deep,RHO_G,0.301545542236492,4.05288442881694
posterior,deep,RHO_G,0.303376187443742,4.24509505244639
posterior,deep,RHO_G,0.305206832650991,4.44057196772547
posterior,deep,RHO_G,0.307037477858241,4.63759563432107
posterior,deep,RHO_G,0.30886812306549,4.8338176864666
posterior,deep,RHO_G,0.31069876827274,5.02658208646028
posterior,deep,RHO_G,0.31252941347999,5.21389202961966
posterior,deep,RHO_G,0.314360058687239,5.39526683059214
posterior,deep,RHO_G,0.316190703894489,5.57162168912845
posterior,deep,RHO_G,0.318021349101738,5.74413728676377
posterior,deep,RHO_G,0.319851994308988,5.91313183631735
posterior,deep,RHO_G,0.321682639516237,6.07800320275912
posterior,deep,RHO_G,0.323513284723487,6.23818730425023
posterior,deep,RHO_G,0.325343929930736,6.3940206976342
posterior,deep,RHO_G,0.327174575137986,6.54657577689774
posterior,deep,RHO_G,0.329005220345235,6.6966448235177
posterior,deep,RHO_G,0.330835865552485,6.84382974921245
posterior,deep,RHO_G,0.332666510759734,6.98648678475174
posterior,deep,RHO_G,0.334497155966984,7.12247250154596
posterior,deep,RHO_G,0.336327801174233,7.24999568525078
posterior,deep,RHO_G,0.338158446381483,7.36790220722511
posterior,deep,RHO_G,0.339989091588732,7.47537536433059
posterior,deep,RHO_G,0.341819736795982,7.5716419646296
posterior,deep,RHO_G,0.343650382003231,7.6561001277334
posterior,deep,RHO_G,0.345481027210481,7.72857560307071
posterior,deep,RHO_G,0.34731167241773,7.78921182923681
posterior,deep,RHO_G,0.34914231762498,7.83808866258175
posterior,deep,RHO_G,0.350972962832229,7.87506803176069
posterior,deep,RHO_G,0.352803608039479,7.89991867377769
posterior,deep,RHO_G,0.354634253246728,7.91224922307838
posterior,deep,RHO_G,0.356464898453978,7.91111757991907
posterior,deep,RHO_G,0.358295543661228,7.89491933884858
posterior,deep,RHO_G,0.360126188868477,7.8621399357225
posterior,deep,RHO_G,0.361956834075727,7.81270552848223
posterior,deep,RHO_G,0.363787479282976,7.74899331676568
posterior,deep,RHO_G,0.365618124490226,7.67569965927796
posterior,deep,RHO_G,0.367448769697475,7.59841954175912
posterior,deep,RHO_G,0.369279414904725,7.52148849427916
posterior,deep,RHO_G,0.371110060111974,7.44615932717754
posterior,deep,RHO_G,0.372940705319224,7.37021297184225
posterior,deep,RHO_G,0.374771350526473,7.28929590705302
posterior,deep,RHO_G,0.376601995733723,7.1990634482307
posterior,deep,RHO_G,0.378432640940972,7.09675477065837
posterior,deep,RHO_G,0.380263286148222,6.98162604754741
posterior,deep,RHO_G,0.382093931355471,6.85472504565945
posterior,deep,RHO_G,0.383924576562721,6.71860014055478
posterior,deep,RHO_G,0.38575522176997,6.57689516376587
posterior,deep,RHO_G,0.38758586697722,6.43350688954964
posterior,deep,RHO_G,0.389416512184469,6.29143656801015
posterior,deep,RHO_G,0.391247157391719,6.15193246643304
posterior,deep,RHO_G,0.393077802598968,6.01437794101643
posterior,deep,RHO_G,0.394908447806218,5.87685921766197
posterior,deep,RHO_G,0.396739093013467,5.73703149138575
posterior,deep,RHO_G,0.398569738220717,5.59296629218318
posterior,deep,RHO_G,0.400400383427966,5.4438244482497
posterior,deep,RHO_G,0.402231028635216,5.29021731018117
posterior,deep,RHO_G,0.404061673842465,5.1340820738912
posterior,deep,RHO_G,0.405892319049715,4.97800950419396
posterior,deep,RHO_G,0.407722964256965,4.82425933401469
posterior,deep,RHO_G,0.409553609464214,4.67399289155327
posterior,deep,RHO_G,0.411384254671464,4.52722453325001
posterior,deep,RHO_G,0.413214899878713,4.38346826826529
posterior,deep,RHO_G,0.415045545085963,4.24239517998056
posterior,deep,RHO_G,0.416876190293212,4.10376575209167
posterior,deep,RHO_G,0.418706835500462,3.96669204443039
posterior,deep,RHO_G,0.420537480707711,3.82913593646242
posterior,deep,RHO_G,0.422368125914961,3.68846838319201
posterior,deep,RHO_G,0.42419877112221,3.54289893167007
posterior,deep,RHO_G,0.42602941632946,3.39268437779662
posterior,deep,RHO_G,0.427860061536709,3.24018536880413
posterior,deep,RHO_G,0.429690706743959,3.08887236153121
posterior,deep,RHO_G,0.431521351951208,2.94218280619685
posterior,deep,RHO_G,0.433351997158458,2.8029119037425
posterior,deep,RHO_G,0.435182642365707,2.67300354105763
posterior,deep,RHO_G,0.437013287572957,2.55326964628678
posterior,deep,RHO_G,0.438843932780206,2.4430405477762
posterior,deep,RHO_G,0.440674577987456,2.34025160388334
posterior,deep,RHO_G,0.442505223194705,2.24223522613875
posterior,deep,RHO_G,0.444335868401955,2.1467851454808
posterior,deep,RHO_G,0.446166513609204,2.05275245210216
posterior,deep,RHO_G,0.447997158816454,1.95985266870504
posterior,deep,RHO_G,0.449827804023703,1.86803901351359
posterior,deep,RHO_G,0.451658449230953,1.77709511712878
posterior,deep,RHO_G,0.453489094438203,1.68680638594176
posterior,deep,RHO_G,0.455319739645452,1.59746521544866
posterior,deep,RHO_G,0.457150384852702,1.51009390659389
posterior,deep,RHO_G,0.458981030059951,1.42601678767783
posterior,deep,RHO_G,0.460811675267201,1.34609480548618
posterior,deep,RHO_G,0.46264232047445,1.27035623106163
posterior,deep,RHO_G,0.4644729656817,1.19840167674312
posterior,deep,RHO_G,0.466303610888949,1.13014253407678
posterior,deep,RHO_G,0.468134256096199,1.06604580664523
posterior,deep,RHO_G,0.469964901303448,1.00658106056355
posterior,deep,RHO_G,0.471795546510698,0.951440967533112
posterior,deep,RHO_G,0.473626191717947,0.899360795408812
posterior,deep,RHO_G,0.475456836925197,0.848745652781864
posterior,deep,RHO_G,0.477287482132446,0.798547677658074
posterior,deep,RHO_G,0.479118127339696,0.748696047100421
posterior,deep,RHO_G,0.480948772546945,0.699870708464604
posterior,deep,RHO_G,0.482779417754195,0.652938920963561
posterior,deep,RHO_G,0.484610062961444,0.608506026367846
posterior,deep,RHO_G,0.486440708168694,0.566813489922279
posterior,deep,RHO_G,0.488271353375943,0.527924821754904
posterior,deep,RHO_G,0.490101998583193,0.491964528947364
posterior,deep,RHO_G,0.491932643790442,0.459174474193893
posterior,deep,RHO_G,0.493763288997692,0.429717808503859
posterior,deep,RHO_G,0.495593934204941,0.403391342338
posterior,deep,RHO_G,0.497424579412191,0.379505182556502
posterior,deep,RHO_G,0.49925522461944,0.357047841898469
posterior,deep,RHO_G,0.50108586982669,0.335023762622613
posterior,deep,RHO_G,0.50291651503394,0.312766371714464
posterior,deep,RHO_G,0.504747160241189,0.290120766174742
posterior,deep,RHO_G,0.506577805448439,0.26747957793119
posterior,deep,RHO_G,0.508408450655688,0.245654156289022
posterior,deep,RHO_G,0.510239095862938,0.225576588836944
posterior,deep,RHO_G,0.512069741070187,0.207934143347809
posterior,deep,RHO_G,0.513900386277437,0.192924664193444
posterior,deep,RHO_G,0.515731031484686,0.180254364560947
posterior,deep,RHO_G,0.517561676691936,0.169334165540936
posterior,deep,RHO_G,0.519392321899185,0.159533005505347
posterior,deep,RHO_G,0.521222967106435,0.150366127783913
posterior,deep,RHO_G,0.523053612313684,0.141554469493935
posterior,deep,RHO_G,0.524884257520934,0.13294818434732
posterior,deep,RHO_G,0.526714902728183,0.124389200636298
posterior,deep,RHO_G,0.528545547935433,0.115653222632659
posterior,deep,RHO_G,0.530376193142682,0.106555385602608
posterior,deep,RHO_G,0.532206838349932,0.0971387726433006
posterior,deep,RHO_G,0.534037483557181,0.0877636024979326
posterior,deep,RHO_G,0.535868128764431,0.078995237808331
posterior,deep,RHO_G,0.53769877397168,0.0713607558167695
posterior,deep,RHO_G,0.53952941917893,0.0651344067418383
posterior,deep,RHO_G,0.541360064386179,0.0602662287783574
posterior,deep,RHO_G,0.543190709593429,0.0564596965376956
posterior,deep,RHO_G,0.545021354800679,0.0533245122613508
posterior,deep,RHO_G,0.546852000007928,0.0505167774057926
posterior,deep,RHO_G,0.548682645215178,0.0478141459972971
posterior,deep,RHO_G,0.550513290422427,0.0451187628466629
posterior,deep,RHO_G,0.552343935629677,0.0424130165710155
posterior,deep,RHO_G,0.554174580836926,0.0397113433456544
posterior,deep,RHO_G,0.556005226044176,0.0370460950970054
posterior,deep,RHO_G,0.557835871251425,0.0344855281199281
posterior,deep,RHO_G,0.559666516458675,0.0321379861004123
posterior,deep,RHO_G,0.561497161665924,0.0301040658800711
posterior,deep,RHO_G,0.563327806873174,0.0283988095101444
posterior,deep,RHO_G,0.565158452080423,0.0269100668884422
posterior,deep,RHO_G,0.566989097287673,0.0254351888060916
posterior,deep,RHO_G,0.568819742494922,0.023773657880518
posterior,deep,RHO_G,0.570650387702172,0.0218133364248303
posterior,deep,RHO_G,0.572481032909421,0.0195624189527149
posterior,deep,RHO_G,0.574311678116671,0.0171257989954719
posterior,deep,RHO_G,0.57614232332392,0.0146600906713308
posterior,deep,RHO_G,0.57797296853117,0.0123374191015113
posterior,deep,RHO_G,0.579803613738419,0.0103161810804452
posterior,deep,RHO_G,0.581634258945669,0.00870155925155343
posterior,deep,RHO_G,0.583464904152918,0.00750363093815428
posterior,deep,RHO_G,0.585295549360168,0.00663247810272981
posterior,deep,RHO_G,0.587126194567417,0.00595568710432277
posterior,deep,RHO_G,0.588956839774667,0.00538620620908116
posterior,deep,RHO_G,0.590787484981916,0.00492944938480885
posterior,deep,RHO_G,0.592618130189166,0.00464679510967379
posterior,deep,RHO_G,0.594448775396415,0.00456586892037778
posterior,deep,RHO_G,0.596279420603665,0.00461611188390438
posterior,deep,RHO_G,0.598110065810915,0.00464636286777383
posterior,deep,RHO_G,0.599940711018164,0.00451164590685027
posterior,deep,RHO_G,0.601771356225414,0.00416176347566917
posterior,deep,RHO_G,0.603602001432663,0.00366799499654812
posterior,deep,RHO_G,0.605432646639913,0.0031754140729463
posterior,deep,RHO_G,0.607263291847162,0.00281980113732842
posterior,deep,RHO_G,0.609093937054412,0.00266245205062996
posterior,deep,RHO_G,0.610924582261661,0.00267379157936641
posterior,deep,RHO_G,0.612755227468911,0.0027633982730463
posterior,deep,RHO_G,0.61458587267616,0.00283175419216297
posterior,deep,RHO_G,0.61641651788341,0.00281396479088239
posterior,deep,RHO_G,0.618247163090659,0.00269566508575393
posterior,deep,RHO_G,0.620077808297909,0.00250049606386596
posterior,deep,RHO_G,0.621908453505158,0.00226518045088408
posterior,deep,RHO_G,0.623739098712408,0.00202051901012902
posterior,deep,RHO_G,0.625569743919657,0.00178545070485022
posterior,deep,RHO_G,0.627400389126907,0.00156984702210005
posterior,deep,RHO_G,0.629231034334156,0.00137927842754923
posterior,deep,RHO_G,0.631061679541406,0.00121836679706267
posterior,deep,RHO_G,0.632892324748655,0.0010918395452357
posterior,deep,RHO_G,0.634722969955905,0.00100338334797565
posterior,deep,RHO_G,0.636553615163154,0.000953775029152487
posterior,deep,RHO_G,0.638384260370404,0.000940205162767768
posterior,deep,RHO_G,0.640214905577653,0.000956917501725846
posterior,deep,RHO_G,0.642045550784903,0.000996236767921935
posterior,deep,RHO_G,0.643876195992153,0.00105065529520586
posterior,deep,RHO_G,0.645706841199402,0.00111652235385395
posterior,deep,RHO_G,0.647537486406652,0.00119536576915211
posterior,deep,RHO_G,0.649368131613901,0.00128755551227395
posterior,deep,RHO_G,0.651198776821151,0.00138166878884937
posterior,deep,RHO_G,0.6530294220284,0.00145177737489737
posterior,deep,RHO_G,0.65486006723565,0.00146883795923933
posterior,deep,RHO_G,0.656690712442899,0.00141657504561388
posterior,deep,RHO_G,0.658521357650149,0.00129781406278137
posterior,deep,RHO_G,0.660352002857398,0.00112940681765276
posterior,deep,RHO_G,0.662182648064648,0.000934531232236385
posterior,deep,RHO_G,0.664013293271897,0.000737788467311753
posterior,deep,RHO_G,0.665843938479147,0.000561169363898549
posterior,deep,RHO_G,0.667674583686396,0.000419801470926765
posterior,deep,RHO_G,0.669505228893646,0.000320800056373786
posterior,deep,RHO_G,0.671335874100895,0.000266869316702909
posterior,deep,RHO_G,0.673166519308145,0.000260745979201192
posterior,deep,RHO_G,0.674997164515394,0.000305495179364624
posterior,deep,RHO_G,0.676827809722644,0.000399806400330667
posterior,deep,RHO_G,0.678658454929893,0.00053134538270912
posterior,deep,RHO_G,0.680489100137143,0.000672840768082432
posterior,deep,RHO_G,0.682319745344392,0.000786097536058343
posterior,deep,RHO_G,0.684150390551642,0.000836436365298619
posterior,deep,RHO_G,0.685981035758891,0.000811564317095576
posterior,deep,RHO_G,0.687811680966141,0.000730777309836995
posterior,deep,RHO_G,0.68964232617339,0.000634344354174903
posterior,deep,RHO_G,0.69147297138064,0.000559373768910895
posterior,deep,RHO_G,0.69330361658789,0.000521407710729688
posterior,deep,RHO_G,0.695134261795139,0.000515761761250094
posterior,deep,RHO_G,0.696964907002389,0.000533876133474068
posterior,deep,RHO_G,0.698795552209638,0.000576463641931375
posterior,deep,RHO_G,0.700626197416888,0.000649771230343966
posterior,deep,RHO_G,0.702456842624137,0.00074886412450257
posterior,deep,RHO_G,0.704287487831387,0.000845717178665141
posterior,deep,RHO_G,0.706118133038636,0.000896794997699825
posterior,deep,RHO_G,0.707948778245886,0.000867117743620568
posterior,deep,RHO_G,0.709779423453135,0.000752204307920223
posterior,deep,RHO_G,0.711610068660385,0.000580788561376624
posterior,deep,RHO_G,0.713440713867634,0.000397677015293779
posterior,deep,RHO_G,0.715271359074884,0.000241044654842426
posterior,deep,RHO_G,0.717102004282133,0.000129188780551223
posterior,deep,RHO_G,0.718932649489383,6.11572091507029e-05
posterior,deep,RHO_G,0.720763294696632,2.55407789796769e-05
posterior,deep,RHO_G,0.722593939903882,9.39657902271351e-06
posterior,deep,RHO_G,0.724424585111131,3.04075485837996e-06
posterior,deep,RHO_G,0.726255230318381,8.64121473764801e-07
posterior,deep,RHO_G,0.72808587552563,2.15313430973474e-07
posterior,deep,RHO_G,0.72991652073288,4.69715970286e-08
posterior,deep,RHO_G,0.731747165940129,8.95971219438962e-09
posterior,deep,RHO_G,0.733577811147379,1.49260204196366e-09
posterior,deep,RHO_G,0.735408456354628,2.16946904885162e-10
posterior,deep,RHO_G,0.737239101561878,2.7488900045114e-11
posterior,deep,RHO_G,0.739069746769128,3.03440605975425e-12
posterior,deep,RHO_G,0.740900391976377,2.9171109972026e-13
posterior,deep,RHO_G,0.742731037183627,2.4535928844216e-14
posterior,deep,RHO_G,0.744561682390876,1.83186799063151e-15
posterior,deep,RHO_G,0.746392327598126,4.44089209850063e-16
posterior,deep,RHO_G,0.748222972805375,-2.77555756156289e-16
posterior,deep,RHO_G,0.750053618012625,1.66533453693773e-16
posterior,deep,RHO_G,0.751884263219874,3.88578058618805e-16
posterior,deep,RHO_G,0.753714908427124,1.11022302462516e-16
posterior,deep,RHO_G,0.755545553634373,3.33066907387547e-16
posterior,deep,RHO_G,0.757376198841623,2.22044604925031e-16
posterior,deep,RHO_G,0.759206844048872,1.11022302462516e-16
posterior,deep,RHO_G,0.761037489256122,-1.11022302462516e-16
posterior,deep,RHO_G,0.762868134463371,1.11022302462516e-16
posterior,deep,RHO_G,0.764698779670621,4.44089209850063e-16
posterior,deep,RHO_G,0.76652942487787,4.44089209850063e-16
posterior,deep,RHO_G,0.76836007008512,0
posterior,deep,RHO_G,0.770190715292369,-1.11022302462516e-16
posterior,deep,RHO_G,0.772021360499619,6.66133814775094e-16
posterior,deep,RHO_G,0.773852005706868,3.33066907387547e-16
posterior,deep,RHO_G,0.775682650914118,3.33066907387547e-16
posterior,deep,RHO_G,0.777513296121367,2.22044604925031e-16
posterior,deep,RHO_G,0.779343941328617,1.11022302462516e-16
posterior,deep,RHO_G,0.781174586535866,3.33066907387547e-16
posterior,deep,RHO_G,0.783005231743116,0
posterior,deep,RHO_G,0.784835876950365,1.11022302462516e-16
posterior,deep,RHO_G,0.786666522157615,-2.22044604925031e-16
posterior,deep,RHO_G,0.788497167364865,0
posterior,deep,RHO_G,0.790327812572114,0
posterior,deep,RHO_G,0.792158457779364,-4.44089209850063e-16
posterior,deep,RHO_G,0.793989102986613,0
posterior,deep,RHO_G,0.795819748193863,2.22044604925031e-16
posterior,deep,RHO_G,0.797650393401112,0
posterior,deep,RHO_G,0.799481038608362,-4.44089209850063e-16
posterior,deep,RHO_G,0.801311683815611,2.22044604925031e-16
posterior,deep,RHO_G,0.803142329022861,-4.44089209850063e-16
posterior,deep,RHO_G,0.80497297423011,4.44089209850063e-16
posterior,deep,RHO_G,0.80680361943736,-4.44089209850063e-16
posterior,deep,RHO_G,0.808634264644609,4.44089209850063e-16
posterior,deep,RHO_G,0.810464909851859,4.44089209850063e-16
posterior,deep,RHO_G,0.812295555059108,-2.22044604925031e-16
posterior,deep,RHO_G,0.814126200266358,6.66133814775094e-16
posterior,deep,RHO_G,0.815956845473607,2.22044604925031e-16
posterior,deep,RHO_G,0.817787490680857,4.44089209850063e-16
posterior,deep,RHO_G,0.819618135888106,-2.22044604925031e-16
posterior,deep,RHO_G,0.821448781095356,0
posterior,deep,RHO_G,0.823279426302605,-1.11022302462516e-16
posterior,deep,RHO_G,0.825110071509855,5.55111512312578e-16
posterior,deep,RHO_G,0.826940716717104,-2.22044604925031e-16
posterior,deep,RHO_G,0.828771361924354,0
posterior,deep,RHO_G,0.830602007131603,2.22044604925031e-16
posterior,deep,RHO_G,0.832432652338853,0
posterior,deep,RHO_G,0.834263297546102,4.44089209850063e-16
posterior,deep,RHO_G,0.836093942753352,0
posterior,deep,RHO_G,0.837924587960602,2.22044604925031e-16
posterior,deep,RHO_G,0.839755233167851,5.55111512312578e-16
posterior,deep,RHO_G,0.841585878375101,4.44089209850063e-16
posterior,deep,RHO_G,0.84341652358235,1.11022302462516e-16
posterior,deep,RHO_G,0.8452471687896,5.55111512312578e-16
posterior,deep,RHO_G,0.847077813996849,6.66133814775094e-16
posterior,deep,RHO_G,0.848908459204099,2.22044604925031e-16
posterior,deep,RHO_G,0.850739104411348,0
posterior,deep,RHO_G,0.852569749618598,-1.11022302462516e-16
posterior,deep,RHO_G,0.854400394825847,0
posterior,deep,RHO_G,0.856231040033097,0
posterior,deep,RHO_G,0.858061685240346,-2.22044604925031e-16
posterior,deep,RHO_G,0.859892330447596,2.22044604925031e-16
posterior,deep,RHO_G,0.861722975654845,1.11022302462516e-16
posterior,deep,RHO_G,0.863553620862095,1.11022302462516e-16
posterior,deep,RHO_G,0.865384266069344,-1.66533453693773e-16
posterior,deep,RHO_G,0.867214911276594,5.55111512312578e-17
posterior,deep,RHO_G,0.869045556483843,3.88578058618805e-16
posterior,deep,RHO_G,0.870876201691093,-5.55111512312578e-17
posterior,deep,RHO_G,0.872706846898342,5.55111512312578e-17
posterior,deep,RHO_G,0.874537492105592,-1.11022302462516e-16
posterior,deep,RHO_G,0.876368137312841,3.60822483003176e-16
posterior,deep,RHO_G,0.878198782520091,1.11022302462516e-16
posterior,deep,RHO_G,0.88002942772734,-3.33066907387547e-16
posterior,deep,RHO_G,0.88186007293459,-8.32667268468867e-17
posterior,deep,RHO_G,0.88369071814184,9.71445146547012e-17
posterior,deep,RHO_G,0.885521363349089,-3.05311331771918e-16
posterior,deep,RHO_G,0.887352008556339,1.38777878078145e-17
