************************************************************
             mc_replic: 2400
             prune_tol: [0 1.000000000000000e-06 1.000000000000000e-04 0.010000000000000]
           data_burnin: 100
              x_burnin: 20
         Harvey_factor: 10
              loss_fct: [1×1 struct]
           cdfmvna_fct: "logmvncdf_ME"
               poolobj: [1×1 parallel.ProcessPool]
    physical_cores_nbr: 8
         computer_arch: 'maca64'
         parameter_set: 'DGP2'
              seed_nbr: 1.936362161000000e+09
           sample_size: 40
              filename: 'results_state_estimation_DGP2_T40_R2400_maca64'
               logfile: 'results/results_state_estimation_DGP2_T40_R2400_maca64.log'

************************************************************
Parameter Matrix G:
   0.537300000000000   0.263400000000000   0.102900000000000  -0.164900000000000
   0.201700000000000   0.581200000000000   0.322700000000000  -0.088600000000000
   0.119600000000000  -0.074900000000000   0.837100000000000   0.153000000000000
  -0.025100000000000  -0.028100000000000   0.019700000000000   0.352400000000000

Parameter Matrix F:
  -0.239100000000000  -0.169000000000000   0.074700000000000  -0.667600000000000
  -1.033900000000000  -0.888200000000000   0.599700000000000  -1.225600000000000
  -0.258800000000000  -0.525800000000000   1.031000000000000  -1.740200000000000

Parameter Matrix R:
     1     0     0     0
     0     1     0     0
     0     0     1     0
     0     0     0     1

Parameter Matrix mu_eps:
  -0.656900000000000
  -1.020100000000000
   0.744200000000000

Parameter Matrix Sigma_eps:
   1.0e-06 *

   0.577600000000000  -0.228000000000000  -0.091200000000000
  -0.228000000000000   0.525600000000000   0.425400000000000
  -0.091200000000000   0.425400000000000   0.430100000000000

Parameter Matrix mu_eta:
   0.785400000000000
  -1.487000000000000
  -0.070400000000000
  -0.676100000000000

Parameter Matrix Sigma_eta:
   0.005625000000000  -0.002625000000000  -0.046950000000000  -0.024225000000000
  -0.002625000000000   0.036946000000000   0.055552000000000   0.038710000000000
  -0.046950000000000   0.055552000000000   1.542924000000000  -0.305224000000000
  -0.024225000000000   0.038710000000000  -0.305224000000000   0.408611000000000

Parameter Matrix nu_eta:
     0
     0
     0
     0

Parameter Matrix Gamma_eta:
  41.833760994884727  -5.071538781670152   2.339524325024803   4.598162859417349
  -5.071538781670332   5.954231316364762  -0.571119358456840  -1.160646197129784
   2.339524325024809  -0.571119358456831   0.898979711057306   0.497112373889859
   4.598162859417370  -1.160646197129768   0.497112373889859   2.085990141138555

Parameter Matrix Delta_eta:
   0.207900000000000                   0                   0                   0
                   0   0.207900000000000                   0                   0
                   0                   0   0.207900000000000                   0
                   0                   0                   0   0.207900000000000

Parameter Matrix lambda_eta:
   0.890000000000000

Parameter Matrix sqrt_Sigma_eta:
   0.030782620863831   0.012104994553557  -0.044483856233044  -0.050518173900587
   0.012104994553556   0.176002677106077   0.047125296327186   0.060014441632220
  -0.044483856233043   0.047125296327186   1.228942982959905  -0.168592816022288
  -0.050518173900587   0.060014441632220  -0.168592816022288   0.611582899766662

************************************************************
************************************************************
          SUMMARY STATISTICS
    <strong>mean(y1)</strong>    <strong>sd(y1)</strong>     <strong>skew(y1)</strong>    <strong>mean(y2)</strong>    <strong>sd(y2)</strong>     <strong>skew(y2)</strong>     <strong>mean(y3)</strong>        <strong>sd(y3)</strong>        <strong>skew(y3)</strong>  
     -1.7393    -5.8307     4.4289     0.47748      1.8471     1.6635         0.41599        0.43425        -0.2945
     -1.3832    -4.7029     4.2055     0.38713      1.2988      1.209        -0.29406       0.057087      -0.072791
     -2.1857    -8.3246     4.3324     0.41833      1.6628       1.51        -0.30632       -0.58459       -0.17606
     -1.4398    -4.6901     3.7014     0.48877      1.8872     1.2318        -0.59228       -0.72178        0.23545
     -1.9196    -6.8444      4.374      0.3946      1.2482     1.4258        -0.27908        -0.1337       -0.66993
     -1.5511    -5.4788     4.4387     0.38511      1.4893     1.5764        -0.47008       -0.30154       -0.08271
     -1.7272    -6.2134     4.5027     0.38822      1.4023     1.4471        -0.19727       -0.49129       0.076861
     -1.6678    -5.7975     4.2878     0.46348      1.4574     1.3892        -0.31648       0.019084      -0.042676
     -2.1294    -7.7355     4.6215     0.57561      1.8339     1.8327        -0.32808       -0.26926       -0.36503
     -1.8327    -6.5712     4.0906     0.37361      1.2298     1.3388         -0.5425       -0.58928       0.067572
     -1.9564    -6.8622     4.3336     0.42448       1.311     1.3061        -0.44597       -0.25792       -0.35317
     -1.6552    -5.4142     4.0583     0.39106      1.2119     1.1572        0.050872        0.45172        0.26776
     -1.4898    -4.9667     4.0089     0.32876      1.0348     1.1821        -0.21638       -0.14355       -0.37301
     -1.9881    -7.4833     4.8726     0.47241       1.515     1.4373         0.65459        0.74887        0.68539
     -1.7686    -5.8651     3.4114     0.60426      2.2637     1.5926        -0.42069       0.071271       -0.38869
     -2.4789    -9.4356     4.4907     0.45418      1.6767     1.5079         0.75253          1.072       -0.14524
     -1.7922    -5.9825     4.3987     0.46506      1.6266     1.3503         0.44306         0.5483        0.11746
     -2.3267    -8.3083     4.0869     0.42326      1.5701     1.7147         -1.2767        -0.4583        0.33956
     -1.7343    -6.0449     4.5604     0.50395      1.8877     1.6132         -0.5339       -0.61782        0.37257
     -1.7486    -6.1078      4.178     0.45321      1.3884     1.8618         -0.1777        0.18196       -0.65979
     -1.7082    -5.8216     4.1512     0.40373      1.4518      1.509         -0.1927       0.084124       -0.51437
     -1.8789     -6.458     4.7156     0.53816      1.8901     1.4875       -0.043125       0.085502      -0.028854
     -1.5376    -5.4082     4.4611      0.3464      1.1133    0.90577        0.010366       -0.11571       0.093001
     -1.4981    -5.1393     4.0903     0.43026      1.4446     1.5454        0.035938        0.07633        0.47138
     -1.8735    -6.9824     4.4625     0.40596       1.551     1.3122         0.37524       -0.16771        0.58795
     -2.1236    -7.7266     4.6471     0.49894      1.8836     1.8146         0.58642        0.60027         0.5745
     -2.0271    -7.2182     4.8756     0.32537      1.0991      1.544        -0.79503       -0.56252        0.75577
     -1.3369    -4.2802     4.4143     0.43718      1.4555     1.3888       -0.087593      -0.048225       -0.50842
     -1.8449    -6.4112     4.0218      0.4752      1.5512     1.7587         0.21906        0.37845        0.14528
      -1.666    -5.8649     4.2462     0.51223      2.0962     1.7869         0.22811        0.50998       0.038586
     -1.8759    -6.7639     4.7479     0.44712      1.8723     1.4213         0.32956        0.37372         0.2705
     -1.5518     -5.034     3.9607     0.40484      1.4182     1.5582        -0.50944       -0.27059      -0.022325
     -1.6084    -6.0512     4.3378     0.46156      1.8045     1.1928        -0.41187     -0.0042358        0.34562
     -1.3807    -4.0938      4.223     0.37466      1.2646      1.531        -0.61709       -0.35769        -0.1555
     -1.4775    -4.9685      4.348     0.37446      1.3521     1.2265        -0.27747      -0.054889       -0.44979
     -1.2339    -3.9975     4.4816     0.50916      1.7514     1.2994         0.36723        0.87225        0.94352
     -1.4356     -4.569     4.1661     0.37501      1.4907     1.3296        -0.23025       -0.38024        0.21526
     -1.5457    -5.5022     4.2125      0.4041      1.8363     1.6619        -0.18718        0.15857       0.010556
     -1.2584     -3.985     3.9563     0.49144      1.6492     1.6549        -0.13444        0.17263       -0.24024
     -1.5401    -4.8512     4.0685     0.58845      2.2138     1.3124        -0.18854      -0.061524       -0.60003
     -1.5225     -5.135     3.9403     0.59781      2.2594     2.0611        -0.39911       -0.16474       0.091083
     -1.9672    -7.1817      4.404     0.44329      1.4021     1.5376         0.09458        0.10894        0.48507
     -1.7496     -6.228     4.3837     0.39333       1.303     1.4408        -0.09076      -0.020102      -0.074782
      -1.728     -5.917     4.2818     0.59776      2.0259     1.5894        0.015554        0.45981     -0.0094972
      -1.511    -4.9067     4.1501     0.41331      1.3449     1.2477        -0.43431        -0.3502       -0.37502
     -1.8993    -7.2303     4.6872     0.43183      1.4872     1.5871        -0.24025        0.28959        0.79729
     -1.7464    -5.8272     3.6281     0.50103      1.7037     1.5067         -0.4948       -0.55581       -0.47488
     -1.6756    -5.7771     4.0529     0.45773      1.4489     1.3749        -0.19517       -0.28486      -0.006045
     -2.0083    -7.0529     4.2916     0.42535       1.522     1.5006        -0.21644       -0.19346       -0.32071
     -1.7749    -6.2026     4.0729     0.46811      1.4193     1.5737         -0.3395       -0.44439       -0.33939
     -1.5102    -4.9414     4.0666     0.36701      1.2015     1.2706         0.61012          0.655        0.19659
     -1.4143    -4.6653     3.9671     0.36432      1.2392     1.2574         0.10227       -0.52713       0.095341
     -2.2799    -8.2312     4.4131     0.29943      1.1718     1.3617        -0.11831       0.041878       -0.12855
     -1.4974     -5.067     4.2945     0.50594      1.9142      1.503        -0.21848       -0.45856        0.22158
     -1.5847    -5.0866     3.9269     0.50112      1.5466     1.5299         0.82401        0.54128       -0.20897
      -1.411    -4.5093     4.1155     0.41379      1.4501     1.7034       -0.018107        0.22379       -0.17582
     -1.2067    -3.4823     4.1132     0.60695      2.3644     1.8457        -0.72994        -0.5684        0.14552
     -1.7828    -6.0264     4.4845     0.54625      1.9077     1.8109        -0.38886       -0.77172       -0.01902
     -1.6515    -5.9544     4.4475     0.46587      1.7181     1.8381        -0.15961       -0.20169        0.41511
     -1.8824    -6.6118     4.5437     0.59446      2.1922     1.6928        -0.38243       -0.40799       -0.20813
     -1.3239    -4.2304     3.9356     0.30882     0.99001     1.3396        -0.12512        0.24133        -0.2681
     -1.8358    -6.5228     4.2358     0.48508      1.7559     1.6452       -0.064041          0.267       -0.26369
     -2.0875    -7.9997     4.7119     0.50245      1.8385     1.5756        0.051137        0.23822       -0.28497
     -1.6765    -5.8267     4.6014     0.56626      1.7806     2.0586        -0.45916       0.059124        0.19149
     -1.3412    -4.6239      4.355     0.49612      1.8676     2.0442         0.01427        0.24491        0.54737
     -1.3564    -4.5155     3.8447     0.68832      2.6717     1.7969         0.14929        0.29906       -0.51695
     -1.4028    -4.6292     4.4355     0.43073       1.533     1.3895        -0.10663       -0.43092        0.34745
     -2.0626    -7.4434     4.2175     0.41341      1.6187     1.6432        -0.21952       -0.39351        -0.6261
     -1.2555    -3.6265     3.6206     0.42322      1.4704     1.6764         0.25673        0.36071      -0.015798
     -1.8804    -6.8828     4.2465     0.37544      1.1844     1.4011         0.10491        0.28999        0.54945
     -1.6792    -5.8497     4.5676     0.46531      1.9423     1.5079        -0.14623       0.051567       -0.22167
       -1.58    -5.1548     3.6102     0.40236      1.5047     1.5157        -0.33535     0.00027399        0.23393
     -1.8217    -6.1687     4.5042     0.48606      2.0172     1.7558        -0.17316       -0.16963        0.41945
     -2.1554    -7.6605     4.2843     0.40155      1.3456     1.3806       -0.085694          0.288       -0.19623
     -1.3583     -4.192     3.6465     0.51728       2.212     1.8346         0.16748       0.071906       -0.14096
     -1.7703    -5.9438     4.5329     0.44988      1.7365     1.7532        -0.38228       -0.29219       -0.47785
     -1.8642    -6.4461     4.5445     0.39271      1.5587     1.6376         0.37266        0.19309        0.42831
     -1.6804    -6.0188     4.1325      0.5204      1.6902     1.3628      -0.0043202       -0.39991       -0.19944
     -1.5965    -5.3693     4.7288     0.44414      1.7673     1.8424          1.0045        0.99284       0.063947
     -1.7433    -6.2766      4.481     0.35355      1.5887     1.6545        -0.23885       0.069084         0.4867
     -1.6713    -5.8161     4.1212     0.56239      2.1906     1.7583         0.29046        0.61369       0.061789
     -1.4828    -4.7975     3.8552     0.50675      1.7495     1.7964        -0.14765     -0.0060418        0.21429
       -2.02    -7.2386     4.2865     0.36875      1.4207     1.6051        -0.37628       -0.10066       -0.58869
     -2.1448    -7.4457     4.1166     0.40312      1.4299     1.3638        -0.51838       -0.23918       -0.56484
     -2.2148    -8.0842     4.8057     0.51152      2.2931     1.8881        0.090455       0.049391      -0.020461
      -1.557    -5.0308     4.3048     0.34634      1.1497     1.5447        -0.43687        0.54852    -0.00047229
     -1.3979    -4.4034     4.1241      0.3181      1.2208     1.1146         0.40111       0.012866       0.044262
      -1.677    -5.4682     4.6685     0.53989      1.8915     1.7407        -0.55247       -0.14623       -0.61412
     -1.7517    -6.0634     4.3737     0.40899      1.4111     1.4062         0.39231         0.1327       -0.30797
     -1.5661     -5.375     4.1981     0.48238      1.7995      1.683        -0.08847        0.13271        0.21032
     -1.8949    -6.7705     4.3191     0.40689      1.7274     1.6471         0.12114        0.22008        0.27497
     -1.8988     -6.552     4.2147     0.33219      1.0819       1.18        0.090321        0.51386        0.21557
     -1.4643    -4.6927     3.6887     0.53171      1.9954     1.8347        -0.55495        -0.4854        -0.4743
     -2.6005    -9.6308     4.5567     0.43508      1.3544     1.6135        -0.37418       -0.25955        -1.0131
     -1.7129    -5.8297     4.8463     0.49353      2.0465     1.7967        -0.01971       -0.63996        0.66111
     -1.9689    -7.1169     4.5035     0.57351        2.17     1.9206        -0.10928       0.064059        -0.0851
     -1.4651    -4.5302     3.9321     0.40925      1.4608     1.6319        -0.36066       -0.16169       0.042193
     -1.8281    -6.3544     4.4924     0.46102      1.8146     1.6008       -0.078102        -0.3716       -0.05442
     -2.0219    -7.6099     4.7475     0.54751      2.2154     1.8197        -0.36836       -0.28554        0.89004
     -2.0118    -7.3141     4.1155     0.43956      1.8994     1.6355        0.028337        0.15644        0.64634
      -1.656    -5.3616     3.5424     0.46251      1.9098     1.8038         0.25183        0.36362      -0.057099
     -1.4025    -4.5002     4.4153     0.41175      1.1035     1.2279        -0.54686        -0.5116        0.19288
     -1.9524    -7.2651     4.4199     0.48676      1.5799     1.6308         0.35862        0.75574      -0.082598
     -1.2523     -3.867     4.1525     0.42779      1.3527     1.4595        0.019121      -0.076381        0.11263
     -1.8904    -6.8748     4.1366     0.41102      1.3076     1.3952        0.048649         0.3193       0.082691
     -1.6807    -6.0662     4.2855     0.48343      1.4191     1.6262         0.22787        0.48613        0.17671
     -1.7197    -5.8855     3.9303     0.44678      1.4094      1.342         0.25256         0.3051        0.42933
     -2.2673     -8.272     4.3235      0.3043      1.1468     1.4467         0.05065       0.091393        0.36443
     -1.8274    -6.5828     4.3316      0.3977      1.4944     1.5466        -0.40702        0.21008      -0.073871
     -1.9066     -7.042     4.6697     0.29292     0.96899    0.98591        -0.66072       -0.67145       -0.16184
     -1.3805    -4.8733     4.5751     0.42655      1.5654     1.4744         -0.2414       -0.33738        0.25671
     -1.9635    -7.2545      4.618     0.52866      2.1811     1.8749         0.35646        0.75069       -0.43698
     -1.7961    -6.3826     4.3946     0.46967      1.6419     1.7226        -0.19071       -0.16421       -0.16982
     -1.6589    -5.9283     3.9904     0.48826      1.9111     1.6255        -0.10329       -0.18238       0.076435
      -2.256    -8.4978     4.4823      0.4153      1.7426      1.678        -0.26151       -0.16306        0.14156
     -1.7946    -6.2142     4.3649     0.31506      1.1677     1.3097         0.11158        0.20484       -0.17415
     -1.9158    -7.1942     4.3108     0.59335      2.2517     1.7709        0.046312       0.066186        0.91793
     -1.8897    -6.4942     4.4599     0.45053      1.8436     1.3508        -0.39487      -0.029429       -0.49264
     -1.8741    -6.8877     4.1264     0.47694       1.802     1.7659         0.36717        0.52982        0.13502
     -2.1823    -8.2375       4.94     0.55473      2.6468     1.8708         0.38647        0.53698       -0.39971
     -1.8128    -6.4501     4.5276     0.55248      2.2066     1.5752       -0.039004        -0.1146       -0.24382
     -1.7934     -5.998     3.9759      0.3016     0.91247     1.1574         -0.3708       -0.14143       -0.02095
      -1.286    -3.8542     3.7489     0.42388      1.1926     1.4269        -0.11251        0.33852         0.1012
     -2.1813    -8.1496     4.5178     0.54347       2.056     1.6185        -0.64357       -0.56225        0.45919
     -2.0456    -7.6066     4.7187     0.26156      1.0025     1.1535        -0.25348        0.38894       -0.21678
     -1.6027    -5.4318     4.0584     0.48428      1.6472     1.3543        -0.79579        -0.5784       -0.33898
     -1.7135    -5.8148     3.9024     0.51505      1.8467     1.5672         0.86937        0.57526        0.20128
     -1.6561    -5.7238     4.2566     0.53028       2.177     2.0308         0.62908        0.52797       -0.32698
     -2.0046    -7.3887     4.2608     0.44859      1.4616     1.2731        -0.12249       -0.13301        0.18275
      -1.583    -5.4636     4.3858     0.50336      1.9483     1.6277        -0.72634       -0.42104       -0.20203
     -2.1038    -7.7192     5.2316      0.6046      2.4331     1.4672         0.42616        0.58363        0.17358
     -1.6271    -5.5747     4.5371     0.38705      1.4221     1.7569        -0.34155       -0.43906         0.2617
     -1.9639    -6.9063     4.2811     0.42244      1.4607     1.3515        -0.56725       -0.42104        0.21852
     -1.7512     -6.429     4.4995     0.39761      1.2914     1.5649        -0.40547       -0.34234       0.080346
     -1.8373    -6.4696     4.2423     0.41748      1.7716     1.5158         0.37508        0.64797        0.25197
     -1.3681    -4.2515     4.1445     0.39915       1.748     1.5256        -0.58684       -0.25309        0.52637
     -2.0531    -7.2991     4.2793     0.40082      1.3762     1.4486        -0.23643       -0.32172      -0.057053
     -1.4887     -4.866     3.7899     0.48942      1.8681     1.5684         0.16111      -0.094607        0.14446
     -2.0919    -7.6418     4.5119      0.4889      1.9125     2.0263        -0.27072       -0.28434        0.21097
     -1.3275    -4.4162     3.9542      0.4136       1.359     1.5654        0.035354        0.15307       0.090022
     -1.2078    -3.7071     3.9775      0.3446      1.4011     1.2624        -0.32525      -0.063184        -0.1067
     -1.6353    -5.4742     4.4746      0.4582      1.7907     1.3802       -0.011912        0.17203       -0.46822
     -2.0478    -7.1002     4.0419     0.54329      1.7642     1.5982        -0.31743     -0.0046582        -0.6111
     -2.2661    -8.3612     4.7471       0.377      1.5283     1.5079        -0.12075       -0.38396      -0.052753
     -1.3033    -4.1628     4.1164      0.4801       1.744     1.6545        -0.36868       -0.04644        0.76585
     -1.3496    -4.3925     3.5798     0.53376      2.0765     1.3631        -0.45616       -0.18767       0.007871
     -1.9249    -6.9488     4.4255     0.42817      1.4958     1.5255         -0.7097       -0.50037        0.21432
     -1.6974    -5.8243     4.4937     0.34965      1.3062     1.4352        -0.12479        0.25323        0.16746
     -1.8859    -6.2563     4.1587     0.50424      1.9257     1.8609        -0.12999       -0.36852         0.1604
     -1.7968    -6.4417     4.4597     0.38339      1.6069     1.4518        -0.13757        0.32397       -0.30247
     -1.6942    -6.0411     4.1615      0.5007      2.1099     1.8768         0.28095        0.11024      -0.065731
     -1.5454    -4.9786      4.059     0.55336      2.2751     1.4984        -0.23855       -0.15848       -0.16345
     -1.6429    -5.5081     4.2635     0.42834      1.5262     1.7208         0.77602         1.0351        0.34558
     -1.5251    -4.8487     3.9032     0.43095      1.1445     1.3935        -0.27857       -0.21967      0.0065365
     -1.7831    -6.0312     4.2804     0.45686      1.6052     1.4207        -0.10968       -0.02462        0.13241
     -2.1661    -8.0378      5.156     0.50887      2.2727      1.714         0.61285        0.84526       -0.56779
     -1.9531    -7.0066      4.721     0.46701      2.1357     1.7883        -0.26738       -0.32461        0.12386
     -1.6714    -6.1167     4.5286     0.36749      1.2773     1.3752         0.11429        0.24435        0.12854
     -1.6397    -5.4928     4.0633     0.46067      1.6874     1.5387         0.30634        0.41429       -0.71736
     -1.4451    -4.7277      3.639       0.574      2.0242     1.6239         0.13873        0.06141        0.11386
     -1.5774    -5.3024      3.945     0.39462      1.1668     1.5457        -0.54193      0.0079956       -0.71086
     -1.6022    -5.2718     4.2611     0.47836      1.5677     1.4667       -0.056468     -0.0071161       -0.22389
     -2.1453    -8.2391     4.8459     0.53207      1.8856     2.2356        -0.55013       -0.57459        0.10141
     -1.2777    -3.8768     4.1296     0.44236      1.5281     1.3015         0.03429     -0.0049572      -0.077519
     -1.3116    -4.3883     3.9857     0.46987       1.904     1.5691        -0.65353       -0.71638       -0.12105
     -1.5779    -5.4385     4.4609     0.41998      1.7103     1.5588        -0.29461       -0.59573       -0.22151
     -1.3532    -4.3926     4.2819     0.54736      2.0413     1.7823         -0.6171       -0.51145      -0.014882
     -2.0993    -7.9399     4.7296     0.33154      1.1329     1.1216         0.28186        0.24421        0.26466
     -1.8927    -7.0029     4.5616     0.41124      1.2537     1.2342         -0.3266       -0.35133         0.0675
     -1.5708    -5.5752     4.8315     0.49366      1.8096     1.5457         0.13155        0.18308        0.29784
     -1.8402    -6.4871     3.9662     0.53372      2.0179     1.4778        -0.26099       -0.27312       -0.38889
     -1.8763    -6.9189     4.9834     0.71653      2.6373     1.5771         -0.0772         0.0239        0.29189
     -2.1458    -7.7196     4.5407     0.37742       1.215     1.4032       -0.011883        0.18129       -0.35225
     -1.4758    -4.9071     3.7015     0.48678      1.8388      1.621        -0.77807       -0.47256       -0.55173
     -1.7292    -6.2893     4.0915     0.46509       1.814     1.2735         0.11731        0.19981        0.37002
     -1.7671     -6.278     4.4267     0.31655      1.1306     1.2155          0.3878          0.664        0.58506
     -1.1513    -3.2615     3.7711     0.37652      1.1687      1.254        -0.39351       -0.35813       -0.35517
     -1.6697    -5.8318      3.908     0.51532      1.9403     1.3867        0.039889       -0.30359        0.28445
     -1.6255    -5.4039     4.5629     0.54089      2.2507     1.9473          0.1581       -0.13495       -0.27774
     -2.1381    -8.1192     4.8017     0.46695      1.7657     2.0084        -0.50334       -0.18112      -0.018784
     -1.8753    -6.7268     4.6642     0.36188      1.3541     1.5857         0.29665        0.16439        0.43343
     -1.8797    -6.6838     4.4055      0.3643      1.1124     1.4843         0.27854       0.087992        0.72385
     -2.0459    -7.3381     4.6215       0.416      1.4569     1.4166       -0.069317       -0.22908       -0.20586
      -1.555    -5.3832     4.4512      0.6478      2.5281     1.8554        -0.31393       -0.45219        0.60916
     -1.5097    -4.9166     4.0777     0.36288      1.3973     1.4158        -0.18786       -0.31061        0.14773
     -1.8659    -6.4985      4.047     0.55147      2.5599     1.8334        -0.48002       -0.62917        0.87957
     -1.5432    -5.0502     3.9152     0.41621       1.315     1.3371        -0.28472       -0.21072       -0.50412
