************************************************************
             mc_replic: 1000
             prune_tol: [1.000000000000000e-06 1.000000000000000e-04 0.010000000000000]
           data_burnin: 100
         Harvey_factor: 10
           cdfmvna_fct: "logmvncdf_ME"
               poolobj: [0×0 parallel.Pool]
    physical_cores_nbr: 8
         computer_arch: 'maci64'
         parameter_set: 'DGP2'
              seed_nbr: 1.936362161000000e+09
           sample_size: 250
              filename: 'results_computing_time_DGP2_T250_R1000_maci64'
               logfile: 'results/results_computing_time_DGP2_T250_R1000_maci64.log'

************************************************************
Parameter Matrix G:
   0.537300000000000   0.263400000000000   0.102900000000000  -0.164900000000000
   0.201700000000000   0.581200000000000   0.322700000000000  -0.088600000000000
   0.119600000000000  -0.074900000000000   0.837100000000000   0.153000000000000
  -0.025100000000000  -0.028100000000000   0.019700000000000   0.352400000000000

Parameter Matrix F:
  -0.239100000000000  -0.169000000000000   0.074700000000000  -0.667600000000000
  -1.033900000000000  -0.888200000000000   0.599700000000000  -1.225600000000000
  -0.258800000000000  -0.525800000000000   1.031000000000000  -1.740200000000000

Parameter Matrix R:
     1     0     0     0
     0     1     0     0
     0     0     1     0
     0     0     0     1

Parameter Matrix mu_eps:
  -0.656900000000000
  -1.020100000000000
   0.744200000000000

Parameter Matrix Sigma_eps:
   1.0e-06 *

   0.577600000000000  -0.228000000000000  -0.091200000000000
  -0.228000000000000   0.525600000000000   0.425400000000000
  -0.091200000000000   0.425400000000000   0.430100000000000

Parameter Matrix mu_eta:
   0.785400000000000
  -1.487000000000000
  -0.070400000000000
  -0.676100000000000

Parameter Matrix Sigma_eta:
   0.005625000000000  -0.002625000000000  -0.046950000000000  -0.024225000000000
  -0.002625000000000   0.036946000000000   0.055552000000000   0.038710000000000
  -0.046950000000000   0.055552000000000   1.542924000000000  -0.305224000000000
  -0.024225000000000   0.038710000000000  -0.305224000000000   0.408611000000000

Parameter Matrix nu_eta:
     0
     0
     0
     0

Parameter Matrix Gamma_eta:
  41.833760994884372  -5.071538781670141   2.339524325024785   4.598162859417312
  -5.071538781670020   5.954231316364726  -0.571119358456823  -1.160646197129748
   2.339524325024785  -0.571119358456831   0.898979711057304   0.497112373889856
   4.598162859417302  -1.160646197129763   0.497112373889855   2.085990141138548

Parameter Matrix Delta_eta:
   0.207900000000000                   0                   0                   0
                   0   0.207900000000000                   0                   0
                   0                   0   0.207900000000000                   0
                   0                   0                   0   0.207900000000000

Parameter Matrix lambda_eta:
   0.890000000000000

Parameter Matrix sqrt_Sigma_eta:
   0.030782620863831   0.012104994553556  -0.044483856233044  -0.050518173900587
   0.012104994553556   0.176002677106078   0.047125296327186   0.060014441632220
  -0.044483856233043   0.047125296327186   1.228942982959905  -0.168592816022288
  -0.050518173900587   0.060014441632220  -0.168592816022288   0.611582899766662

************************************************************
************************************************************
          SUMMARY STATISTICS
    <strong>mean(y1)</strong>    <strong>sd(y1)</strong>     <strong>skew(y1)</strong>    <strong>mean(y2)</strong>    <strong>sd(y2)</strong>    <strong>skew(y2)</strong>     <strong>mean(y3)</strong>        <strong>sd(y3)</strong>        <strong>skew(y3)</strong>  
    -1.5382     -5.0887     4.1907     0.50009     1.8027     1.6404       -0.055782        0.16645        0.15506
    -1.6437     -5.5724     4.1769     0.56843      2.208     1.5995        -0.40384       -0.39759       -0.10656
    -1.8156     -6.4466     4.3595      0.5319     2.1982     1.5313        0.081094       0.022415       -0.25138
    -1.7534     -6.0469     4.3276     0.48311     1.8232     1.5426        -0.25018        -0.2328        0.26259
     -1.624     -5.5182     4.2278     0.48236     1.8539     1.6785        -0.15044      -0.035439       -0.28025
    -1.8527     -6.5577     4.2895     0.53256     2.0902     1.6592        -0.25209       -0.13561         0.1375
    -1.7592     -6.1158     4.2775     0.49233     1.7635     1.6664        -0.22469       0.036802      -0.048999
    -1.5799     -5.4622     4.2857     0.47212     1.7066     1.4861        -0.18558      -0.029906      -0.063204
    -1.8759     -6.7371     4.5843     0.54983     2.1974      1.636       -0.016013         0.1061        0.17104
    -1.4829     -4.9052      4.109     0.62941     2.5457      1.641       -0.021651       0.037421       0.082447
    -1.8109     -6.4296     4.3753     0.51614     1.9085     1.6624       -0.052223        0.12156         0.2731
    -1.8642      -6.603     4.4487     0.42991     1.5318     1.5695        -0.14307        -0.1199       -0.14201
    -1.8364     -6.5288     4.4413      0.5228     1.9945     1.5934         0.10014        0.26521       -0.15453
     -1.725     -5.9465     4.3499     0.47285     1.7459     1.5047        -0.13333       -0.10321       0.088644
    -1.8136      -6.258     4.2985     0.56365     2.2269     1.7854         0.03925     -0.0090278      -0.053283
    -1.6018     -5.3422     4.1494     0.43097     1.5343     1.4196        -0.12642      -0.044922        0.28525
    -1.6945     -5.8289     4.2259      0.5721     2.1741     1.7262        -0.17997      -0.077506        0.23368
    -1.7044     -5.8392     4.2835      0.5276     2.0937     1.5683        -0.15196       -0.27964       0.026652
    -1.7412     -6.0752     4.3614     0.52603     1.9756      1.783        -0.22859      -0.054979      -0.012493
    -1.7279     -5.9381     4.2156     0.48966     1.7785      1.513          -0.159        -0.0466      -0.098626
    -1.8268     -6.4727      4.401     0.53214     2.0951     1.6801        -0.18126       -0.23749       -0.17307
    -1.8161     -6.5458     4.5579      0.4971     1.9746      1.509        0.021472        0.01805      -0.069584
    -1.5536     -5.2261     4.2568     0.47885     1.7537     1.6791        -0.62172       -0.58646       0.011913
    -1.7074     -5.9173      4.275     0.53023     2.2714     1.5637        -0.26665       -0.43774        0.33181
    -1.5776     -5.4475      4.277     0.50876     2.0133     1.6728         0.55126        0.89263       0.049663
    -1.6316     -5.5253     4.2277     0.46166     1.7362     1.4986        0.024715        0.20593        0.12722
    -1.8246     -6.5276     4.5015     0.54486     2.1409     1.6634         -0.2972       -0.13366        0.10532
    -1.6794     -5.8097     4.3572     0.57323     2.2959      1.784       -0.085858       -0.21735        0.16791
    -1.8767      -6.778     4.5426     0.54858     2.2587     1.6572      -0.0011392         0.2532        0.23241
    -1.7831     -6.3209     4.3579     0.44695     1.5856      1.378        0.061061        0.34556       -0.31782
    -1.6008     -5.4853     4.2269     0.47514     1.7598     1.5431        -0.12142         -0.185     -0.0087622
    -1.5909     -5.3818     4.1727     0.54075     2.2215     1.5277        -0.29216       -0.31058        0.24594
    -1.6359      -5.551     4.2398     0.51041     1.8736     1.6268        0.099144        0.12493       -0.10858
     -1.733     -6.0517     4.3283     0.52058     2.1184     1.6861         0.07198      -0.027236        0.19366
    -1.8566      -6.617     4.5574      0.5201     1.9168     1.7848        -0.33746       -0.18625       0.055159
    -1.8318     -6.4682     4.3137     0.48959      1.916     1.6337       -0.042546       0.014673        0.23626
    -1.7287     -6.0939     4.4046     0.50499     1.9935     1.5915        -0.04179      -0.042815         0.1344
    -1.8003     -6.2935      4.349     0.49914     1.8474     1.5642       -0.055867        0.12509        0.26562
    -1.5418     -5.1675     4.1652     0.52669     2.1209     1.6738        -0.14533       0.031644      -0.056023
    -1.5567     -5.1607     4.1796     0.44746     1.5907     1.5681         0.23778        0.40042       -0.16132
    -1.6201     -5.6321     4.3576     0.53287     2.1083     1.6184       -0.035972     0.00051137      -0.044415
    -1.5611     -5.2243     4.1125     0.50614      1.993     1.7309         -0.3128       -0.43542       -0.22052
    -1.6616     -5.8747     4.4382     0.48716     1.8233      1.535       -0.088657       -0.14393        0.18796
    -1.6071     -5.5272     4.2797     0.43159     1.5451      1.489         0.21409        0.52823        0.40956
    -1.8129     -6.4858     4.3966     0.50663     1.9396     1.4573       -0.059156        -0.1146        0.11843
    -1.8108     -6.3688     4.2949     0.50257     1.8443     1.6588        -0.29119        -0.2189        0.53552
    -1.6631     -5.5477     4.1319     0.52541     2.0288     1.5983         0.16601        0.20181        0.12979
    -1.6384     -5.6768     4.2948     0.42895     1.7466     1.4847         0.26228        0.22322        0.19103
    -1.8861     -6.6523     4.3915     0.49823     1.9132     1.5002        -0.32215       -0.32099        0.41315
    -1.7812     -6.3415     4.5357     0.55263     2.2367     1.5483        -0.18202       -0.16862       0.085271
    -1.6639     -5.7114      4.235     0.46891     1.6692     1.5368        -0.22996       -0.21951        0.06796
     -1.712     -5.8858     4.2581     0.49148     1.8184     1.6085        0.099403         0.2408        0.20971
    -1.5666     -5.3763     4.2288      0.4469     1.7365     1.5396        0.089692     -0.0031963        0.22795
    -1.6229     -5.5611     4.1831     0.54774     2.0796     1.6725        -0.27875       -0.56296       0.087822
    -1.5899     -5.3453     4.1556     0.47194     1.6872     1.5792        0.056898      -0.064677       -0.13199
    -1.8979     -6.8757     4.5911     0.51496     1.9491     1.6036         0.11317        0.13562        0.20598
    -1.7078     -6.0056     4.2851     0.51321     1.9642     1.6299         -0.1326      -0.094462        0.50167
    -1.5766     -5.4475     4.2981     0.49356     1.8977     1.5268        -0.34393       -0.26791        0.14451
    -1.6516     -5.5876     4.2492     0.50169     1.8689     1.5275         0.12073        0.12072      -0.042839
    -1.4735     -4.9313     4.3355     0.49065     1.8071     1.5963        0.061761        0.24549        0.25294
    -1.6561     -5.6768     4.2847     0.48253     1.7851     1.5321       -0.078397       -0.17102       -0.16443
    -1.7575     -6.1731     4.3501      0.5071     1.9248     1.5334         0.12708        0.45613      -0.058619
    -1.6628     -5.6436     4.2415     0.51267      1.873     1.4484        -0.27533        -0.1758       -0.24724
    -1.7539     -6.1207     4.3789      0.4894     1.8836      1.623       0.0063115        0.14194       -0.24246
    -1.7024     -5.8056      4.175     0.44288     1.5242     1.4668       -0.091384       -0.14465      -0.053208
     -1.844     -6.4604     4.3221     0.60007     2.3634     1.8801       -0.039524       0.076511       0.018441
    -1.6287      -5.541     4.3227     0.53305     2.0946     1.4216         -0.4772       -0.66464        -0.1677
    -1.8473     -6.4464     4.3615     0.44355     1.6325     1.3956        -0.21721       -0.10591       -0.31276
    -1.7441     -6.1992     4.5122     0.47171     1.7864     1.5836        0.038316      -0.028069       0.098369
    -1.3888     -4.3899     3.9881     0.53321     1.9501     1.5255         0.21193        0.65233        0.18683
     -1.679     -5.6996     4.2296     0.54933     2.0599     1.6154       0.0028446      -0.017209       0.050697
     -1.739     -5.9931     4.2028     0.46451     1.7187     1.6422        -0.14546      -0.067132         0.1032
    -1.5035     -4.9083     3.9418     0.47404     1.7354     1.4026        -0.18987       -0.10215        0.31756
    -1.8607     -6.6041     4.3769     0.48492     1.8211     1.4632         -0.2086      -0.015535        0.10758
    -1.6835     -5.6693      4.216     0.48951     1.9502     1.6862        -0.14937      -0.081768        0.12514
    -1.5606     -5.2623     4.1563      0.4638     1.8301     1.6033         0.05321       0.034182        0.32111
    -1.5537     -5.1998     4.1535     0.41687     1.6126     1.4909         0.32106        0.46497        0.19518
     -1.769     -6.2506     4.3715       0.514     2.1185     1.5639        -0.28658       -0.37708        0.18081
    -1.6826     -5.7836       4.33     0.46918     1.7475     1.4694        -0.16045       -0.12639        -0.1765
    -1.7396      -6.041     4.3652     0.55158      2.204     1.5462         0.13794      -0.013149       -0.20669
    -1.8039     -6.2023     4.2044     0.49095     1.8075      1.579        -0.23068       -0.29274       -0.05853
    -1.9537     -6.9911     4.4172     0.58148     2.3069     1.6185        -0.31102       -0.48931        0.24995
      -1.52     -5.0348     4.1604     0.52415     2.2349     1.5608        0.080225        0.14824       0.049694
    -1.6426     -5.5371     4.2488     0.50421     2.0013     1.4997        0.066877     -0.0039949       -0.01489
    -1.7415      -6.157     4.3738     0.51631     1.9495     1.5406          -0.538       -0.70403        0.31184
    -1.6116     -5.4705     4.1743     0.50828      1.839     1.5656        -0.70078       -0.79203       0.083777
    -1.6354     -5.5561     4.2009     0.52176     2.0865     1.5769        -0.36614       -0.60091        0.13796
    -1.6911     -5.8995     4.4149     0.54631     2.0818     1.6089         0.19779        0.23685       -0.09014
    -1.7258     -5.8037     4.1688     0.53375     2.1478     1.6402        -0.18662       -0.35285        0.22219
    -1.5572     -5.1507     4.1798     0.47804     1.6852     1.5663        -0.50252       -0.29741       -0.08737
    -1.4903     -4.9337      4.148     0.48341     1.8629     1.5508         0.19607        0.25744       -0.17657
    -1.7268     -5.9612     4.3422     0.53766     2.1279     1.6684        0.058079        0.23041       0.083193
    -1.7527     -6.0405     4.2292     0.58146     2.4503     1.6584        -0.16475       -0.25351        0.19812
    -1.7421     -6.1788     4.4477     0.55065     2.1314     1.6663      -0.0079514      -0.027002      0.0056195
     -1.778     -6.1488     4.3647      0.5566      2.238     1.6171        -0.34734        -0.3215      -0.090605
     -1.766     -6.2302     4.3593     0.51754     1.9634     1.5502        -0.06836        0.12132        0.22892
    -1.6535     -5.7826     4.2973     0.52175     2.0471     1.5476       -0.040138       0.012956        0.15661
    -1.7818     -6.2394     4.2941     0.51963       2.06     1.7049          0.2235        0.20042        0.22713
    -1.6259     -5.6901     4.3703     0.49958      1.971     1.6195        -0.53277       -0.48111        0.17977
    -1.6999     -5.8819     4.3622     0.52828     1.9636     1.6785        -0.16143       -0.16426        0.18153
    -1.7593     -6.2807     4.4534     0.52239     1.9559     1.6051       -0.050665       -0.15386        0.20325
    -1.6944     -5.9137     4.3618     0.56756     2.3595     1.5216         0.20944        0.53209       -0.12304
    -1.8357     -6.4238     4.3406     0.48632      1.947     1.6491       -0.038156       -0.01099        0.19096
    -1.5213     -5.0033     4.1482     0.52596     2.0482     1.4541        -0.59242       -0.56309        0.27818
    -1.5697     -5.3098     4.2019     0.46381     1.7962     1.6713        -0.20431       -0.23014       0.036289
    -1.8586     -6.5646     4.4749     0.47507     1.8565     1.5949        -0.18675        -0.2379      0.0051418
    -1.5141      -4.926     4.0535     0.45345     1.6042     1.5611         0.13752        0.39411        0.17854
    -1.5869     -5.3621     4.1901     0.47001     1.7977     1.4843         0.02574        0.34197      -0.099507
     -1.537     -5.0831     4.1591     0.58458     2.2818     1.5809        -0.36981       -0.45598       -0.17076
    -1.8363     -6.5122      4.458     0.51323     1.9142     1.6367         -0.2153      -0.069784       0.044633
    -1.7116     -5.8913     4.2869     0.58373     2.2372     1.6243        -0.49414       -0.36081        0.17072
    -1.6625     -5.8018      4.373      0.5163     2.0048     1.5821        -0.13922      -0.068992        0.15399
    -1.8792      -6.736     4.5004     0.56605     2.2435     1.6954         -1.0295       -0.81544       0.057588
    -1.4119     -4.5534     4.1434     0.51633     1.9903     1.5958        -0.31099       -0.24804        0.15758
    -1.7165     -6.0129     4.4511     0.52761     2.0355       1.75         0.11064        0.37581       -0.10101
    -1.7005     -5.9322     4.3802       0.486     1.8909     1.4943        -0.05371         0.1909        0.12667
    -1.8771     -6.5583     4.2863     0.56251     2.2597     1.7038       -0.016879       0.020072        0.20508
     -1.551     -5.3406       4.31      0.4214     1.5521     1.4483        -0.21546       -0.12485       -0.10174
    -1.8064     -6.3097     4.3517     0.50702     2.1224     1.6494         0.02331       -0.17198        0.26703
     -1.866      -6.594     4.4648      0.6005     2.4634     1.7248        0.069048        0.40343      0.0089543
    -1.6204     -5.4951     4.2719     0.50911     2.0254      1.445        -0.40223        -0.5064       0.054877
    -1.6019     -5.5008     4.2863     0.53097     2.0638     1.6913        -0.07537       -0.07762        0.15688
    -1.7632     -6.0945     4.2547     0.53195     1.9822     1.7219       -0.011349      -0.011259       -0.40442
    -1.5529     -5.3661     4.3577     0.47414     1.6992     1.5724        -0.35873       -0.55654       -0.15833
    -1.6229     -5.3967     4.1471     0.60379     2.2521     1.6686       -0.030425      -0.061483         0.1839
    -1.8613     -6.6072     4.3794     0.57454     2.2034     1.6598        -0.33156       -0.15933       0.054174
    -1.8333      -6.542     4.4326     0.52243     2.0104     1.6821         0.10721        0.34116     -0.0038507
    -1.8628       -6.61     4.4021     0.51082     1.9289      1.605        -0.19346       -0.27271      -0.068139
    -1.6274      -5.634     4.2528     0.56058     2.3753     1.5834         0.14817        0.54889       -0.39736
    -1.7106     -6.0084     4.4592     0.51688     2.0068     1.6558        -0.15406        0.22434       0.016472
     -1.639     -5.5737     4.1883     0.43746     1.6802     1.4089           0.246        0.41709        0.25921
    -1.9142     -6.6925     4.3383     0.50348     1.8724     1.6749        0.015425        0.27472      -0.018285
    -1.5412     -5.0838     4.1181     0.47118     1.6949      1.483        -0.26301       -0.12921       0.040255
    -1.6769     -5.7513     4.3342     0.57253     2.2167     1.7398       -0.078011      -0.071894        0.10397
    -1.7267     -5.9959     4.3173     0.47485     1.7736     1.6904        -0.19518       -0.28632        0.21615
     -1.758     -6.3003     4.4911     0.57614     2.4496     1.7863         0.20325      0.0089699        0.11467
    -1.7726     -6.2676     4.3846     0.48422     1.8711     1.5172         0.15718        0.28002         0.1446
    -1.6478     -5.5963     4.1778       0.434     1.5204     1.5456        -0.30491      -0.024712         0.4304
    -1.7167     -5.9874     4.3602     0.51292     1.9415     1.6708        0.048203        0.26599        0.12489
     -1.731     -6.1999     4.4023     0.47455      1.782     1.5779        0.057702        0.25111        0.21501
     -1.846     -6.5745     4.3643     0.48965     1.8828     1.5689        -0.24477       -0.28567        0.14644
    -1.6274     -5.5041     4.1477     0.49754     1.9172     1.6047        0.015561        0.11107       0.057659
    -1.5929     -5.2857     4.1641     0.51014     1.9604     1.6775        -0.23333      -0.049177        0.07652
     -1.702     -5.8257     4.2446     0.54656     2.2258     1.7315        0.040273        0.11885        0.57177
    -1.5914     -5.4403     4.2564     0.50414     1.8645     1.5875        -0.15532       -0.35646        0.35327
     -1.608     -5.4618     4.1911      0.6193     2.4357     1.7051       -0.017005       -0.10026        0.01344
    -1.7579     -6.2374     4.4129     0.48281     1.8497     1.6226         0.33328        0.33331        0.16272
    -1.9758     -7.0872     4.4634     0.48208     1.8995     1.5085        -0.49625       -0.41854        0.12141
    -1.7597     -6.1661     4.3764     0.55609     2.2572     1.6849         0.15824        0.25647        0.05404
    -1.7149     -5.9187      4.291     0.54003     2.0396     1.5857       -0.023745       0.083994        0.13973
    -1.6557     -5.6801     4.2761      0.5287     2.0117     1.6591        -0.10893        0.21245        0.09927
    -1.9528     -7.0443      4.543     0.55858     2.2754     1.7073        -0.13008       0.006009       0.002217
    -1.8868      -6.607      4.318      0.5992      2.265     1.5235        -0.29745       -0.37184       0.064187
    -1.6254     -5.4939     4.2028     0.47253      1.681     1.5634       0.0055901        0.12627        0.30103
    -1.7001     -5.7963     4.1822      0.5338     2.0505     1.6995        -0.23531       -0.29929       -0.17587
    -1.6331     -5.5801     4.2435     0.49115     1.9127     1.6924        -0.16795       -0.26335        0.06632
    -1.6412     -5.5582     4.1947     0.50359     1.8633     1.7481         0.13033        0.27157      -0.016321
    -1.8233     -6.5229     4.4827     0.44934     1.8169     1.5588       0.0088339       0.064931         0.1052
    -1.9318     -6.9249     4.5109     0.49607     1.8409     1.6362         -0.2438       -0.17916       -0.29324
    -1.7623      -6.268     4.3982     0.52024     2.1077     1.5472        -0.06378       -0.26521        0.27338
    -1.6555     -5.5686     4.1482     0.46162     1.7444     1.5419        -0.05545       -0.15712         0.2373
    -1.7067     -5.8716     4.2075     0.57469     2.2055     1.6664        -0.23552       -0.29723        0.41104
    -1.8017     -6.2558     4.2706     0.48622      1.873     1.7102         0.15518        0.15098        0.37185
    -1.5966     -5.4287     4.2666     0.50637     1.9588      1.484         -0.1038      -0.084689        0.17804
    -1.8539     -6.5728     4.4085     0.54795     2.2786     1.6359         0.13405        0.46112       0.011741
    -1.7344     -5.9823     4.2979     0.51333     2.0111      1.713        -0.16332        -0.3083        0.35851
    -1.8103      -6.314     4.3185     0.52138     2.0472     1.7138        -0.27285       -0.06892        0.02535
     -1.832     -6.5579      4.494     0.49089     1.9035     1.7281        -0.01946     -0.0056015         0.3086
    -1.5639     -5.3614      4.381     0.51654     1.8835     1.5058        0.054773        0.14729       -0.15129
      -1.59     -5.5295     4.3067      0.6335     2.5642     1.6677          0.2862        0.50016       0.017043
     -1.672     -5.6793     4.1967     0.49948     1.9203     1.5377         0.17713        0.27254        0.22726
    -1.7763     -6.1266     4.2955     0.49245     1.9134     1.3476       -0.035038        0.25344       -0.12151
     -1.708     -5.9698      4.438     0.55613     2.2655     1.6217      -0.0075333       0.099015       0.025896
    -1.7948     -6.3429     4.3734     0.42498     1.5203     1.4579        -0.28653        -0.1888      -0.030584
    -1.9582     -7.0176     4.5299     0.54683     2.0404     1.5868         -0.1753       -0.19229      -0.082567
    -1.7329     -5.9598      4.314     0.53379     2.0749     1.6244         0.10457        0.18545         0.0173
    -1.7361      -6.137     4.4094     0.51522     2.0025     1.5107        0.073495        0.12158        0.20268
    -1.7734     -6.1505     4.2482     0.52994     2.0047     1.5112         0.11929        0.25476        0.66966
    -1.6839     -5.8615     4.3044     0.47825     1.7848     1.6512         -0.3969       -0.24447      -0.054909
    -1.5087     -5.1576     4.2779      0.4737     1.8337     1.5807        -0.10809        0.10062      0.0017971
    -1.8572     -6.4173     4.3153     0.54794     2.1548      1.538        -0.86629        -1.1521         0.2919
    -1.7193     -5.9753     4.3068     0.46499     1.7587     1.5882        -0.16903       0.039497       0.077515
    -1.6212     -5.4749     4.2472     0.50103     1.9049     1.4751          -0.556        -0.6802        0.16773
    -1.9616     -7.1178     4.6485     0.51134     2.1044     1.6094        0.070977        0.25452      0.0048968
    -1.7129     -5.9516     4.4075     0.51001     1.8952     1.5209        -0.27159       -0.27945       0.016569
    -1.6383     -5.6231     4.2667     0.44651     1.7992     1.5102        -0.11052      -0.055394         0.1723
    -1.7403      -6.044     4.3923     0.55673      2.099     1.7573        -0.31265      -0.042447        0.41892
    -1.7295     -5.9149     4.1593     0.55839     2.0059     1.5162         -0.1938       -0.11058        0.32579
    -1.5253     -5.0745     4.0837     0.53374     2.0254     1.6261       -0.024003       0.077532        0.13654
    -1.7946     -6.2126     4.2198     0.52133      2.012     1.5491        -0.24431       -0.21291       0.032324
    -1.5755     -5.3482     4.2264     0.45114     1.6387     1.4967         0.14179        0.22628       0.014631
    -1.6585     -5.7458     4.3436     0.46776     1.8192     1.5535        -0.17593      -0.030484      -0.023952
    -1.8272     -6.4193     4.4173     0.48609     1.9624     1.6036       -0.020583        -0.1313     -0.0061327
    -1.8844     -6.7737     4.4899     0.51615     1.9868     1.5202        0.029235        0.31846       0.031914
    -1.5455     -5.1941     4.2134     0.43718     1.5673     1.5162       -0.063195       -0.14869        0.11554
    -1.6099      -5.634     4.4505     0.53868     2.1698      1.619        -0.27927       -0.15382         0.3418
    -1.7028     -5.8615     4.3155     0.51197     2.0601     1.6835        -0.10418       -0.20852       0.088885
    -1.8063     -6.2941     4.3611     0.47494     1.9751     1.5681      -0.0058855        0.15384       -0.29084
      -1.74     -5.9648      4.127     0.56293     2.2684     1.7001       -0.015748       0.010594       0.034399
    -1.5177     -4.9954     4.1056     0.52153     1.9941     1.5552      -0.0060898      -0.010271      -0.087043
    -1.5676     -5.1909     4.0883     0.44175     1.6549     1.5011         0.04814       0.092157        0.13772
    -1.8139     -6.4154     4.3533     0.52857     2.0887     1.5298        -0.27269       -0.42567        0.19268
    -1.7868     -6.1968     4.3259     0.54885     2.0374     1.8254      -0.0046108      -0.087998        0.27745
    -1.7772     -6.3125     4.4095     0.53172     2.1527     1.5794        -0.23565      -0.023774        0.56103
     -1.619     -5.5476     4.2471     0.45346     1.5887     1.6358        -0.13605        0.26924      -0.076126
    -1.8291     -6.4885     4.4266     0.52941     1.9947     1.5509        -0.11134       -0.24991       0.011473
    -1.7797     -6.1691     4.2546     0.56087     2.2392     1.6307         0.69174         1.2363      -0.012196
    -1.6428     -5.7361     4.2728     0.53294     2.0611     1.5823        -0.12875      -0.052579        0.19415
    -1.7256     -6.0561     4.4427     0.44746     1.6843     1.5411        0.098003        0.16064     -0.0085332
    -1.7319      -6.102     4.4444     0.49702     1.9719     1.5909         0.11835        0.38354      -0.062813
    -1.6905     -5.8209     4.2836     0.43294     1.6202     1.4504        -0.19248       -0.10476      -0.075227
    -1.6595      -5.697     4.2593     0.42257     1.5836     1.5142       -0.070835         0.1294      -0.076999
    -1.8559     -6.4355      4.207     0.51084     1.9537     1.5346        0.069086        0.35218      0.0091986
    -1.6981     -5.9309     4.2412     0.53384     2.1928     1.5989        -0.33668       -0.25935        0.24812
    -1.6977      -5.979     4.3973     0.49577     1.8332     1.7787         -0.2405       -0.26028       0.062721
    -1.7181     -5.8849     4.2448      0.5054     1.9468     1.6127        -0.22655      -0.089768        0.06362
     -1.742     -6.0937     4.3075     0.49453     1.8717     1.5619        -0.36636        -0.4029        0.17698
    -1.7555     -6.1021     4.3092     0.60624     2.3279     1.7542       -0.047721         0.1201      -0.018617
    -1.7599     -5.9104     4.1739     0.54327     2.1043     1.6763        -0.20084       -0.16149        0.11505
    -1.8429     -6.5397     4.3501     0.51394     1.9158     1.7471        -0.12635       -0.20183        0.17323
    -1.6587     -5.7924      4.396     0.48401     1.8103     1.4996        0.097144     0.00013417      -0.055404
    -1.5794      -5.256     4.2156      0.4849     1.9056     1.5701      -0.0052708        0.30312      -0.087919
    -1.5308     -5.0355     4.0617     0.50616     1.9256     1.4634        -0.11271        0.15589      0.0013875
    -1.7954     -6.3552     4.5712     0.61217     2.6385     1.6066        -0.11814       -0.17332        0.21967
    -1.6297     -5.5255     4.1436     0.54054     2.1287     1.6646        -0.42839       -0.31669        0.17485
    -1.6982     -5.8952     4.3148     0.50145       1.92     1.5762        -0.12568      -0.017801        0.27452
    -1.7379     -6.0319     4.3349     0.57929     2.3144     1.8194       -0.045526        0.10344        0.20696
    -1.7516     -6.1107     4.3646       0.579     2.3502     1.6205        -0.19306       0.052335      -0.033182
     -1.685     -5.5895     4.0518     0.50744          2     1.5735        -0.34982       -0.24217        0.17735
    -1.8798     -6.7473      4.469     0.46548     1.8695     1.7105         0.14256        0.13088        0.66639
    -1.7689     -6.2811     4.5011     0.51768     2.0207     1.6706        -0.20954       -0.15532        0.22234
    -1.7636     -6.0952     4.2531     0.47119     1.7144     1.5804         -0.2874       -0.25401        0.10116
    -1.5802     -5.3781     4.2708     0.61051     2.3302     1.7548       -0.019472       0.080386        0.21771
    -1.8687     -6.5616     4.2771       0.548     2.1639     1.6862        -0.29634       -0.23505        0.05041
    -1.6258     -5.6088     4.3154     0.50513     2.0729      1.672        -0.16554     -0.0083124       0.069604
    -1.9001     -6.7804     4.4561     0.46127     1.8077     1.6078         0.18149       0.031411        0.29451
    -1.6235     -5.5345     4.2545     0.49802     1.8972     1.6099        -0.32901       -0.36111       0.086274
    -1.6592     -5.7492     4.2906     0.48883      1.928     1.6745        0.013392        0.10688       0.043385
    -1.6472     -5.5491     4.1343     0.56023     2.1757     1.6371        -0.12193        -0.1586        0.11303
     -1.734     -6.1026     4.4256     0.51194     1.9077     1.5145        -0.21229       0.049751        0.31188
    -1.6512     -5.6832     4.3039     0.43928     1.7854     1.5167       -0.095374      -0.051862        0.25715
    -1.8058     -6.3722     4.4242     0.51449     2.0103     1.6396        -0.22488       -0.22854        0.14368
    -1.8541     -6.6854     4.4652     0.48009     1.7355     1.5138        -0.17582       -0.17053        0.17873
    -1.6103     -5.6058     4.3722     0.46825     1.7851     1.6075        0.031584        0.27399       0.082036
    -1.7163     -6.0186     4.3838     0.55423     2.1753      1.651         0.45442        0.52678       -0.24361
    -1.4473     -4.7092     4.0658     0.45108     1.6766     1.5812       -0.052085        0.02354        0.14113
    -1.7975     -6.2502     4.3289     0.49035     1.8901     1.5865       -0.014245       0.058689       -0.19032
    -1.7248     -5.9213     4.2638     0.50902     2.0583     1.6839        -0.31374        -0.1397      -0.090739
    -1.7674     -6.3038     4.4323     0.52547     2.1095     1.6479        -0.25347       -0.36993        0.38264
    -1.9521     -7.1016     4.5367     0.51095     1.9909       1.57       -0.072881        0.17738      -0.047784
    -1.9166     -6.9545     4.6063     0.51894     2.1394     1.5937         0.19324        0.16013       0.093947
     -1.633     -5.6523     4.3492     0.53102     2.1283     1.6109        -0.22643       -0.32841       0.052124
    -1.7361     -5.9811     4.2783      0.5017     1.9415     1.6657        -0.51045       -0.56691        0.21011
