************************************************************
             mc_replic: 2400
             prune_tol: [1.000000000000000e-06 1.000000000000000e-04 0.010000000000000]
           data_burnin: 100
              x_burnin: 20
         Harvey_factor: 10
              loss_fct: [1×1 struct]
           cdfmvna_fct: "logmvncdf_ME"
               poolobj: [1×1 parallel.ProcessPool]
    physical_cores_nbr: 8
         computer_arch: 'maca64'
         parameter_set: 'DGP2'
              seed_nbr: 1.936362161000000e+09
           sample_size: 80
              filename: 'results_state_estimation_DGP2_T80_R2400_maca64'
               logfile: 'results/results_state_estimation_DGP2_T80_R2400_maca64.log'

************************************************************
Parameter Matrix G:
   0.537300000000000   0.263400000000000   0.102900000000000  -0.164900000000000
   0.201700000000000   0.581200000000000   0.322700000000000  -0.088600000000000
   0.119600000000000  -0.074900000000000   0.837100000000000   0.153000000000000
  -0.025100000000000  -0.028100000000000   0.019700000000000   0.352400000000000

Parameter Matrix F:
  -0.239100000000000  -0.169000000000000   0.074700000000000  -0.667600000000000
  -1.033900000000000  -0.888200000000000   0.599700000000000  -1.225600000000000
  -0.258800000000000  -0.525800000000000   1.031000000000000  -1.740200000000000

Parameter Matrix R:
     1     0     0     0
     0     1     0     0
     0     0     1     0
     0     0     0     1

Parameter Matrix mu_eps:
  -0.656900000000000
  -1.020100000000000
   0.744200000000000

Parameter Matrix Sigma_eps:
   1.0e-06 *

   0.577600000000000  -0.228000000000000  -0.091200000000000
  -0.228000000000000   0.525600000000000   0.425400000000000
  -0.091200000000000   0.425400000000000   0.430100000000000

Parameter Matrix mu_eta:
   0.785400000000000
  -1.487000000000000
  -0.070400000000000
  -0.676100000000000

Parameter Matrix Sigma_eta:
   0.005625000000000  -0.002625000000000  -0.046950000000000  -0.024225000000000
  -0.002625000000000   0.036946000000000   0.055552000000000   0.038710000000000
  -0.046950000000000   0.055552000000000   1.542924000000000  -0.305224000000000
  -0.024225000000000   0.038710000000000  -0.305224000000000   0.408611000000000

Parameter Matrix nu_eta:
     0
     0
     0
     0

Parameter Matrix Gamma_eta:
  41.833760994884727  -5.071538781670152   2.339524325024803   4.598162859417349
  -5.071538781670332   5.954231316364762  -0.571119358456840  -1.160646197129784
   2.339524325024809  -0.571119358456831   0.898979711057306   0.497112373889859
   4.598162859417370  -1.160646197129768   0.497112373889859   2.085990141138555

Parameter Matrix Delta_eta:
   0.207900000000000                   0                   0                   0
                   0   0.207900000000000                   0                   0
                   0                   0   0.207900000000000                   0
                   0                   0                   0   0.207900000000000

Parameter Matrix lambda_eta:
   0.890000000000000

Parameter Matrix sqrt_Sigma_eta:
   0.030782620863831   0.012104994553557  -0.044483856233044  -0.050518173900587
   0.012104994553556   0.176002677106077   0.047125296327186   0.060014441632220
  -0.044483856233043   0.047125296327186   1.228942982959905  -0.168592816022288
  -0.050518173900587   0.060014441632220  -0.168592816022288   0.611582899766662

************************************************************
************************************************************
          SUMMARY STATISTICS
    <strong>mean(y1)</strong>    <strong>sd(y1)</strong>     <strong>skew(y1)</strong>    <strong>mean(y2)</strong>    <strong>sd(y2)</strong>     <strong>skew(y2)</strong>     <strong>mean(y3)</strong>        <strong>sd(y3)</strong>        <strong>skew(y3)</strong>  
    -1.9223      -6.693     4.4066      0.4891      1.8691      1.604        -0.16278      -0.080597        0.20529
    -1.9549     -7.1564     4.5397      0.5285      1.9202     2.0494         0.18599        0.66487        0.13979
    -1.8146     -6.2911      4.327     0.41824       1.554     1.3284        0.014394       -0.11995        -0.2535
    -2.1407     -7.6938     4.7115     0.46216      1.7887     1.7366         0.29034        0.29878      -0.042515
    -1.9672     -7.1889     4.4652     0.50281      2.1161     1.6804         0.64727        0.44379     -0.0030159
    -1.6696     -5.7118     4.1314     0.45931      1.7291     1.7648        -0.16586       0.008619       0.068924
    -1.6273     -5.4785      4.271     0.49582      2.1199     1.5238        -0.20829       -0.30914          1.055
    -1.7165     -5.9163     4.1246     0.44853      1.7336     1.4967        -0.54666       -0.58993       -0.10148
    -1.6471     -5.7742     4.2786     0.44007      1.5934     1.4374        -0.35053       0.082438        -0.6619
     -1.491      -4.869     4.2432     0.48639      2.1227     1.5785         0.36699        0.16242       -0.27386
    -1.7353     -5.8875     4.2048     0.44583      1.7115     1.4035        -0.30944       -0.33423     -0.0056532
    -1.6977     -5.9493      4.302     0.43766       1.592     1.5504        0.019527     -0.0076464       0.039465
     -1.811     -6.1374        4.3     0.39773      1.6385     1.3662        -0.04963        0.30233       -0.17105
    -1.7834      -6.087      4.259     0.46059      1.6088     1.7486        0.053867        0.25894       0.019662
    -1.7132     -5.6005     4.0593     0.47282      1.7354      1.683         -0.1653        -0.3654        0.39987
    -1.8999     -6.8411     4.5808     0.40226      1.5356      1.521        -0.25622       0.012297        0.09561
    -1.5735     -5.4838     4.4403     0.48236      1.8302     1.5265        -0.31109       -0.11366        0.17733
    -1.5351     -5.3436     4.2966     0.45166      1.5819     1.5136        -0.13476       -0.41739        0.13451
    -1.6169     -5.4586      3.975     0.45079      1.5628     1.4146        -0.10111       -0.35405        0.23482
    -1.7388     -5.9664     4.1635      0.3875      1.2495     1.4599        -0.21388        0.13015       -0.27331
    -1.7568     -6.4064     4.4705     0.45715      1.7955      1.858         0.70848        0.78725        0.86448
     -1.748     -6.1161      4.308     0.52066      1.9315     1.8251        -0.36328       -0.13718       -0.47628
    -1.4903     -5.2324     4.4473     0.52826      2.0366     1.5341        0.066479        0.20917       -0.38914
    -1.9021      -6.885     4.6864     0.51246      2.0117     1.4814          0.5171        0.63803      -0.073749
    -1.6223     -5.7165     4.3964     0.51559      1.9174      1.596         0.73222         0.5074        0.14212
    -1.6126      -5.636     4.3494     0.40618      1.5548     1.5012        -0.20279       -0.10474          0.086
    -1.5769     -5.3297     4.2853     0.48031       1.783     1.7063          0.0513        0.43308      -0.052009
    -1.7014     -5.8761      4.065     0.53467      2.2781     1.3323       -0.013686        0.13426       -0.31419
    -1.7721     -6.2307     4.5301     0.41169       1.382     1.5083        -0.13758        0.15832      -0.013428
     -1.901     -6.8917     4.6306     0.42115      1.5662      1.359        -0.57383       -0.41597        0.23177
    -1.5619     -5.1692     4.0493     0.45097      1.6008     1.4715        -0.25696     -0.0027199       -0.26897
    -2.0136     -7.1685     4.3263      0.4749      1.6255     1.5673         0.02217        0.10268       0.091444
    -1.7788     -6.0302     4.2173     0.47259      1.6702     1.7163        -0.39794     -0.0051165      -0.029577
    -1.7478     -5.8653     4.2303     0.45192      1.8024     1.8508         0.24547        0.10312       -0.11568
    -1.8002     -6.5828     4.6633     0.45454      1.6096     1.6595         -0.1109       0.097457        0.18979
    -1.8852     -6.8108     4.6294      0.4457      1.5549     1.5252       -0.087364        0.21489        0.14499
    -1.7634     -6.3273     4.4303     0.43457      1.5563     1.2831         0.15693      -0.066634        0.10067
    -1.6252     -5.4985     4.3035      0.4781      1.8529     1.3997        -0.20461       -0.19124         0.1576
    -1.9039     -6.9908     4.2788     0.46126       1.872     1.5383        -0.22333         0.1107       -0.30991
    -1.9199     -6.7704     4.3712     0.44219      1.6323     1.7107         0.32577        0.36948        0.12729
    -1.8176     -6.4287     4.4661     0.64193      2.8361     1.6232       -0.054858       -0.12226      -0.097269
    -1.7197     -5.8451     4.1858     0.39492      1.6106     1.5647        -0.21969       -0.34545        0.24506
    -1.7515     -5.8736     4.3575     0.48901      1.7814     1.6186         0.19103         0.3058       -0.16624
    -1.6969     -5.8667     4.2813     0.48924      1.8395     1.5895        -0.25943       -0.26827        0.12716
    -1.4702     -4.8957     4.2295     0.38008      1.4439     1.4744         0.35724        0.41162     0.00015001
    -1.9535      -7.049     4.6873     0.50854      2.0286     1.7147        -0.26717       -0.32987        0.26282
    -1.9416      -6.951     4.5202     0.58668      2.3768     1.9424        0.019349       -0.11481        0.32114
    -1.8456     -6.3898     4.2066     0.42417      1.5208      1.581        0.054251        0.15993       0.077995
    -1.7964     -6.6755      4.584      0.3779      1.4815     1.5704       -0.089285        0.25819       0.012941
    -1.8363     -6.4619       4.47     0.52889      1.9857     1.8885         0.16428        0.43674        0.08047
    -1.6262     -5.3325     4.0651     0.56783      2.1256     1.8005         0.25645        0.42789        0.01411
    -1.8582     -6.6149     4.4741      0.5284      2.2378     1.8591        -0.15446       -0.45401       0.069345
    -1.7219     -5.9091     4.3664     0.49796      1.9833     1.7787        -0.31869       -0.10735       0.013767
    -1.7488     -6.2712      4.312     0.36908      1.2133      1.393        -0.48992       -0.41372       -0.19655
    -1.5188     -4.9751      3.987     0.45752       1.474     1.4913         0.13866        0.31337         0.1487
    -1.7925     -6.2642     4.0153     0.51307       1.991     1.5282        -0.29423       -0.67858        0.43599
    -1.4475     -4.6751     4.1939     0.43405      1.7336     1.7103        -0.10283       0.016828       -0.18884
    -1.5455     -5.0798     4.1272     0.49525      1.7382     1.7712        0.013171       0.084889       -0.18211
    -1.7788     -6.4215     4.5125     0.48725      1.8613     1.5499        -0.20618       -0.24725         0.2042
    -1.7147     -5.9797     4.5595     0.39824      1.4822     1.4473        -0.73939       -0.39867        0.47279
    -1.6673     -5.7933     4.4135     0.50594      2.2637      1.629         0.20739        0.43116        0.20541
       -1.6      -5.251     3.9735     0.47213      1.6987     1.4436        -0.15257       -0.23046       0.089326
    -1.7276     -6.1074      4.401     0.49015      1.6957      1.774        -0.47782       -0.14361       -0.39059
    -1.9523     -6.9765     4.3002      0.4349      1.5423     1.4664        0.054319        0.13688      -0.033492
    -1.9184     -6.6821     4.1291     0.41262       1.369     1.5571         0.28411         0.3446        0.26757
    -1.7399     -6.0324     4.0647     0.45076      1.6583     1.7859         0.01186        0.22675          0.284
    -1.6214     -5.2252      4.086     0.47467      1.6905     1.6718        -0.30386       -0.25377      -0.093088
    -1.5739     -5.3081     4.3106     0.39189      1.7352     1.4445      0.00089983       0.091599        0.37601
    -1.7136     -5.9724     4.2436     0.52948      1.9325     1.6259        -0.26955      -0.095234       -0.19812
    -1.3839     -4.4883     4.2546     0.56563      2.2962     1.6506         0.46663        0.59662        0.30611
    -1.5285     -4.8425     3.9162     0.43555      1.3674      1.516        -0.38526       -0.04632       -0.11396
    -1.6713     -5.8954     4.3969     0.44691      1.6247     1.4244         0.26576        0.61225        0.20117
    -1.8599     -6.5669     4.4443     0.42611      1.6069     1.5086        -0.44551       -0.53602        0.29153
    -1.6296     -5.8425     4.3367     0.49714      1.9659     1.5937        -0.18544       -0.18686       0.044257
    -1.9707     -7.2134     4.9058     0.56604      2.2483     1.5186         0.17389        0.35032      0.0031006
     -1.766      -6.061     4.3301     0.41814      1.4972     1.4569        0.051452        0.50564        0.54933
     -1.968     -7.1717     4.6466     0.38586      1.3417     1.5217         -0.2985        -0.3737       -0.19802
    -2.1332      -8.171     5.2062     0.55851      2.2752     1.7976        -0.94296       -0.56237        0.42238
    -1.7047     -5.8587     4.2844     0.53218      2.1434     1.7737         0.45457        0.61785        0.19101
      -1.58     -5.4707     4.5651     0.47363      1.6205     1.5145        -0.13382      -0.022689       -0.16025
    -1.6724     -5.6055     4.0265     0.57807      2.2175     1.6565        -0.21878        0.20355       -0.23668
    -1.4971     -5.1646      4.198     0.48732      1.6272     1.6846        -0.14545        0.31269      -0.087491
    -1.9589     -7.1154     4.6249     0.47922       1.725     1.4348         0.23281        0.22182        0.40389
    -1.8635     -6.7298     4.6497     0.37898      1.4825     1.3892        -0.63417       0.054734        0.22712
     -1.546     -5.0504     4.1674     0.42414      1.4095     1.4766        -0.28511        -0.2388      -0.058691
     -1.743     -6.1104     4.4183     0.45396      1.5767     1.6009        0.069755        0.21894        0.54984
    -1.6028     -5.4799      4.398     0.58802      2.2314     1.5682        -0.46876       -0.32465        0.11186
    -1.7176     -6.2536     4.3829     0.45841      1.6724     1.3571       -0.017174       -0.25323       -0.14921
    -1.8108      -6.228     4.3109     0.45038      1.6847     1.5003         -0.1662       -0.43219      0.0066565
    -1.4734     -5.1407     4.2486      0.3866      1.5211      1.418         -0.3067       -0.31948       0.068816
    -1.7272      -5.841     4.0485     0.41884      1.3078     1.4365       -0.066688       0.068214      0.0050951
     -1.739     -6.3057     4.6272     0.43834       1.721     1.2601         0.13116      -0.079643       -0.71423
    -1.7378     -5.9937     4.2879     0.60874       2.573     1.9443         -0.4185       -0.14398        0.57578
    -1.8293     -6.2632     4.5211      0.7313      2.7684     2.0259        -0.64754       -0.66212        0.41964
    -1.7509     -5.9229     4.1179     0.55416      2.2421     1.5807       -0.012249      -0.038368        0.16645
    -1.9835     -7.1318     4.2121     0.62021      2.6131     1.7774         0.54784        0.58117       -0.19652
    -1.3349     -4.0699     3.9596     0.51096      1.7717     1.2905        -0.15311       -0.19228      -0.073377
    -1.7068     -6.0322     4.5098     0.45614      1.7298     1.4425        -0.13192       -0.08042        0.22702
    -2.1314     -7.6957     4.4754     0.52343      1.8929     1.7578         0.16202       0.015561        0.10044
     -1.796     -6.3291     4.5071     0.48377      1.9208     1.5529         0.50481        0.58982       -0.10833
    -1.5095     -5.0663     4.1359     0.53178      1.9728     1.5955         0.17778         0.5982        0.15613
    -2.0471     -7.4141     4.6488     0.49199      2.0708     1.8913         0.17019      0.0078125        0.44729
    -1.6805     -5.4813      4.247     0.53103      2.0823     1.4297        -0.29592      -0.051342        0.51071
    -1.8554     -6.7289     4.2597      0.4122      1.7463     1.4854       -0.018504       -0.11417       0.050734
    -1.9188     -6.9606     4.5478     0.58309      2.4012     1.7587        -0.34269       -0.23318       -0.15068
    -1.8966     -6.6601      4.337     0.52864      1.7723     1.7586        -0.44591        -0.2478        0.15537
    -1.5755      -5.432     4.1504     0.56061      2.2331     1.6763        -0.11998       -0.11765         0.3638
    -1.7324     -5.9047     4.2448     0.42025       1.536     1.5505         0.10175        0.42163        -0.1355
     -1.421     -4.7224      4.399     0.40882      1.5738     1.6459       0.0038627        0.15132        0.25869
    -1.7444     -6.2071     4.4059     0.55184      2.2915     1.7379          -0.385       -0.88735        0.41912
    -1.7366     -6.2721      4.458     0.48059      1.8663     1.6735        -0.38081       -0.19773         0.2218
    -1.7003     -5.9238     4.3462     0.35933      1.2267     1.2465        -0.32101       -0.22289        0.16686
    -1.9936     -7.0536     4.5437     0.42599      1.6141     1.4218        -0.32194      -0.013937        0.72188
    -1.8407     -6.2953     4.3269     0.46856      1.6447     1.6874        -0.18779         0.1059       -0.44686
     -2.033     -7.3881     4.5028     0.50329      1.7421     1.6917        -0.17894      -0.021707       -0.29333
    -1.5758     -5.2706     4.0381     0.55877      2.0671     1.7455         0.29177        0.23319       -0.11141
    -1.5319     -5.3145     4.3095     0.50488      2.0595     1.7043         0.49398        0.26327       0.023417
    -1.6309     -5.5339     3.9807     0.51267      1.9612     1.5437        -0.59544       -0.41724         0.2324
    -1.8694     -6.7177     4.6201     0.38738      1.2523     1.4514       -0.097048       0.072799       -0.19231
    -2.0487     -7.3308       4.28     0.58102      2.0842     2.0671        -0.58653       -0.56735        0.37401
    -1.7636     -6.0403     4.1788     0.56834      2.2822     1.7859        -0.50736       -0.26466        0.51607
    -1.5654      -5.056     4.0539     0.44045      1.6011     1.6688       -0.039446       -0.16713      -0.012158
    -1.6637     -5.5335     4.0702     0.49266      1.7409     1.7084       -0.052221         0.1294       0.040418
    -1.6002     -5.2448     4.0431     0.54304      1.9896     1.7618        -0.23908       -0.23069      -0.029742
    -1.5711     -5.1566     4.0987      0.6222      2.5353     1.9134       -0.036836        -0.2625        0.10969
     -1.732     -5.7374     4.0423     0.61729      2.4322     1.5576         0.11231        0.27502       -0.35241
     -1.654      -5.881     4.5851     0.56405      2.2143     1.9265        -0.18233       -0.13293       -0.16351
    -1.4695     -4.9606     4.3978     0.35106      1.2622     1.2816         0.30958          0.361        0.10401
    -1.7235     -5.9559     4.3183     0.36273      1.2065     1.3269       -0.071788       0.072177        0.30113
     -1.813     -6.5412     4.5701     0.43706      1.4632     1.4258       -0.040402      -0.027723       -0.28271
    -1.5008     -5.1591     4.1938     0.59997       2.623     1.8082        -0.58726       -0.68312          0.467
     -1.888     -7.0139     4.6826     0.38489      1.2683     1.2762        -0.15883        0.19441        0.55607
    -2.0651     -7.6489     4.6593     0.48529      1.6193     1.6183         0.11351          0.129         0.2277
    -1.4462     -4.8014     4.0786     0.44346      1.5221     1.5605        -0.23304        -0.2499      -0.025886
    -1.9143      -6.876     4.4485     0.67472      2.7784     1.7168        -0.26079       -0.33222        0.11075
     -1.959     -6.9807     4.5176       0.499      1.7697     1.6299        -0.64798       -0.26742      -0.067149
    -1.8182     -6.4272     4.3588      0.5509      2.0316     1.5447         0.71539        0.75731          0.166
    -1.7958     -6.4261     4.1995     0.46932      1.8629     1.6599        -0.30703        -0.4081        0.33254
    -1.7938     -6.2504     4.2303     0.44282      1.4501     1.4973        -0.23156       -0.17406       -0.10025
    -1.6588     -5.6649     4.1203     0.39504      1.3426     1.4435        -0.26202     -0.0077349        0.17612
    -1.7179     -5.9913     4.2621     0.43294      1.5358     1.5981        0.053653         0.1922        0.36938
    -1.8737     -6.7724     4.4688     0.51468      2.1961     1.6145        0.011091        0.16069        0.11283
    -1.7615     -6.1482     4.3071     0.38974       1.488      1.321       -0.038294       -0.29802        0.48088
     -1.763     -6.2216     4.2832     0.56857        2.23     1.4187       -0.020834        0.10296       -0.13098
    -2.1433     -7.8604     4.5442      0.5388      2.0129     1.6678        -0.13586       -0.05362         0.1217
    -2.0167      -7.352     4.6148     0.48347      1.8164     1.6163         0.19172        0.33317        0.48985
     -1.695     -5.5531     4.2589      0.4667      1.6935     1.6681        -0.39275       -0.71265        0.16371
      -1.72     -5.8171     4.3051     0.46703      1.7287     1.5189         0.52341        0.63608        0.16147
    -1.4459     -4.8257     4.1855     0.38677      1.5265     1.4501         0.18963         0.3375       -0.10893
    -1.4422     -4.9242     4.4539     0.41833      1.5661      1.461       -0.078412      -0.031164        0.34255
     -1.465     -4.7132     3.9191     0.58811      2.1239     1.7585        -0.93968       -0.58578       -0.12071
    -1.9346     -6.9975     4.5669     0.42505      1.3866     1.5827        -0.45177       -0.28994       -0.24385
    -1.5728     -5.2423     4.3022     0.43207      1.5159     1.4465        0.022026        0.10261       -0.31974
    -1.6019     -5.4027      4.292       0.468      1.9468     1.5959        -0.20859        0.39791       -0.27376
    -1.6403     -5.5344     4.3482     0.50696      2.0094     1.5956        0.056712        0.15467        0.39448
    -1.7471     -6.1337     4.1517     0.44091      1.5775     1.7281        -0.30429       -0.22163       -0.11424
    -1.5784     -5.4546     4.5247     0.46041      1.7605     1.3519        -0.19174        0.18429        0.11497
    -1.6606     -5.4416     3.9015     0.45908      1.8947     1.5797        -0.21969      -0.012691        0.29614
    -1.4948     -4.6942     3.9922     0.39159      1.3671     1.4637         0.62312        0.71981       -0.16846
    -2.1059     -7.6341     4.4583     0.62692      2.2251     1.8904        -0.36364       -0.15625        0.26574
    -1.6549     -5.7332      4.394     0.41495      1.4588     1.3704        0.029879        0.44855        0.22111
    -1.3617     -4.2089     3.8871     0.58181      1.9595     1.7347        -0.54579       -0.57641        0.12751
    -1.5349     -4.8256     3.6787     0.51365      2.0007     1.7282        -0.30815       -0.40225       0.031859
    -1.4029     -4.5578     4.2105     0.40531      1.3757     1.4612      -0.0035009       0.058745        0.14509
    -1.8234     -6.4217     4.2355     0.34816      1.0987     1.2758        -0.17714       0.027236       -0.13028
    -1.7824     -6.3677     4.5985     0.60142      2.4463     1.7774        0.066858       0.060511        0.18857
    -1.7472     -6.0222     3.9112     0.44369      1.6329     1.6175        -0.20184      -0.049527      -0.015053
    -1.7968     -6.3567     4.4452      0.5852      2.0544     1.9105         0.17367        0.32508        0.25803
    -2.0333     -7.2884     4.5394      0.4187      1.3847     1.4944       -0.039908       0.080715       -0.46165
    -1.6529     -5.6809       4.37     0.46225      1.8381     1.5902       -0.070507        0.18506        0.28306
    -1.6677     -5.5688     4.1104      0.3911      1.2523     1.5042        -0.02372      -0.069108       -0.23593
    -1.8213     -6.5501     4.5614     0.44358      1.6242     1.3585        0.025038        0.24621       -0.27395
    -1.7937     -6.4955      4.385     0.38995      1.2503     1.2619       -0.012479        0.47306       -0.43866
    -1.6461     -5.5133     4.2901     0.48756      2.0272     1.7483         0.13657       0.040272       -0.21913
    -1.6719     -5.6587     4.1417     0.41701      1.4779     1.5547           0.131       0.073901        0.12613
    -2.0705     -7.6296     4.8331     0.47502      1.7828     1.7049           -0.46       -0.21569        -0.0332
    -1.7591      -5.961     4.4101     0.49363      2.0414     1.4997        -0.26774       -0.38858       0.041889
    -1.9204     -6.9433     4.4229     0.52213       2.043     1.9291         0.42116        0.59651       -0.21058
    -1.9255     -6.7675     4.2967     0.46576      1.5385     1.4517         0.20865        0.32565        0.41582
    -1.6944      -5.915     4.3188     0.40967      1.4202     1.5056         0.10468        0.14281        0.67388
    -1.6332     -5.5644      4.411     0.38118      1.5339     1.5852       -0.028832         0.1366        0.28539
     -1.672     -5.7455     4.1537     0.51482       1.997     1.5514        -0.43668        -0.2949       0.041712
    -1.5296     -5.1854     4.4189     0.46229      1.6491     1.6453         0.17941        0.20149       -0.11605
    -1.8661     -6.6204     4.5867     0.45107      1.6578     1.4391        -0.39003        -0.0922       -0.12657
    -1.7008     -6.0848     4.5066     0.50193      1.8748     1.5849        -0.13191      -0.066071       -0.26561
    -1.6589     -5.5671     4.2116      0.3752      1.1801     1.3733        -0.10324        -0.0409        0.42743
    -1.8913     -6.7176     4.3764     0.44956      1.6577     1.4664        -0.26655        0.10633      -0.037545
    -2.0478     -7.4738     4.4224     0.52181      1.9543      1.781       -0.051121       -0.18334        0.11421
    -2.0315      -7.331     4.5521     0.48544      1.6821     1.6041       -0.088434       -0.09597        0.46097
    -1.6313     -5.5774     4.5311     0.49307      1.9488     1.4908        0.020127        0.22822       -0.13988
    -1.5662     -5.3557     4.1686     0.50799      2.0625     1.5055         0.31057        0.52003      -0.051224
    -1.4118     -4.5217     4.0041     0.38684      1.3367     1.5406         0.19628        0.33886        0.24302
    -1.9648     -7.1483     4.5893     0.63415      2.5517     1.9445       -0.060376      -0.037282        0.45104
    -1.7525     -5.8056     4.3449     0.55414      2.1369     1.7904       0.0093887       -0.24264        0.17328
    -1.5464     -5.0484     4.0787     0.47591      1.6608     1.4578        -0.44607       -0.36956       -0.42786
    -1.7728     -6.1708      4.391     0.45892      1.9107      1.611       -0.015498      -0.030541        0.69789
    -1.8089     -6.0585     4.0925     0.45618      1.8988     1.5782       -0.022079       0.024697       -0.31841
    -1.5516     -4.9938      3.903     0.48166      1.7912      1.623        -0.54023       -0.80663      -0.033232
    -1.7639     -6.5028      4.633     0.41031      1.5003     1.5668        -0.27723       -0.26214        0.37825
    -1.4383     -4.9377      4.628     0.54585      2.1983      1.611        -0.41111       -0.50955        -0.1623
    -1.6232     -5.6998      4.445     0.44982      1.5787     1.6869       -0.027145       0.050544       -0.27324
    -1.8447     -6.5714     4.4293      0.4388      1.5718     1.5957        -0.32115       -0.30447        0.14656
    -1.5659     -5.2994     4.0684     0.61089      2.3729     1.4758        -0.24124       -0.31448       -0.13347
    -1.5621     -5.0653     3.9685     0.46312      1.7447     1.5663        -0.17375     -0.0095507       0.078201
    -1.9118     -6.7914     4.6959     0.58375      2.2883     1.8523       -0.059284        0.20928        0.21733
    -1.8594     -6.4115      4.585     0.45799      1.6143     1.7815       -0.010407        0.14583       -0.28796
    -2.0014       -7.26     4.4749     0.41525      1.6344     1.5989         0.33746        0.43382        0.19884
    -2.1525      -7.909     4.3584     0.40863      1.6133     1.3196        -0.29104       0.042599       -0.64011
    -1.7714     -6.2036     4.3553     0.43663       1.555     1.6232        0.099262        0.33525         0.1179
    -1.9353     -6.9725     4.4088     0.60772      2.4789     1.7983        -0.25591       -0.27267       0.098738
    -1.6536     -5.6579     4.3135     0.40116      1.2287     1.4883        -0.39459        0.16185       0.029149
    -1.8425      -6.644     4.5126     0.43563       1.546     1.4897        -0.32421       -0.16677        0.31199
    -1.8755     -6.7197     4.3279     0.50323      1.8145     1.6424       -0.064484       -0.10322        0.44391
    -1.5939     -5.4671     4.4853     0.51915      1.9221     1.4851         0.18895        0.26829        0.56961
    -1.9063     -6.6217     4.2999     0.50318      2.0261     1.8176         0.59062        0.67806       -0.10893
    -1.9783     -7.1258      4.447     0.59383      2.1991     1.7387         0.15949        0.14748       -0.33194
    -1.4388     -4.6558      3.911     0.40287      1.6114     1.4084        -0.10428       -0.41172        0.62423
    -1.5802     -5.3464     4.1721     0.50519      1.8406      1.844       -0.044625       0.032698        0.69408
    -1.7713     -6.2404     4.3595     0.41481      1.3054     1.4605         0.11568      -0.031387       0.087514
    -1.7807     -6.1562     4.2465     0.36534      1.3239      1.267        -0.29404       -0.27102      -0.023749
    -1.3713     -4.2488     4.0353     0.52592      2.0025      1.493        -0.49828     -0.0016485       -0.22399
    -1.7416     -6.0508     4.3007     0.43378      1.6207      1.477        -0.25479       -0.30728        -0.2674
    -1.8389     -6.2999     4.0145     0.55045      2.2516     1.5786         0.13523        0.30336        0.15165
    -1.4986     -5.3982     4.7143     0.38874      1.5092     1.3779         0.23855        0.25416       0.050795
    -1.6505     -5.5159     4.1705     0.46133      1.9576     1.7648       0.0012405      -0.040443       -0.26726
    -1.5214     -4.9777      4.066     0.44442      1.5881     1.3779         0.37671         0.5833        0.33077
     -1.856     -6.4529     4.2745     0.48391      1.6913     1.4827       -0.090906       0.062708        0.15927
    -1.9453     -7.0121     4.4702     0.63731      2.3196     1.7508        -0.16095       -0.19166        0.21444
    -1.2072     -3.7043     4.0023     0.43222      1.4531     1.3207        -0.20772      -0.098873       0.025776
    -1.7508     -6.2206     4.5091     0.43049      1.4399     1.4378         0.08352      -0.090042         0.2313
    -2.0755     -7.5079     4.4788     0.46527      1.7578     1.7587        -0.36172       -0.41518       0.057862
    -1.5728      -5.345     4.3783     0.36996      1.3474     1.3691         0.14376        0.35553       -0.38807
    -1.8712     -6.6945     4.6214     0.44349      1.4042     1.3866        -0.38685       -0.14401       0.098204
    -2.1144      -7.499     4.2192     0.48823      2.0015     1.5741        -0.11206        0.06657      -0.049129
    -1.6428     -5.5982     4.1096      0.4698      1.6969     1.5313        0.061568        0.28439        0.30261
    -1.5088     -5.1864     4.0784     0.49511      1.9752     1.5179        -0.31102         -0.293        0.20174
    -1.7617     -6.2438     4.5267     0.60823      2.5046     1.7891        -0.24386       -0.12532        0.25064
     -1.856     -6.7577     4.3682     0.43915       1.631     1.3033        -0.13655       -0.23863        0.39204
    -1.8173     -6.3507     3.8934     0.61994      2.3757     1.6373        -0.44609       -0.54737       -0.19985
    -1.9516     -6.8979     4.4733     0.51996      1.8337     1.7459        -0.64408      -0.033055       -0.32101
    -1.7282     -5.5716     3.6941     0.39916      1.4822     1.5712        -0.69431       -0.40664       -0.25793
    -1.5109     -5.0404     4.2547     0.47291      1.6306     1.5866        -0.30351      -0.094795      -0.093323
    -1.9616     -6.8717     4.3097     0.54056      2.0106     1.8236         0.37358        0.59575      -0.021198
    -1.3453     -4.3565     3.8647     0.41509      1.5654     1.4785          0.1863        0.10136         0.2559
    -1.6996     -5.9683     4.5428     0.46828      1.8109     1.7149        -0.14062       -0.10711        0.20668
     -2.009     -6.9704     4.0982       0.527      2.0024     1.3521          0.1724        0.33868       -0.20513
     -1.629     -5.5731      4.111     0.48717      1.7716       1.61         0.19021         0.4397       0.067849
    -1.5761     -5.5006     4.4053     0.53113      2.1899     1.7723         0.26569        0.34964        0.26991
     -1.925     -6.7398     4.3385     0.52082      2.0652     1.7066        0.069025       -0.19299       -0.20036
    -1.5913     -5.4434     4.5963     0.59281      2.4917     1.6746         0.13633        0.10257        0.15095
    -1.6479     -5.6536     4.2185     0.45706      1.5291     1.5211        -0.47924      -0.027877      -0.092683
    -1.9002     -6.8342     4.5898     0.44119      1.7977     1.2196        -0.80971       -0.73544       -0.19799
    -1.8362     -6.4636     4.3786     0.57062      2.1316     1.5873        0.082636        0.20396       -0.24664
