************************************************************
             mc_replic: 2400
             prune_tol: [1.000000000000000e-06 1.000000000000000e-04 0.010000000000000]
           data_burnin: 100
              x_burnin: 20
         Harvey_factor: 10
              loss_fct: [1×1 struct]
           cdfmvna_fct: "logmvncdf_ME"
               poolobj: [1×1 parallel.ProcessPool]
    physical_cores_nbr: 8
         computer_arch: 'maca64'
         parameter_set: 'DGP2'
              seed_nbr: 1.936362161000000e+09
           sample_size: 80
              filename: 'results_state_estimation_DGP2_T80_R2400_maca64'
               logfile: 'results/results_state_estimation_DGP2_T80_R2400_maca64.log'

************************************************************
Parameter Matrix G:
   0.537300000000000   0.263400000000000   0.102900000000000  -0.164900000000000
   0.201700000000000   0.581200000000000   0.322700000000000  -0.088600000000000
   0.119600000000000  -0.074900000000000   0.837100000000000   0.153000000000000
  -0.025100000000000  -0.028100000000000   0.019700000000000   0.352400000000000

Parameter Matrix F:
  -0.239100000000000  -0.169000000000000   0.074700000000000  -0.667600000000000
  -1.033900000000000  -0.888200000000000   0.599700000000000  -1.225600000000000
  -0.258800000000000  -0.525800000000000   1.031000000000000  -1.740200000000000

Parameter Matrix R:
     1     0     0     0
     0     1     0     0
     0     0     1     0
     0     0     0     1

Parameter Matrix mu_eps:
  -0.656900000000000
  -1.020100000000000
   0.744200000000000

Parameter Matrix Sigma_eps:
   1.0e-06 *

   0.577600000000000  -0.228000000000000  -0.091200000000000
  -0.228000000000000   0.525600000000000   0.425400000000000
  -0.091200000000000   0.425400000000000   0.430100000000000

Parameter Matrix mu_eta:
   0.785400000000000
  -1.487000000000000
  -0.070400000000000
  -0.676100000000000

Parameter Matrix Sigma_eta:
   0.005625000000000  -0.002625000000000  -0.046950000000000  -0.024225000000000
  -0.002625000000000   0.036946000000000   0.055552000000000   0.038710000000000
  -0.046950000000000   0.055552000000000   1.542924000000000  -0.305224000000000
  -0.024225000000000   0.038710000000000  -0.305224000000000   0.408611000000000

Parameter Matrix nu_eta:
     0
     0
     0
     0

Parameter Matrix Gamma_eta:
  41.833760994884727  -5.071538781670152   2.339524325024803   4.598162859417349
  -5.071538781670332   5.954231316364762  -0.571119358456840  -1.160646197129784
   2.339524325024809  -0.571119358456831   0.898979711057306   0.497112373889859
   4.598162859417370  -1.160646197129768   0.497112373889859   2.085990141138555

Parameter Matrix Delta_eta:
   0.207900000000000                   0                   0                   0
                   0   0.207900000000000                   0                   0
                   0                   0   0.207900000000000                   0
                   0                   0                   0   0.207900000000000

Parameter Matrix lambda_eta:
   0.890000000000000

Parameter Matrix sqrt_Sigma_eta:
   0.030782620863831   0.012104994553557  -0.044483856233044  -0.050518173900587
   0.012104994553556   0.176002677106077   0.047125296327186   0.060014441632220
  -0.044483856233043   0.047125296327186   1.228942982959905  -0.168592816022288
  -0.050518173900587   0.060014441632220  -0.168592816022288   0.611582899766662

************************************************************
************************************************************
          SUMMARY STATISTICS
    <strong>mean(y1)</strong>    <strong>sd(y1)</strong>     <strong>skew(y1)</strong>    <strong>mean(y2)</strong>    <strong>sd(y2)</strong>     <strong>skew(y2)</strong>     <strong>mean(y3)</strong>        <strong>sd(y3)</strong>        <strong>skew(y3)</strong>  
    -1.7875     -6.2654     4.5797     0.48415       1.986     1.6712        0.088322       -0.25405        0.33941
    -1.6301      -5.753     4.3151     0.52812       1.875      1.598        -0.54253       -0.30403       0.084448
     -1.957     -7.1382     4.1683     0.48267      2.0503     1.5472        -0.17612       -0.30318       -0.14572
    -1.4442     -4.6646     3.9073     0.45827      1.6381     1.4332        -0.23979       -0.55786       -0.15887
    -1.9257     -6.9479      4.459      0.3306      1.1311     1.2925        -0.24471      -0.029041       -0.44995
     -1.527     -5.2488     4.3104     0.40285      1.4532     1.4674        -0.37294         -0.211        0.19249
    -1.8024      -6.446     4.6097     0.37601      1.3471     1.4299       -0.097433       -0.11933        0.02779
    -1.6339     -5.4444     4.0697     0.44929      1.4458     1.4579        -0.29436       -0.17177       -0.30901
    -2.1353     -7.9442     4.6209     0.50499      1.9074     1.9405       -0.004723        0.23569         0.3116
    -1.8159     -6.5035     4.4565     0.40104      1.4573     1.4608         -0.3179      -0.016111        0.27403
    -1.8101     -6.2153     4.2107     0.41955      1.5983     1.4551        -0.19336        0.27067       -0.42148
    -1.6464     -5.4905     4.2824     0.35469      1.1823     1.2842         0.14965        0.18288        0.27779
    -1.4915     -4.9038     4.1644     0.38368      1.2718      1.422        -0.25724       -0.11953        0.10871
    -1.9029     -7.0954     4.6113     0.43281      1.6292     1.4108         0.20169        0.11688        0.23968
    -1.6977     -5.7829     4.0398     0.53499      2.0319     1.7411        -0.45049        0.28117      -0.087508
    -1.9357     -7.0014     4.2972     0.67102      2.8078     1.3959        -0.17304       -0.19412        0.03116
     -1.615     -5.4293     4.1672     0.47954      1.9029     1.3265        -0.20987        -0.2326      -0.018258
    -1.9394     -6.7515     4.1697     0.54509      2.0575     1.4995        -0.49094       -0.42267        0.17862
    -1.7583     -6.2291     4.4967     0.50772      1.9612     1.7717        -0.13972      -0.085752        0.11536
    -1.6741     -5.7692     4.2135     0.45886      1.6894     1.6657        -0.11805         0.4003       -0.35869
    -1.8815     -6.8148     4.5573     0.46187      1.7184     1.5285        -0.23259        0.19693       -0.27871
    -1.9397     -6.8733     4.3724     0.51345      1.9992     1.5816         0.23914        0.32014      -0.047019
    -1.4945     -5.0297     4.3971      0.5598      2.3532     1.3664        -0.28421       -0.22182       -0.38738
    -1.6372     -5.6719     4.3104     0.39641      1.3837     1.3493         0.21199        0.26331        0.15786
    -1.7332     -6.3523     4.5313      0.4351      1.5451     1.4056         -0.1312       -0.39529       0.097074
    -1.9507     -6.9155     4.4164     0.50188      2.0099     1.7522         0.22595       0.079587        0.38775
    -2.1155     -7.6698     4.6146     0.54152      2.2615     1.8496        -0.18296        -0.1626       0.029596
    -1.5619     -5.1842     4.2836     0.45351      1.5655     1.3499         0.17147        0.26681       -0.24573
    -1.8202     -6.4001     4.4534     0.46813      1.6514     1.8444        -0.13042       -0.10855        0.05014
    -1.6265     -5.6326     4.3044     0.47802      2.1466     1.8237         0.28314        0.48393       -0.37131
    -1.8964     -6.6895     4.4784     0.40286      1.5471     1.2558         0.29176        0.33261        0.31706
    -1.5029     -4.8309     3.9068     0.46575      1.6662      1.566         0.45864        0.67282       0.085722
    -1.6343     -5.8983     4.4211     0.44308      1.6914     1.4477       -0.050064        0.19325       0.023105
    -1.4559      -4.709     4.2677     0.38631      1.5588     1.4868        -0.54643       -0.51261        0.14182
    -1.4158     -4.8084     4.2252     0.37485      1.2838     1.3236        -0.37055        0.01312       -0.37325
    -1.6245     -5.6783     4.6268     0.59085      2.2381     1.2548          0.4844        0.62799        0.61112
    -1.5389     -5.0197     4.1747     0.36949      1.3679        1.3       -0.075612       0.094513         0.1508
      -1.73     -6.2951     4.4924     0.51271      2.0073     1.6896        -0.83023       -0.12385       -0.38487
    -1.5274      -5.065     4.1876     0.55637      1.9475     1.6056        0.065556         0.2074        -0.3166
    -1.5155     -4.8826     4.2016      0.5345      2.0889     1.5053        -0.18966     -0.0086171       0.052058
    -1.6863     -5.7066     4.3302     0.58417      2.2213     1.8494        -0.17304       -0.10915      -0.051879
    -1.8785     -6.8879     4.5566     0.38258      1.2921     1.3962       -0.072865      -0.047758        0.21542
    -1.7271     -5.9964     4.3024     0.51831       1.813     1.4261        -0.19004         0.2114        0.12657
    -1.7748      -6.219     4.4166     0.51021      1.7008     1.5114        0.033992        0.57374      -0.020437
    -1.6847     -5.6643     4.5127     0.62872      2.4026     1.4644         -1.2776        -1.2944        0.12865
    -1.7956     -6.6819     4.5934     0.46191      1.7594     1.6867        -0.34043        0.27527        0.30344
    -1.6167     -5.3852     4.0907     0.51708      1.8642     1.5377        -0.42583       -0.44165       -0.35625
    -1.5252     -5.1688     4.1145     0.43246       1.399     1.2405        -0.28872       -0.48861      -0.062659
    -1.8419     -6.3965     4.2723     0.40794      1.4259     1.3367        -0.47249       -0.60018       -0.27002
    -1.6459     -5.6457     4.3366     0.41094      1.3872     1.4353        -0.70332       -0.43212        -0.4787
     -1.667     -5.7689     4.3867      0.4103      1.5805     1.5524         0.18152        -0.1239        0.45538
    -1.5413     -5.2118     4.2565     0.38844       1.356     1.2943        -0.13414       -0.25304         0.0982
    -2.0145     -7.2831     4.5149     0.53608      2.0569      1.623         0.83643        0.93492        0.12119
    -1.5327     -5.1259     4.2044     0.49512      1.7898     1.5729       -0.060203       -0.28736      -0.032513
    -1.6667     -5.5572     3.9588     0.48012      1.6421      1.492         0.89518        0.65657       -0.18945
    -1.4047     -4.4148     3.9088     0.43556       1.534     1.5343           0.141        0.38253      -0.028351
    -1.5846     -5.2994     4.3162     0.65853      2.6819      1.747        0.018981        0.28825        0.15038
    -1.6816     -5.7145     4.1824     0.53873      1.9403     1.6875         -0.3931       -0.45448     -0.0042702
    -1.5383     -5.3104     4.4572     0.54148      2.1457     1.7871        -0.15725       -0.14288        0.39564
    -1.7443     -6.0441     4.2616     0.52658      1.8855     1.6473        -0.62346       -0.79115      -0.054843
    -1.4274      -4.693      4.271     0.38914      1.5083     1.4261        -0.40771       -0.33009       -0.12489
    -1.6226     -5.5866     4.2414      0.4852      1.7876     1.6188         -0.2867       -0.22889       -0.17097
    -1.9464     -7.3064     4.5459     0.58039      2.1904      1.561         0.21893        0.27631       0.050132
    -1.7775     -6.2474     4.2873     0.54086      1.9481     1.9987        -0.22992      -0.092265        0.24073
    -1.5154     -5.1551     4.1119     0.46513      1.6374     1.7913         0.21805        0.49961        0.62163
    -1.4267     -4.6438     4.1039      0.5746       2.162     1.5881         0.19665        0.28159       -0.53149
    -1.5034     -4.9905     4.1755     0.39348      1.3712     1.2389         0.15926       0.092814        0.54581
    -1.9425     -6.9688     4.3625     0.41314      1.5809     1.4614        -0.16932       -0.36802       -0.70087
    -1.3769     -4.4378     4.0358     0.50944       2.123     2.0025      -0.0017394       -0.40037        0.29671
    -1.6504     -5.7429     4.1263     0.46723      1.7089     1.4184         0.14925        0.24415        0.58605
    -1.7737     -6.3027     4.5547     0.44834      1.7914     1.4829         0.25207        0.53014      -0.017715
    -1.4624     -4.4978     3.5831     0.47901      1.8491     1.7089       -0.016799      0.0076168       -0.28627
    -1.6722     -5.7518     4.3814     0.49877      1.9604     1.4893        -0.37955       -0.39176        0.47684
    -2.1986     -7.9615     4.4361     0.42193       1.373     1.4244         0.27763        0.36754       -0.20458
    -1.5622     -5.2714     4.1131     0.54882      2.2419      1.765        0.034201        0.36387      -0.072508
    -1.8649     -6.5153     4.3795     0.40357      1.6634     1.5461        -0.18135      -0.048548         -0.182
     -1.785     -6.2554     4.4864     0.41966      1.5804     1.6396         0.39009        0.43237        0.41736
    -1.6733     -5.8455     4.3114     0.48313      1.6031     1.5269        -0.17261       -0.25478       -0.11669
    -1.7959       -6.24     4.4389      0.5126      1.9386     1.6645        -0.10849        0.27191        0.19342
    -1.6002     -5.5016     4.3128     0.44875      1.8922     1.5791       -0.055208       0.030013        0.44549
    -1.6417     -5.6103     4.0387     0.48732      1.8179     1.6232         0.25184        0.40723         0.1494
    -1.7112     -5.8067     4.1237     0.55628      2.1172     1.7705        -0.14395       -0.19959        0.11774
     -1.905     -6.4587     4.0771     0.36041      1.6172     1.5539        -0.53857      -0.074727       -0.37625
    -1.8928     -6.5415      4.249     0.50727      1.8697     1.4479        0.079083        0.20562       -0.38085
    -1.7564     -6.0647     4.2363     0.63624      2.8208     1.6526         -0.3668       -0.37205        0.49521
    -1.6394     -5.5664     4.2801     0.34629      1.2074     1.3958        -0.56335        0.12874      -0.099844
    -1.4081     -4.5694     4.0195     0.33992      1.1743     1.2449        -0.10839      -0.076298       0.076435
    -1.9273     -6.8629      4.603     0.55637      2.3031     1.7924        0.028673       0.045059       -0.12515
    -1.7997     -6.3334     4.4455      0.4876      1.8338     1.7171         0.37526        0.23149        0.51997
    -1.5106     -5.1201     4.0993     0.50747      2.0183     1.7407         0.15283        0.34692       0.056387
    -1.8367     -6.6501     4.3774     0.40838      1.5717     1.5978        -0.15182     -0.0037137       0.062764
    -1.7562     -6.0573     4.0302     0.48326      1.6746     1.3991         0.30791        0.39034        -0.1218
    -1.5052     -5.0821     4.2549     0.45506      1.7967     1.6203        -0.25309       0.070743       -0.69866
    -2.1097     -7.5319     4.2298      0.6416      2.4735     1.5034        -0.19964      -0.088727       -0.36541
     -1.742     -6.1409     4.5293     0.57364      2.2868     1.8024        -0.36749       -0.61503        0.28806
    -1.7169      -5.996      4.275     0.61498      2.4221     1.7152        -0.17525      0.0047701       -0.08561
    -1.5622     -5.0268     4.0773     0.43174      1.4764     1.6218        -0.37054      -0.078131       -0.22411
     -1.898     -6.8772       4.67     0.49715      1.9068     1.6616        -0.51244       -0.37199       -0.28374
    -2.0531     -7.4415     4.5398     0.52684      1.9934     1.7699        -0.16202       -0.11917        0.60828
    -1.9119     -6.8465     4.2028     0.41493      1.6648     1.4917        -0.27496       -0.27953        0.44556
    -1.6023     -5.2686     3.8111     0.47091      1.8005     1.7267         0.23142        0.35243        0.10209
     -1.623     -5.3091     4.2171     0.46936      1.6109     1.4757        -0.27697       -0.58444       -0.10721
    -1.8717     -6.7016     4.3222     0.42746      1.3969     1.3529       -0.048944      0.0081085       0.051874
    -1.3689     -4.5556     4.2061     0.42595      1.5198     1.3954          0.2218       0.020168        0.31596
     -1.583     -5.2944     3.8485     0.50673      2.0109     1.4018       -0.050498      -0.010548        0.40586
    -1.3536     -4.4459     4.0891      0.5673      2.1951     1.5013       -0.085235       0.069556        0.27839
    -1.6906     -5.7222     3.9856     0.42481      1.3462     1.4384       0.0021854        0.15109        0.10151
    -2.0165      -7.224     4.2475     0.44044      1.5704     1.3706        0.031957      -0.021021       0.039084
    -1.6143     -5.6565     4.0864     0.44754      1.7251     1.4197        -0.13661      -0.014852      0.0092525
    -1.8737      -6.891     4.7623     0.32737      1.1938     1.1455        -0.26041      -0.091119       -0.13388
    -1.4718     -5.2135     4.5631       0.464       1.787     1.6579        -0.48881       -0.75913        0.20261
    -2.0247     -7.6042     4.6794     0.49504      2.0264     1.7739         0.27687        0.72355       0.082156
     -1.886      -6.671     4.3508     0.52702      2.0502     1.7165        -0.38055       -0.55788       0.050293
    -1.6987     -5.8563     4.3347     0.57785      2.3589     1.6383        -0.16487       -0.16421       -0.24402
    -2.1396     -7.7969     4.4079      0.4414      1.8866     1.6959         0.13511        0.32052        0.18258
    -1.7233      -5.779     3.8745     0.36759      1.4031     1.5034         0.28728        0.36963       -0.19481
    -1.6433     -5.6126      4.088     0.55852      2.3403      1.568        -0.50592       -0.74667        0.70821
    -1.6908      -5.832     4.2745      0.4514      1.6427     1.3024        -0.39982       -0.48865       -0.18071
    -1.7864      -6.361     4.3955       0.483       1.833     1.8215       -0.005047        0.16428        0.38743
    -1.7501     -6.2527     4.6215     0.60613      2.7955     1.5974        -0.59284       -0.62275    -0.00045653
    -1.8298     -6.4268     4.4521     0.49082      1.8881     1.6255         0.06325       -0.06987       0.032037
     -1.616     -5.3333     3.8785     0.51596      1.7984     1.2925         0.70009        0.91787      -0.048523
    -1.2894     -3.9784     3.9066     0.44426      1.4545     1.3481          -0.338       -0.21484        0.21116
     -2.085     -7.7644     4.6584     0.51296      1.8661     1.6655        -0.35168       -0.41341        0.30506
    -1.7861     -6.4574     4.3446     0.44634      1.7554     1.4152         0.22372        0.37525       -0.11497
    -1.6669     -5.7874     4.1979     0.47157      1.6811      1.544        -0.54358       -0.32509       -0.34595
    -1.3961     -4.4837     4.1123     0.54011      2.0834     1.4769       -0.050508       -0.16145        0.13288
     -1.857     -6.4805     4.4084     0.50548      1.9803     1.8117         0.70784         0.7882       -0.28166
    -1.9998     -7.3233     4.4736      0.4471      1.7384     1.5569         0.14786       0.092882         0.8693
    -1.5773     -5.2713     4.1804     0.41748      1.5787     1.4543          -0.642       -0.58099        0.15054
    -1.8047      -6.532     4.4762     0.61606      2.5252     1.5499        -0.14696      -0.093065        0.22477
    -1.6691     -5.7165     4.3763     0.40862      1.5201     1.6026        -0.59196         -0.244         0.2748
     -2.004     -7.0793     4.6963     0.44684      1.6665     1.5259        -0.42962       -0.52829      -0.010747
    -1.7933     -6.5084     4.5166     0.44305      1.4546       1.62          -0.566       -0.31676      -0.060948
    -1.7215     -6.0114     4.2941     0.44678      1.7564     1.5384       -0.025267        0.11805        0.24039
    -1.6624     -5.4857     4.1445     0.52187      2.0604     1.4959        -0.74427       -0.11198        0.24144
    -1.8724      -6.566     4.4692     0.52084      1.9626     1.5285         0.38796        0.46204       -0.29779
    -1.4364     -4.6083     3.8748      0.4345      1.5457     1.4894        -0.11377       -0.34733     -0.0022877
    -1.7347     -6.1517     4.2759     0.62411      2.4681     1.9769         0.19841        0.12656        0.53221
    -1.4551     -4.5668     4.0192     0.44875      1.4973     1.4656         0.13344        0.34563        0.34416
    -1.4188     -4.7379     4.4111     0.45598      1.8478     1.4685        -0.19757      -0.076642       0.060834
    -1.7226     -5.9295     4.4288     0.40977      1.5641     1.3687         0.15368        0.45703       -0.27413
    -1.9135     -6.7636     4.2796     0.50573      1.6006     1.5841        -0.25304      -0.051999       -0.18754
    -2.0071     -7.1307     4.3287     0.50479      2.1186     1.7427          0.2205        0.20842      0.0067225
    -1.5102     -4.9295     3.9672     0.59233      2.1708     1.6502         0.03128        0.15126        0.44372
    -1.2905     -4.1506     4.0869     0.48606      1.8545     1.4569        -0.16561       0.038281       -0.23713
    -1.9333     -6.8941     4.4273     0.45052      1.5499     1.6255        -0.36649       -0.13556        0.11784
     -1.755     -6.0796     4.4041     0.46858      1.7412     1.7383         0.14328        0.70073        0.33237
    -1.7054     -5.8051      4.192     0.45291      1.6188     1.5582        -0.53498        -0.7027       0.084121
    -1.6626     -5.8308     4.3736     0.41918      1.6203     1.4482        0.082303       0.025289       -0.12129
    -1.5961     -5.4962     4.4242     0.44126      1.7588     1.7251       -0.045707       -0.44032        0.25274
    -1.6258     -5.4485     4.1728     0.47661      1.9622     1.5491       -0.017225        0.19089       -0.23054
    -1.7049     -5.8378      4.187     0.40069      1.3728     1.5125         0.38327        0.97924        0.18873
    -1.7363     -5.9064     4.3454     0.56829      2.1772     1.6334        -0.56478        -1.0483       0.032599
    -1.7421     -6.0925     4.3551     0.46533      1.5793     1.4638         -0.1034       0.033869        0.10982
    -1.8031     -6.5533     4.5144     0.61718       2.571      1.723       -0.073399      -0.091942         -0.231
    -1.8125     -6.5323      4.542      0.4771      2.0577     1.6545        -0.27117       -0.37993      -0.077903
    -1.6759     -5.9793     4.3868     0.38962      1.3003     1.3582        -0.37626      0.0037332        0.13138
    -1.6542     -5.6016     4.1579     0.43229      1.5731     1.5115       -0.074096        0.43387       -0.45505
    -1.3643     -4.3736     3.9134     0.49806      1.7767     1.4893        -0.19968       -0.25458      -0.057255
    -1.7818     -6.0955     4.3033     0.49058      1.7628     1.5462       -0.042622       -0.17805       -0.36479
    -1.6088     -5.4367      4.132     0.47818      1.4708     1.3582        -0.32141       -0.12454       -0.20231
    -1.9191       -7.11     4.5909     0.49359      1.9204      1.854        -0.76684       -0.75723        0.30664
    -1.6439     -5.6065       4.42     0.54585      2.2118     1.2798         0.25169        0.21423       0.040889
    -1.3254     -4.3905     3.9636     0.47102      1.9305      1.892        -0.44719       -0.33196      -0.067976
    -1.5337     -5.2512     4.2696     0.38207      1.5078     1.3375        -0.16107       -0.55049       0.030974
    -1.3623     -4.4883     4.3068     0.57561      2.2422     1.8072        -0.45413       -0.26835      -0.082018
    -2.0202      -7.546     4.6618     0.37882      1.3979     1.3632         0.34715        0.72839        0.85088
     -1.944     -7.1559     4.5701     0.41485      1.4441     1.3613       -0.090856       -0.16982       0.026863
    -1.6504     -5.8111     4.5684     0.47021      1.6278     1.5575       -0.012325        0.38549        0.45119
    -1.8592     -6.5914     4.3185     0.49661      1.7007     1.5614        -0.24284       -0.12879       -0.11564
    -1.8544     -6.6535     4.5139     0.63313      2.3109     1.6806      -0.0019874     -0.0047353        0.43033
    -1.9802      -6.954     4.0591     0.56493      2.2188     1.6711         0.42595        0.68052       -0.10825
     -1.447     -4.8604     3.9252     0.47625      1.9238     1.5724        -0.54194        -0.4605        -0.1051
    -1.9575     -7.1269     4.7066     0.59069      2.4766     1.7845        -0.11769      -0.067793        0.13563
    -1.6968     -6.0281     4.5035      0.3678       1.195     1.3494         0.10835      -0.016399      -0.058025
    -1.4613     -4.7317      4.145     0.57571      2.2711     1.5675        -0.78538       -0.71046       -0.17429
     -1.637     -5.6736      3.956     0.44333       1.664     1.4356         -0.1414       -0.39511        0.26857
    -1.5915     -5.3569     4.0894     0.54408      2.2618      1.818        -0.14861       -0.26585      -0.056179
    -1.9643     -7.2001     4.5415      0.4964      1.9826      1.754        -0.32583      -0.062342        0.12035
    -1.9263     -6.8423     4.3512     0.40131      1.4279     1.5916        -0.26426      -0.071437        0.18023
    -1.7436     -6.1372     4.4197     0.38344      1.3709     1.3797          0.1601           0.42        0.29916
    -1.8994     -6.6951     4.3339     0.46195      1.7552     1.5796         0.29699        0.39847       -0.45931
    -1.5456     -5.1952     4.4266     0.51656      1.9945     1.5781        -0.35778       -0.60596        0.56493
    -1.6373     -5.5611     4.2784     0.40578      1.5525     1.4111        -0.17483      -0.095499        0.25997
    -1.7367     -6.0039     4.3798     0.53592      2.2885       1.76        -0.50657       -0.72233        0.45059
    -1.4909     -4.8943     3.9919     0.41304      1.3681     1.3458        -0.20994      -0.026221       -0.14658
     -1.803     -6.5115     4.5687     0.48071      2.0158     1.5871       0.0047542       0.064522     -0.0095564
