dataset_id,T,parameter_type,shock,value,exitflag
25,200,skew,eta_r,0.423146391661946,2
26,200,stderr,eta_a,2.45625857505717,2
26,200,stderr,eta_e,0.0204911173865531,2
26,200,stderr,eta_z,0.776648806223313,2
26,200,stderr,eta_r,0.285618743578478,2
26,200,skew,eta_a,-0.0578620299033365,2
26,200,skew,eta_e,-0.585641471276264,2
26,200,skew,eta_z,-0.52359755879062,2
26,200,skew,eta_r,0.720066819491729,2
27,200,stderr,eta_a,2.48554289235418,2
27,200,stderr,eta_e,0.022383705817721,2
27,200,stderr,eta_z,0.775650782764199,2
27,200,stderr,eta_r,0.292163192774557,2
27,200,skew,eta_a,0.000119002394970005,2
27,200,skew,eta_e,-0.720361323444774,2
27,200,skew,eta_z,-0.691595768008767,2
27,200,skew,eta_r,0.594004191333571,2
28,200,stderr,eta_a,2.51636316332608,2
28,200,stderr,eta_e,0.0228061809727381,2
28,200,stderr,eta_z,0.742882755137897,2
28,200,stderr,eta_r,0.288919090538614,2
28,200,skew,eta_a,-0.319470492022944,2
28,200,skew,eta_e,-0.523537769735652,2
28,200,skew,eta_z,-0.93589245862794,2
28,200,skew,eta_r,0.589645243468017,2
29,200,stderr,eta_a,2.52454502285365,2
29,200,stderr,eta_e,0.0204972986005286,2
29,200,stderr,eta_z,0.795065704308752,2
29,200,stderr,eta_r,0.272806680990783,2
29,200,skew,eta_a,-0.139005227141755,2
29,200,skew,eta_e,-0.43815787025732,2
29,200,skew,eta_z,-0.995270638679525,2
29,200,skew,eta_r,0.517917563344033,2
30,200,stderr,eta_a,2.45598556039388,2
30,200,stderr,eta_e,0.0226409444865676,2
30,200,stderr,eta_z,0.775830551584945,2
30,200,stderr,eta_r,0.283400286635855,2
30,200,skew,eta_a,-0.434925335467293,2
30,200,skew,eta_e,-0.752866678520394,2
30,200,skew,eta_z,-0.99527054342673,2
30,200,skew,eta_r,0.727584420792991,2
31,200,stderr,eta_a,2.5232,2
31,200,stderr,eta_e,0.0212,2
31,200,stderr,eta_z,0.79,2
31,200,stderr,eta_r,0.2838,2
31,200,skew,eta_a,0,2
31,200,skew,eta_e,-0.4,2
31,200,skew,eta_z,-0.8,2
31,200,skew,eta_r,0.55,2
32,200,stderr,eta_a,2.54308796933863,2
32,200,stderr,eta_e,0.0190907000476375,2
32,200,stderr,eta_z,0.792120804771507,2
32,200,stderr,eta_r,0.292407467808114,2
32,200,skew,eta_a,0.0616043431111003,2
32,200,skew,eta_e,-0.842961046566348,2
32,200,skew,eta_z,-0.889010514899726,2
32,200,skew,eta_r,0.491346331781784,2
33,200,stderr,eta_a,2.47071837013916,2
33,200,stderr,eta_e,0.0220375551205832,2
33,200,stderr,eta_z,0.770826279897797,2
33,200,stderr,eta_r,0.293287847229077,2
33,200,skew,eta_a,0.00635432836897824,2
33,200,skew,eta_e,-0.935527639014433,2
33,200,skew,eta_z,-0.720225754174117,2
33,200,skew,eta_r,0.649705715623622,2
34,200,stderr,eta_a,2.55724989747133,2
34,200,stderr,eta_e,0.0224688420785773,2
34,200,stderr,eta_z,0.806265276763078,2
34,200,stderr,eta_r,0.284783667223128,2
34,200,skew,eta_a,0.0403585656802847,2
34,200,skew,eta_e,-0.812830247172618,2
34,200,skew,eta_z,-0.977381268654082,2
34,200,skew,eta_r,0.712927416600941,2
35,200,stderr,eta_a,2.50593561106745,2
35,200,stderr,eta_e,0.0220842158689339,2
35,200,stderr,eta_z,0.758526671455011,2
35,200,stderr,eta_r,0.292566654999551,2
35,200,skew,eta_a,-0.0622103482056134,2
35,200,skew,eta_e,-0.409527412659654,2
35,200,skew,eta_z,-0.995270081704731,2
35,200,skew,eta_r,0.813919548711283,2
36,200,stderr,eta_a,2.41573786766998,2
36,200,stderr,eta_e,0.0219988630552507,2
36,200,stderr,eta_z,0.792423614647345,2
36,200,stderr,eta_r,0.28067947054513,2
36,200,skew,eta_a,-0.0309772035644444,2
36,200,skew,eta_e,-0.29830417856536,2
36,200,skew,eta_z,-0.951216777279375,2
36,200,skew,eta_r,0.366712417172417,2
37,200,stderr,eta_a,2.58188416672141,2
37,200,stderr,eta_e,0.0202894592562069,2
37,200,stderr,eta_z,0.796075613241942,2
37,200,stderr,eta_r,0.28574998712363,2
37,200,skew,eta_a,-0.150093767427751,2
37,200,skew,eta_e,-0.270287252075185,2
37,200,skew,eta_z,-0.822561156903795,2
37,200,skew,eta_r,0.551579581135765,2
38,200,stderr,eta_a,2.61570362906005,2
38,200,stderr,eta_e,0.0183623483970722,2
38,200,stderr,eta_z,0.831889135455966,2
38,200,stderr,eta_r,0.291282493703025,2
38,200,skew,eta_a,0.00967583953658861,2
38,200,skew,eta_e,-0.560886827997389,2
38,200,skew,eta_z,-0.970519901602813,2
38,200,skew,eta_r,0.547925637290324,2
39,200,stderr,eta_a,2.56204415416682,2
39,200,stderr,eta_e,0.0208970567260628,2
39,200,stderr,eta_z,0.760434827744159,2
39,200,stderr,eta_r,0.287076865806516,2
39,200,skew,eta_a,-0.128431416123176,2
39,200,skew,eta_e,-0.341073146321096,2
39,200,skew,eta_z,-0.989052078852736,2
39,200,skew,eta_r,0.793421012786023,2
40,200,stderr,eta_a,2.52341922951864,2
40,200,stderr,eta_e,0.0240833053980677,2
40,200,stderr,eta_z,0.751192006626203,2
40,200,stderr,eta_r,0.287477914533533,2
40,200,skew,eta_a,-0.379119910159356,2
40,200,skew,eta_e,-0.738052973276676,2
40,200,skew,eta_z,-0.995271175712335,2
40,200,skew,eta_r,0.749942722456024,2
41,200,stderr,eta_a,2.54690089124784,2
41,200,stderr,eta_e,0.0212445594181168,2
41,200,stderr,eta_z,0.777191930244948,2
41,200,stderr,eta_r,0.300488422914201,2
41,200,skew,eta_a,0.000958018083256452,2
41,200,skew,eta_e,-0.635853926289769,2
41,200,skew,eta_z,-0.885500314185534,2
41,200,skew,eta_r,0.86837212302992,2
42,200,stderr,eta_a,2.5232,2
42,200,stderr,eta_e,0.0212,2
42,200,stderr,eta_z,0.79,2
42,200,stderr,eta_r,0.2838,2
42,200,skew,eta_a,0,2
42,200,skew,eta_e,-0.4,2
42,200,skew,eta_z,-0.8,2
42,200,skew,eta_r,0.55,2
43,200,stderr,eta_a,2.53330510996952,2
43,200,stderr,eta_e,0.0203794417349889,2
43,200,stderr,eta_z,0.789022539921103,2
43,200,stderr,eta_r,0.283545772258824,2
43,200,skew,eta_a,0.0127917213890048,2
43,200,skew,eta_e,-0.987430554427485,2
43,200,skew,eta_z,-0.993363294440906,2
43,200,skew,eta_r,0.646403140637964,2
44,200,stderr,eta_a,2.55199367521795,2
44,200,stderr,eta_e,0.0211992218160719,2
44,200,stderr,eta_z,0.780751344107072,2
44,200,stderr,eta_r,0.286688628751098,2
44,200,skew,eta_a,-0.459026202140602,2
44,200,skew,eta_e,-0.372711877385632,2
44,200,skew,eta_z,-0.784300093847543,2
44,200,skew,eta_r,0.592430368834443,2
45,200,stderr,eta_a,2.53665081717265,2
45,200,stderr,eta_e,0.0226926244571654,2
45,200,stderr,eta_z,0.759714861666657,2
45,200,stderr,eta_r,0.284630995961061,2
45,200,skew,eta_a,0.1390404141697,2
45,200,skew,eta_e,-0.204719113424206,2
45,200,skew,eta_z,-0.995267535387513,2
45,200,skew,eta_r,0.744847774873027,2
46,200,stderr,eta_a,2.56309722497538,2
46,200,stderr,eta_e,0.0205403336109232,2
46,200,stderr,eta_z,0.811150320272864,2
46,200,stderr,eta_r,0.289762033779367,2
46,200,skew,eta_a,0.00386819950738313,2
46,200,skew,eta_e,-0.105391602291491,2
46,200,skew,eta_z,-0.835500421502742,2
46,200,skew,eta_r,0.340772628671364,2
47,200,stderr,eta_a,2.48997539973026,2
47,200,stderr,eta_e,0.0202545096588361,2
47,200,stderr,eta_z,0.845051209079054,2
47,200,stderr,eta_r,0.275981202610465,2
47,200,skew,eta_a,-0.203395605145461,2
47,200,skew,eta_e,-0.327973841807739,2
47,200,skew,eta_z,-0.971267883248955,2
47,200,skew,eta_r,0.61790993078016,2
48,200,stderr,eta_a,2.50772792620458,2
48,200,stderr,eta_e,0.0216843695427764,2
48,200,stderr,eta_z,0.756703002849787,2
48,200,stderr,eta_r,0.286759209375395,2
48,200,skew,eta_a,0.000973553414026459,2
48,200,skew,eta_e,-0.28260494458192,2
48,200,skew,eta_z,-0.976671486379226,2
48,200,skew,eta_r,0.492529762095149,2
49,200,stderr,eta_a,2.5232,2
49,200,stderr,eta_e,0.0212,2
49,200,stderr,eta_z,0.79,2
49,200,stderr,eta_r,0.2838,2
49,200,skew,eta_a,0,2
49,200,skew,eta_e,-0.4,2
49,200,skew,eta_z,-0.8,2
49,200,skew,eta_r,0.55,2
50,200,stderr,eta_a,2.62043479099259,2
50,200,stderr,eta_e,0.0196563852144215,2
50,200,stderr,eta_z,0.795283354105747,2
50,200,stderr,eta_r,0.289294463677746,2
50,200,skew,eta_a,-0.482481200681709,2
50,200,skew,eta_e,-0.41386108165982,2
50,200,skew,eta_z,-0.908391527706714,2
50,200,skew,eta_r,0.665957242311721,2
51,200,stderr,eta_a,2.41655719206242,2
51,200,stderr,eta_e,0.0217009602312706,2
51,200,stderr,eta_z,0.781414075449252,2
51,200,stderr,eta_r,0.295048934674018,2
51,200,skew,eta_a,0.000648422145047243,2
51,200,skew,eta_e,-0.301492514055063,2
51,200,skew,eta_z,-0.995222210737703,2
51,200,skew,eta_r,0.678400458156093,2
52,200,stderr,eta_a,2.55306006597478,2
52,200,stderr,eta_e,0.0216669437548498,2
52,200,stderr,eta_z,0.775481960097701,2
52,200,stderr,eta_r,0.275819977351195,2
52,200,skew,eta_a,0.000296062215553162,2
52,200,skew,eta_e,-0.269633576269216,2
52,200,skew,eta_z,-0.901791401490445,2
52,200,skew,eta_r,0.648107670740335,2
53,200,stderr,eta_a,2.52169715473919,2
53,200,stderr,eta_e,0.0202036690508046,2
53,200,stderr,eta_z,0.823580560343447,2
53,200,stderr,eta_r,0.267051403434522,2
53,200,skew,eta_a,0.0112917505083503,2
53,200,skew,eta_e,-0.907897772713064,2
53,200,skew,eta_z,-0.850445952952837,2
53,200,skew,eta_r,0.621832417775925,2
54,200,stderr,eta_a,2.50898529466372,2
54,200,stderr,eta_e,0.0203640984962292,2
54,200,stderr,eta_z,0.816644337353144,2
54,200,stderr,eta_r,0.286966891457132,2
54,200,skew,eta_a,-0.233692553917033,2
54,200,skew,eta_e,-0.401821366368314,2
54,200,skew,eta_z,-0.668626204165059,2
54,200,skew,eta_r,0.72272051356617,2
55,200,stderr,eta_a,2.53840950883023,2
55,200,stderr,eta_e,0.0212269436555687,2
55,200,stderr,eta_z,0.807850503856585,2
55,200,stderr,eta_r,0.282458314908469,2
55,200,skew,eta_a,-0.309107112701396,2
55,200,skew,eta_e,-0.213461346386426,2
55,200,skew,eta_z,-0.971655835783407,2
55,200,skew,eta_r,0.53683725628517,2
56,200,stderr,eta_a,2.50041426664825,2
56,200,stderr,eta_e,0.0211721806659362,2
56,200,stderr,eta_z,0.768574123917442,2
56,200,stderr,eta_r,0.282978004826162,2
56,200,skew,eta_a,-0.0123687426613421,2
56,200,skew,eta_e,-0.147625274348231,2
56,200,skew,eta_z,-0.935746311875241,2
56,200,skew,eta_r,0.658963322410021,2
57,200,stderr,eta_a,2.49772446478848,2
57,200,stderr,eta_e,0.0218233351752728,2
57,200,stderr,eta_z,0.768317164644925,2
57,200,stderr,eta_r,0.279087050765811,2
57,200,skew,eta_a,-0.0431558498767181,2
57,200,skew,eta_e,-0.461448543599123,2
57,200,skew,eta_z,-0.815926365131189,2
57,200,skew,eta_r,0.711181651852763,2
58,200,stderr,eta_a,2.67293655757145,2
58,200,stderr,eta_e,0.0192512824491537,2
58,200,stderr,eta_z,0.839278047095013,2
58,200,stderr,eta_r,0.281374652911776,2
58,200,skew,eta_a,0.0153559293856466,2
58,200,skew,eta_e,-0.845659706746755,2
58,200,skew,eta_z,-0.908497496147936,2
58,200,skew,eta_r,0.416572511676312,2
59,200,stderr,eta_a,2.61166557388605,2
59,200,stderr,eta_e,0.020248023036151,2
59,200,stderr,eta_z,0.784529427833265,2
59,200,stderr,eta_r,0.286359419983567,2
59,200,skew,eta_a,-0.312209816049981,2
59,200,skew,eta_e,-0.740675139860804,2
59,200,skew,eta_z,-0.987684466402067,2
59,200,skew,eta_r,0.594738261859794,2
60,200,stderr,eta_a,2.5232,2
60,200,stderr,eta_e,0.0212,2
60,200,stderr,eta_z,0.79,2
60,200,stderr,eta_r,0.2838,2
60,200,skew,eta_a,0,2
60,200,skew,eta_e,-0.4,2
60,200,skew,eta_z,-0.8,2
60,200,skew,eta_r,0.55,2
61,200,stderr,eta_a,2.50220185230329,2
61,200,stderr,eta_e,0.0216280021512498,2
61,200,stderr,eta_z,0.824789865988235,2
61,200,stderr,eta_r,0.287357730530103,2
61,200,skew,eta_a,-0.358499647330303,2
61,200,skew,eta_e,-0.376348801699948,2
61,200,skew,eta_z,-0.994498745688505,2
61,200,skew,eta_r,0.59478671139602,2
62,200,stderr,eta_a,2.58193210234823,2
62,200,stderr,eta_e,0.0203247411225649,2
62,200,stderr,eta_z,0.811873288388702,2
62,200,stderr,eta_r,0.287779950664086,2
62,200,skew,eta_a,-0.243129829002553,2
62,200,skew,eta_e,-0.638387727172795,2
62,200,skew,eta_z,-0.831000591922767,2
62,200,skew,eta_r,0.73383969546232,2
63,200,stderr,eta_a,2.45871278405044,2
63,200,stderr,eta_e,0.0224510254951296,2
63,200,stderr,eta_z,0.786001320468363,2
63,200,stderr,eta_r,0.28105757855856,2
63,200,skew,eta_a,0.00370039023122698,2
63,200,skew,eta_e,-0.767105715221046,2
63,200,skew,eta_z,-0.78611016398328,2
63,200,skew,eta_r,0.678215761140792,2
64,200,stderr,eta_a,2.50689924488943,2
64,200,stderr,eta_e,0.0205439458813563,2
64,200,stderr,eta_z,0.762410282685376,2
64,200,stderr,eta_r,0.289850141143812,2
64,200,skew,eta_a,-0.145697059560365,2
64,200,skew,eta_e,-0.411806673350858,2
64,200,skew,eta_z,-0.995270910795835,2
64,200,skew,eta_r,0.768308118234885,2
65,200,stderr,eta_a,2.55338958297701,2
65,200,stderr,eta_e,0.0182744058576978,2
65,200,stderr,eta_z,0.833487195654448,2
65,200,stderr,eta_r,0.297929646765099,2
65,200,skew,eta_a,-0.257183769420193,2
65,200,skew,eta_e,-0.776462458994245,2
65,200,skew,eta_z,-0.778994511138248,2
65,200,skew,eta_r,0.864764415835027,2
66,200,stderr,eta_a,2.5232,2
66,200,stderr,eta_e,0.0212,2
66,200,stderr,eta_z,0.79,2
66,200,stderr,eta_r,0.2838,2
66,200,skew,eta_a,0,2
66,200,skew,eta_e,-0.4,2
66,200,skew,eta_z,-0.8,2
66,200,skew,eta_r,0.55,2
67,200,stderr,eta_a,2.51869613067796,2
67,200,stderr,eta_e,0.0206501262889325,2
67,200,stderr,eta_z,0.819799389699488,2
67,200,stderr,eta_r,0.284177305786039,2
67,200,skew,eta_a,-0.0151643037629162,2
67,200,skew,eta_e,-0.0921343828590673,2
67,200,skew,eta_z,-0.986710804499572,2
67,200,skew,eta_r,0.54361550705425,2
68,200,stderr,eta_a,2.53964220005767,2
68,200,stderr,eta_e,0.0196024060532768,2
68,200,stderr,eta_z,0.788038498496387,2
68,200,stderr,eta_r,0.282165700495142,2
68,200,skew,eta_a,0.0151389153606166,2
68,200,skew,eta_e,-0.75501459003368,2
68,200,skew,eta_z,-0.871412853739453,2
68,200,skew,eta_r,0.540775156095662,2
69,200,stderr,eta_a,2.4913582945699,2
69,200,stderr,eta_e,0.0201756443189782,2
69,200,stderr,eta_z,0.79338179002419,2
69,200,stderr,eta_r,0.278618108832326,2
69,200,skew,eta_a,0.000178682445160304,2
69,200,skew,eta_e,-0.392418782535017,2
69,200,skew,eta_z,-0.947230296531947,2
69,200,skew,eta_r,0.48505342214156,2
70,200,stderr,eta_a,2.5055316685658,2
70,200,stderr,eta_e,0.0196788886612694,2
70,200,stderr,eta_z,0.869793243434613,2
70,200,stderr,eta_r,0.280901689925212,2
70,200,skew,eta_a,-0.457089239270093,2
70,200,skew,eta_e,-0.606013773701771,2
70,200,skew,eta_z,-0.900917779360543,2
70,200,skew,eta_r,0.798253163280121,2
71,200,stderr,eta_a,2.45760856384941,2
71,200,stderr,eta_e,0.0228407630358701,2
71,200,stderr,eta_z,0.763580956917973,2
71,200,stderr,eta_r,0.28271233253518,2
71,200,skew,eta_a,0.00016306816220198,2
71,200,skew,eta_e,-0.498071910990412,2
71,200,skew,eta_z,-0.983735464596037,2
71,200,skew,eta_r,0.574986510971024,2
72,200,stderr,eta_a,2.42973536602745,2
72,200,stderr,eta_e,0.0235687626396022,2
72,200,stderr,eta_z,0.791490144174972,2
72,200,stderr,eta_r,0.286897445990093,2
72,200,skew,eta_a,-0.160013036778755,2
72,200,skew,eta_e,-0.405462980744212,2
72,200,skew,eta_z,-0.97623023779263,2
72,200,skew,eta_r,0.720831458479879,2
73,200,stderr,eta_a,2.48953834802867,2
73,200,stderr,eta_e,0.0208202819781515,2
73,200,stderr,eta_z,0.779377427113574,2
73,200,stderr,eta_r,0.285799914907079,2
73,200,skew,eta_a,0.00105407310454938,2
73,200,skew,eta_e,-0.490262016074949,2
73,200,skew,eta_z,-0.971780208227159,2
73,200,skew,eta_r,0.48738340414448,2
74,200,stderr,eta_a,2.58333571412132,2
74,200,stderr,eta_e,0.0171817972542817,2
74,200,stderr,eta_z,0.847103703933137,2
74,200,stderr,eta_r,0.282992433056208,2
74,200,skew,eta_a,0.111259065123253,2
74,200,skew,eta_e,-0.30594480131864,2
74,200,skew,eta_z,-0.994960735352945,2
74,200,skew,eta_r,0.659134114496074,2
75,200,stderr,eta_a,2.45377312675688,2
75,200,stderr,eta_e,0.0218312635874724,2
75,200,stderr,eta_z,0.811187516675865,2
75,200,stderr,eta_r,0.282719744850217,2
75,200,skew,eta_a,2.21413030826569e-05,2
75,200,skew,eta_e,-0.737240791812783,2
75,200,skew,eta_z,-0.961583708180255,2
75,200,skew,eta_r,0.43863857091176,2
76,200,stderr,eta_a,2.51047843419374,2
76,200,stderr,eta_e,0.0195715411123464,2
76,200,stderr,eta_z,0.799912710876306,2
76,200,stderr,eta_r,0.276871273463584,2
76,200,skew,eta_a,-0.0840700270401444,2
76,200,skew,eta_e,-0.153354311070265,2
76,200,skew,eta_z,-0.994371928450563,2
76,200,skew,eta_r,0.444634039302384,2
77,200,stderr,eta_a,2.5232,2
77,200,stderr,eta_e,0.0212,2
77,200,stderr,eta_z,0.79,2
77,200,stderr,eta_r,0.2838,2
77,200,skew,eta_a,0,2
77,200,skew,eta_e,-0.4,2
77,200,skew,eta_z,-0.8,2
77,200,skew,eta_r,0.55,2
