dataset_id,T,parameter_type,shock,value,exitflag
13,200,stderr,eta_e,0.0220136850943493,2
13,200,stderr,eta_z,0.752677873657644,2
13,200,stderr,eta_r,0.28535741348118,2
14,200,stderr,eta_a,2.50983076190382,2
14,200,stderr,eta_e,0.0200675893571556,2
14,200,stderr,eta_z,0.814786267155181,2
14,200,stderr,eta_r,0.27640277915927,2
15,200,stderr,eta_a,2.50043265011854,2
15,200,stderr,eta_e,0.0205897246394024,2
15,200,stderr,eta_z,0.801444506398994,2
15,200,stderr,eta_r,0.28159444929687,2
16,200,stderr,eta_a,2.61150329848349,2
16,200,stderr,eta_e,0.0188169491952481,2
16,200,stderr,eta_z,0.819756057322098,2
16,200,stderr,eta_r,0.285352391705565,2
17,200,stderr,eta_a,2.56167817127273,2
17,200,stderr,eta_e,0.0222975333024308,2
17,200,stderr,eta_z,0.757544423640822,2
17,200,stderr,eta_r,0.281184219824338,2
18,200,stderr,eta_a,2.46192229790071,2
18,200,stderr,eta_e,0.0218128975308065,2
18,200,stderr,eta_z,0.784110315905947,2
18,200,stderr,eta_r,0.28493372142167,2
19,200,stderr,eta_a,2.54870852056853,2
19,200,stderr,eta_e,0.0205403573700322,2
19,200,stderr,eta_z,0.768327394940481,2
19,200,stderr,eta_r,0.280601960691228,2
20,200,stderr,eta_a,2.64890743215247,2
20,200,stderr,eta_e,0.0191404155722637,2
20,200,stderr,eta_z,0.820082911854897,2
20,200,stderr,eta_r,0.273202584799413,2
21,200,stderr,eta_a,2.55374910402432,2
21,200,stderr,eta_e,0.0225093959879776,2
21,200,stderr,eta_z,0.765749941899727,2
21,200,stderr,eta_r,0.288888229779514,2
22,200,stderr,eta_a,2.46207489367556,2
22,200,stderr,eta_e,0.0220855678830425,2
22,200,stderr,eta_z,0.747200136304368,2
22,200,stderr,eta_r,0.286581170040439,2
23,200,stderr,eta_a,2.45211280486448,2
23,200,stderr,eta_e,0.0224568052702121,2
23,200,stderr,eta_z,0.748791658289916,2
23,200,stderr,eta_r,0.283827909909709,2
24,200,stderr,eta_a,2.56965272155638,2
24,200,stderr,eta_e,0.0206215219103723,2
24,200,stderr,eta_z,0.763228946272166,2
24,200,stderr,eta_r,0.277684511235633,2
25,200,stderr,eta_a,2.50440226408362,2
25,200,stderr,eta_e,0.0219628014501141,2
25,200,stderr,eta_z,0.777651661368712,2
25,200,stderr,eta_r,0.280675069851089,2
26,200,stderr,eta_a,2.58646036180944,2
26,200,stderr,eta_e,0.0184061066335109,2
26,200,stderr,eta_z,0.83513854700522,2
26,200,stderr,eta_r,0.286338497769883,2
27,200,stderr,eta_a,2.45875859070559,2
27,200,stderr,eta_e,0.0226501781770556,2
27,200,stderr,eta_z,0.7557264974424,2
27,200,stderr,eta_r,0.284486433198269,2
28,200,stderr,eta_a,2.52227056616001,2
28,200,stderr,eta_e,0.0193184626651902,2
28,200,stderr,eta_z,0.851696772446139,2
28,200,stderr,eta_r,0.291915045330572,2
29,200,stderr,eta_a,2.45791801870237,2
29,200,stderr,eta_e,0.0205395920578021,2
29,200,stderr,eta_z,0.784650736049348,2
29,200,stderr,eta_r,0.291692349638442,2
30,200,stderr,eta_a,2.57214705982501,2
30,200,stderr,eta_e,0.0194971525209687,2
30,200,stderr,eta_z,0.783500726228458,2
30,200,stderr,eta_r,0.288278067584514,2
31,200,stderr,eta_a,2.57829081838292,2
31,200,stderr,eta_e,0.0203893353178517,2
31,200,stderr,eta_z,0.781683554499315,2
31,200,stderr,eta_r,0.283156432135004,2
32,200,stderr,eta_a,2.55535055054892,2
32,200,stderr,eta_e,0.022661703049473,2
32,200,stderr,eta_z,0.750796535727124,2
32,200,stderr,eta_r,0.277562269280101,2
33,200,stderr,eta_a,2.54706642492408,2
33,200,stderr,eta_e,0.0212485413961124,2
33,200,stderr,eta_z,0.773593791901583,2
33,200,stderr,eta_r,0.288741882937366,2
34,200,stderr,eta_a,2.49327703164123,2
34,200,stderr,eta_e,0.0226041754792098,2
34,200,stderr,eta_z,0.774097256299503,2
34,200,stderr,eta_r,0.284205277788869,2
35,200,stderr,eta_a,2.58084475113856,2
35,200,stderr,eta_e,0.0226265593715707,2
35,200,stderr,eta_z,0.723075530110713,2
35,200,stderr,eta_r,0.280998238485491,2
36,200,stderr,eta_a,2.52042743729805,2
36,200,stderr,eta_e,0.0215624390255284,2
36,200,stderr,eta_z,0.780679191065773,2
36,200,stderr,eta_r,0.293589547864876,2
37,200,stderr,eta_a,2.51590730447106,2
37,200,stderr,eta_e,0.0225130741494714,2
37,200,stderr,eta_z,0.748323974111951,2
37,200,stderr,eta_r,0.288602182627927,2
38,200,stderr,eta_a,2.56214796081705,2
38,200,stderr,eta_e,0.01855742896399,2
38,200,stderr,eta_z,0.803019366904723,2
38,200,stderr,eta_r,0.286467032265451,2
39,200,stderr,eta_a,2.55218611055016,2
39,200,stderr,eta_e,0.0193329849288816,2
39,200,stderr,eta_z,0.80793457963211,2
39,200,stderr,eta_r,0.279962016146377,2
40,200,stderr,eta_a,2.53756052468572,2
40,200,stderr,eta_e,0.0197293171459403,2
40,200,stderr,eta_z,0.829932517765841,2
40,200,stderr,eta_r,0.291286194541263,2
41,200,stderr,eta_a,2.56655644714641,2
41,200,stderr,eta_e,0.0189821266741377,2
41,200,stderr,eta_z,0.810052201443416,2
41,200,stderr,eta_r,0.285437731833357,2
42,200,stderr,eta_a,2.51025133973321,2
42,200,stderr,eta_e,0.0203702260009799,2
42,200,stderr,eta_z,0.836069974059743,2
42,200,stderr,eta_r,0.286077823979451,2
43,200,stderr,eta_a,2.60205914899831,2
43,200,stderr,eta_e,0.0189335675480407,2
43,200,stderr,eta_z,0.812802891972619,2
43,200,stderr,eta_r,0.276519461106716,2
44,200,stderr,eta_a,2.5169292773853,2
44,200,stderr,eta_e,0.0211945917276926,2
44,200,stderr,eta_z,0.77607145314696,2
44,200,stderr,eta_r,0.281384931808298,2
45,200,stderr,eta_a,2.54591213605492,2
45,200,stderr,eta_e,0.0175077720428133,2
45,200,stderr,eta_z,0.868457991022649,2
45,200,stderr,eta_r,0.27266758657173,2
46,200,stderr,eta_a,2.39353922113766,2
46,200,stderr,eta_e,0.0227305400122087,2
46,200,stderr,eta_z,0.808223047607306,2
46,200,stderr,eta_r,0.283024872907455,2
47,200,stderr,eta_a,2.54113980629452,2
47,200,stderr,eta_e,0.0226059901513963,2
47,200,stderr,eta_z,0.759102926326189,2
47,200,stderr,eta_r,0.281589936878347,2
48,200,stderr,eta_a,2.46231956139252,2
48,200,stderr,eta_e,0.020554795366664,2
48,200,stderr,eta_z,0.813170942964911,2
48,200,stderr,eta_r,0.279892747829391,2
49,200,stderr,eta_a,2.47507805517361,2
49,200,stderr,eta_e,0.0214505710140895,2
49,200,stderr,eta_z,0.790448063413831,2
49,200,stderr,eta_r,0.292857914799964,2
50,200,stderr,eta_a,2.57309150216631,2
50,200,stderr,eta_e,0.0204742774509305,2
50,200,stderr,eta_z,0.792884432043441,2
50,200,stderr,eta_r,0.29074119393167,2
51,200,stderr,eta_a,2.53664185586092,2
51,200,stderr,eta_e,0.0207027011993854,2
51,200,stderr,eta_z,0.779655052863628,2
51,200,stderr,eta_r,0.289081640004729,2
52,200,stderr,eta_a,2.49382040829894,2
52,200,stderr,eta_e,0.0201532156009948,2
52,200,stderr,eta_z,0.789844774728966,2
52,200,stderr,eta_r,0.288130534111648,2
53,200,stderr,eta_a,2.58704200644771,2
53,200,stderr,eta_e,0.0194161435011092,2
53,200,stderr,eta_z,0.818248482773037,2
53,200,stderr,eta_r,0.287378051923583,2
54,200,stderr,eta_a,2.55366349055716,2
54,200,stderr,eta_e,0.0206840527257236,2
54,200,stderr,eta_z,0.773010449601659,2
54,200,stderr,eta_r,0.28338410847198,2
55,200,stderr,eta_a,2.52588841528203,2
55,200,stderr,eta_e,0.0215428425130139,2
55,200,stderr,eta_z,0.788206231022835,2
55,200,stderr,eta_r,0.293183288748635,2
56,200,stderr,eta_a,2.65296965239025,2
56,200,stderr,eta_e,0.0201687178182154,2
56,200,stderr,eta_z,0.781313820565088,2
56,200,stderr,eta_r,0.27459801724502,2
57,200,stderr,eta_a,2.58108935726706,2
57,200,stderr,eta_e,0.0219143306482134,2
57,200,stderr,eta_z,0.745903083539134,2
57,200,stderr,eta_r,0.280490857665474,2
58,200,stderr,eta_a,2.48905103695502,2
58,200,stderr,eta_e,0.0239110133593376,2
58,200,stderr,eta_z,0.744388912383694,2
58,200,stderr,eta_r,0.282022607227628,2
59,200,stderr,eta_a,2.52653228454997,2
59,200,stderr,eta_e,0.0208130154542922,2
59,200,stderr,eta_z,0.785283636836617,2
59,200,stderr,eta_r,0.286285725147749,2
60,200,stderr,eta_a,2.52346483733756,2
60,200,stderr,eta_e,0.0200583300761803,2
60,200,stderr,eta_z,0.809122082544933,2
60,200,stderr,eta_r,0.283322273100934,2
61,200,stderr,eta_a,2.57961491237295,2
61,200,stderr,eta_e,0.0202796824649637,2
61,200,stderr,eta_z,0.776328812522725,2
61,200,stderr,eta_r,0.292767405756995,2
62,200,stderr,eta_a,2.56263305261859,2
62,200,stderr,eta_e,0.0187461854533184,2
62,200,stderr,eta_z,0.819380473723506,2
62,200,stderr,eta_r,0.287786769654713,2
63,200,stderr,eta_a,2.46042896975195,2
63,200,stderr,eta_e,0.0222046425475281,2
63,200,stderr,eta_z,0.769758384707886,2
63,200,stderr,eta_r,0.284575000815937,2
64,200,stderr,eta_a,2.46672403845171,2
64,200,stderr,eta_e,0.0215682205174779,2
64,200,stderr,eta_z,0.808576334297443,2
64,200,stderr,eta_r,0.279080338230948,2
65,200,stderr,eta_a,2.55195381381918,2
65,200,stderr,eta_e,0.0220028753859273,2
65,200,stderr,eta_z,0.78770463235676,2
65,200,stderr,eta_r,0.277538796646482,2
66,200,stderr,eta_a,2.50108824479572,2
66,200,stderr,eta_e,0.0211471051106775,2
66,200,stderr,eta_z,0.795583616073839,2
66,200,stderr,eta_r,0.288910535830737,2
67,200,stderr,eta_a,2.49768590265198,2
67,200,stderr,eta_e,0.0214191320568641,2
67,200,stderr,eta_z,0.778166797833559,2
67,200,stderr,eta_r,0.289351271041034,2
68,200,stderr,eta_a,2.48464165797482,2
68,200,stderr,eta_e,0.0226730547129984,2
68,200,stderr,eta_z,0.752053988917674,2
68,200,stderr,eta_r,0.28728035977171,2
69,200,stderr,eta_a,2.5546367854931,2
69,200,stderr,eta_e,0.0208796050892508,2
69,200,stderr,eta_z,0.818363911224657,2
69,200,stderr,eta_r,0.282043226562105,2
70,200,stderr,eta_a,2.55065562216261,2
70,200,stderr,eta_e,0.0223361018059114,2
70,200,stderr,eta_z,0.781853872591283,2
70,200,stderr,eta_r,0.289751811769686,2
71,200,stderr,eta_a,2.49899952437277,2
71,200,stderr,eta_e,0.0213156684603982,2
71,200,stderr,eta_z,0.801483395089461,2
71,200,stderr,eta_r,0.285105202995699,2
72,200,stderr,eta_a,2.50753901077291,2
72,200,stderr,eta_e,0.0217054951106121,2
72,200,stderr,eta_z,0.810224794992693,2
72,200,stderr,eta_r,0.283358962085632,2
73,200,stderr,eta_a,2.4866490188038,2
73,200,stderr,eta_e,0.0212730365554264,2
73,200,stderr,eta_z,0.776794066996853,2
73,200,stderr,eta_r,0.286161952990236,2
74,200,stderr,eta_a,2.53050504649181,2
74,200,stderr,eta_e,0.0206073469936055,2
74,200,stderr,eta_z,0.79038486233929,2
74,200,stderr,eta_r,0.270093048597131,2
75,200,stderr,eta_a,2.56751873283141,2
75,200,stderr,eta_e,0.0193233867307801,2
75,200,stderr,eta_z,0.797010835230322,2
75,200,stderr,eta_r,0.283978047867545,2
76,200,stderr,eta_a,2.48359444149113,2
76,200,stderr,eta_e,0.0211219180527931,2
76,200,stderr,eta_z,0.819651931910977,2
76,200,stderr,eta_r,0.290905691940419,2
77,200,stderr,eta_a,2.44868039339878,2
77,200,stderr,eta_e,0.0229871167083936,2
77,200,stderr,eta_z,0.796362893304927,2
77,200,stderr,eta_r,0.28190787809448,2
78,200,stderr,eta_a,2.50744641887103,2
78,200,stderr,eta_e,0.0210597256511952,2
78,200,stderr,eta_z,0.808245691692372,2
78,200,stderr,eta_r,0.276141237195945,2
79,200,stderr,eta_a,2.51265433208097,2
79,200,stderr,eta_e,0.0221893137381001,2
79,200,stderr,eta_z,0.783853318865319,2
79,200,stderr,eta_r,0.271177994365374,2
80,200,stderr,eta_a,2.42307262748446,2
80,200,stderr,eta_e,0.0213464335684677,2
80,200,stderr,eta_z,0.795800626047838,2
80,200,stderr,eta_r,0.288879505254581,2
81,200,stderr,eta_a,2.50914234676228,2
81,200,stderr,eta_e,0.021416408143496,2
81,200,stderr,eta_z,0.777778039934034,2
81,200,stderr,eta_r,0.27006691930617,2
82,200,stderr,eta_a,2.53254986236392,2
82,200,stderr,eta_e,0.0203958530913027,2
82,200,stderr,eta_z,0.776293861773588,2
82,200,stderr,eta_r,0.278172844297385,2
83,200,stderr,eta_a,2.52659658196591,1
83,200,stderr,eta_e,0.0207568918165319,1
83,200,stderr,eta_z,0.820375210893101,1
83,200,stderr,eta_r,0.289214229435633,1
84,200,stderr,eta_a,2.53293907069788,2
84,200,stderr,eta_e,0.0214008169558204,2
84,200,stderr,eta_z,0.787272815728289,2
84,200,stderr,eta_r,0.2820489593705,2
85,200,stderr,eta_a,2.43266408929124,2
85,200,stderr,eta_e,0.0211730426329277,2
85,200,stderr,eta_z,0.797077393948031,2
85,200,stderr,eta_r,0.281232294552358,2
86,200,stderr,eta_a,2.58567081121639,2
86,200,stderr,eta_e,0.0204727485018951,2
86,200,stderr,eta_z,0.789629197662816,2
86,200,stderr,eta_r,0.280652040565148,2
87,200,stderr,eta_a,2.51968582955471,2
87,200,stderr,eta_e,0.0199955354476155,2
87,200,stderr,eta_z,0.788429234151838,2
87,200,stderr,eta_r,0.279345172488695,2
88,200,stderr,eta_a,2.45404723036355,2
88,200,stderr,eta_e,0.0204151655590305,2
88,200,stderr,eta_z,0.8210945455596,2
88,200,stderr,eta_r,0.284725550522825,2
89,200,stderr,eta_a,2.54185462754716,2
89,200,stderr,eta_e,0.0221921163844684,2
89,200,stderr,eta_z,0.789914100521895,2
89,200,stderr,eta_r,0.279651812266652,2
90,200,stderr,eta_a,2.47105709968103,2
90,200,stderr,eta_e,0.0218349470236056,2
90,200,stderr,eta_z,0.818475325934714,2
90,200,stderr,eta_r,0.286663373818341,2
91,200,stderr,eta_a,2.51810568478703,2
91,200,stderr,eta_e,0.0219243067808636,2
91,200,stderr,eta_z,0.748598186581401,2
91,200,stderr,eta_r,0.279892835624285,2
92,200,stderr,eta_a,2.48712396767594,2
92,200,stderr,eta_e,0.0217732491918572,2
92,200,stderr,eta_z,0.812248834441461,2
92,200,stderr,eta_r,0.278211569394339,2
93,200,stderr,eta_a,2.49705529365975,2
93,200,stderr,eta_e,0.0214863454713942,2
93,200,stderr,eta_z,0.777098517458093,2
93,200,stderr,eta_r,0.284747039226437,2
94,200,stderr,eta_a,2.50508283553308,2
94,200,stderr,eta_e,0.020021562504478,2
94,200,stderr,eta_z,0.799400836639491,2
94,200,stderr,eta_r,0.288339238378194,2
95,200,stderr,eta_a,2.55328654858963,2
95,200,stderr,eta_e,0.0193916817914351,2
95,200,stderr,eta_z,0.821191457637813,2
95,200,stderr,eta_r,0.278995659635022,2
96,200,stderr,eta_a,2.51432555893792,2
96,200,stderr,eta_e,0.0200116270807362,2
96,200,stderr,eta_z,0.791898232253084,2
96,200,stderr,eta_r,0.284705545066547,2
97,200,stderr,eta_a,2.53212017687085,2
97,200,stderr,eta_e,0.0216365787528114,2
97,200,stderr,eta_z,0.776721779884763,2
97,200,stderr,eta_r,0.28697483642008,2
98,200,stderr,eta_a,2.50717710168938,2
98,200,stderr,eta_e,0.0218277389591238,2
98,200,stderr,eta_z,0.766748914200827,2
98,200,stderr,eta_r,0.282375178491793,2
99,200,stderr,eta_a,2.55023214075492,2
99,200,stderr,eta_e,0.0209617006012604,2
99,200,stderr,eta_z,0.77790564742518,2
99,200,stderr,eta_r,0.269560524851298,2
100,200,stderr,eta_a,2.46131109730323,2
100,200,stderr,eta_e,0.0206819285110981,2
100,200,stderr,eta_z,0.80028386881063,2
100,200,stderr,eta_r,0.281257391711514,2
101,200,stderr,eta_a,2.5077014832139,2
101,200,stderr,eta_e,0.0196757457105731,2
101,200,stderr,eta_z,0.804999071937879,2
101,200,stderr,eta_r,0.288447530702669,2
102,200,stderr,eta_a,2.56595761353874,2
102,200,stderr,eta_e,0.0198262723566205,2
102,200,stderr,eta_z,0.784041009503696,2
102,200,stderr,eta_r,0.28197994524902,2
103,200,stderr,eta_a,2.47387802339696,2
103,200,stderr,eta_e,0.0216724070643992,2
103,200,stderr,eta_z,0.792984901005785,2
103,200,stderr,eta_r,0.283731461455832,2
104,200,stderr,eta_a,2.54243129966394,2
104,200,stderr,eta_e,0.0216121998368758,2
104,200,stderr,eta_z,0.785473271445721,2
104,200,stderr,eta_r,0.293742180681212,2
105,200,stderr,eta_a,2.50654378754949,2
105,200,stderr,eta_e,0.0226878057771751,2
105,200,stderr,eta_z,0.774626759865201,2
105,200,stderr,eta_r,0.284176052905638,2
106,200,stderr,eta_a,2.49311209389912,2
106,200,stderr,eta_e,0.0190790092194884,2
106,200,stderr,eta_z,0.816585042707135,2
106,200,stderr,eta_r,0.278344604465427,2
107,200,stderr,eta_a,2.49785864593142,2
107,200,stderr,eta_e,0.0222521551034519,2
107,200,stderr,eta_z,0.782471693237492,2
107,200,stderr,eta_r,0.283647826450939,2
108,200,stderr,eta_a,2.54619483541584,2
108,200,stderr,eta_e,0.018400724809832,2
108,200,stderr,eta_z,0.811865608657129,2
108,200,stderr,eta_r,0.289761573583081,2
109,200,stderr,eta_a,2.49939346350069,2
109,200,stderr,eta_e,0.0203391090759413,2
109,200,stderr,eta_z,0.767321552976701,2
109,200,stderr,eta_r,0.284972035275127,2
110,200,stderr,eta_a,2.44721277620005,2
110,200,stderr,eta_e,0.0206610261525929,2
110,200,stderr,eta_z,0.815948523162947,2
110,200,stderr,eta_r,0.280843648014908,2
111,200,stderr,eta_a,2.51356370347147,2
111,200,stderr,eta_e,0.0197511547359467,2
111,200,stderr,eta_z,0.814255254861589,2
111,200,stderr,eta_r,0.28647359283178,2
112,200,stderr,eta_a,2.5391995698426,2
112,200,stderr,eta_e,0.0200762403037861,2
112,200,stderr,eta_z,0.785308092894985,2
112,200,stderr,eta_r,0.285421287591644,2
113,200,stderr,eta_a,2.58369370387315,2
113,200,stderr,eta_e,0.019573513571258,2
113,200,stderr,eta_z,0.821476826917392,2
113,200,stderr,eta_r,0.282712586905865,2
114,200,stderr,eta_a,2.52552488224257,2
114,200,stderr,eta_e,0.0207156534265978,2
114,200,stderr,eta_z,0.808194314213193,2
114,200,stderr,eta_r,0.287067019999845,2
115,200,stderr,eta_a,2.52853287443184,2
115,200,stderr,eta_e,0.021662981003921,2
115,200,stderr,eta_z,0.753399909854446,2
115,200,stderr,eta_r,0.276330482304663,2
116,200,stderr,eta_a,2.44430368193654,2
116,200,stderr,eta_e,0.0218160658218101,2
116,200,stderr,eta_z,0.791447447820366,2
116,200,stderr,eta_r,0.275413286769697,2
117,200,stderr,eta_a,2.55646774441333,2
117,200,stderr,eta_e,0.0199286999321976,2
117,200,stderr,eta_z,0.833799361171395,2
117,200,stderr,eta_r,0.293277949024694,2
118,200,stderr,eta_a,2.59392027263005,2
118,200,stderr,eta_e,0.020532877105439,2
118,200,stderr,eta_z,0.771914682503764,2
118,200,stderr,eta_r,0.285351430709029,2
119,200,stderr,eta_a,2.56252377800484,2
119,200,stderr,eta_e,0.020657315540391,2
119,200,stderr,eta_z,0.782562521695765,2
119,200,stderr,eta_r,0.292518676777493,2
120,200,stderr,eta_a,2.50265111274803,2
120,200,stderr,eta_e,0.0216042335772927,2
120,200,stderr,eta_z,0.794969862449708,2
120,200,stderr,eta_r,0.28890847307038,2
121,200,stderr,eta_a,2.56766549200812,2
121,200,stderr,eta_e,0.0196907752106419,2
121,200,stderr,eta_z,0.823581769824491,2
121,200,stderr,eta_r,0.291172262481544,2
122,200,stderr,eta_a,2.56643519532001,2
122,200,stderr,eta_e,0.020191401394775,2
122,200,stderr,eta_z,0.793472349947081,2
122,200,stderr,eta_r,0.278547682859231,2
123,200,stderr,eta_a,2.57840779000124,2
123,200,stderr,eta_e,0.020352193283697,2
123,200,stderr,eta_z,0.832959176665283,2
123,200,stderr,eta_r,0.287059469566592,2
124,200,stderr,eta_a,2.4925349956657,2
124,200,stderr,eta_e,0.0215561687311529,2
124,200,stderr,eta_z,0.787946640098455,2
124,200,stderr,eta_r,0.283241999192906,2
125,200,stderr,eta_a,2.55171503965663,2
125,200,stderr,eta_e,0.0202546417219061,2
125,200,stderr,eta_z,0.782036800877111,2
125,200,stderr,eta_r,0.288964077457658,2
126,200,stderr,eta_a,2.54306963520817,2
126,200,stderr,eta_e,0.0225413471853287,2
126,200,stderr,eta_z,0.757245985248111,2
126,200,stderr,eta_r,0.287020519711132,2
127,200,stderr,eta_a,2.56074105894176,2
127,200,stderr,eta_e,0.0195253763694329,2
127,200,stderr,eta_z,0.822398477022407,2
127,200,stderr,eta_r,0.287094394571765,2
128,200,stderr,eta_a,2.53200345957776,2
128,200,stderr,eta_e,0.0195882391817996,2
128,200,stderr,eta_z,0.827667528100654,2
128,200,stderr,eta_r,0.281235396849547,2
129,200,stderr,eta_a,2.51202984164792,2
129,200,stderr,eta_e,0.0219584118418888,2
129,200,stderr,eta_z,0.766778937163355,2
129,200,stderr,eta_r,0.285006279275535,2
130,200,stderr,eta_a,2.53539367872515,2
130,200,stderr,eta_e,0.0199288961211672,2
130,200,stderr,eta_z,0.785919320153447,2
130,200,stderr,eta_r,0.295427330549125,2
131,200,stderr,eta_a,2.54978781377768,2
131,200,stderr,eta_e,0.0211126329420754,2
131,200,stderr,eta_z,0.791814265137515,2
131,200,stderr,eta_r,0.286964628103188,2
132,200,stderr,eta_a,2.50290025608621,2
132,200,stderr,eta_e,0.0200214596071152,2
132,200,stderr,eta_z,0.839764780521234,2
132,200,stderr,eta_r,0.279910825508998,2
133,200,stderr,eta_a,2.41902123482304,2
133,200,stderr,eta_e,0.023143656960535,2
133,200,stderr,eta_z,0.774534252675665,2
133,200,stderr,eta_r,0.281841031393028,2
134,200,stderr,eta_a,2.47158156316168,2
134,200,stderr,eta_e,0.022556616678865,2
134,200,stderr,eta_z,0.792818569398877,2
134,200,stderr,eta_r,0.28559408718763,2
135,200,stderr,eta_a,2.52701018443968,2
135,200,stderr,eta_e,0.0218773322832075,2
135,200,stderr,eta_z,0.781135662175823,2
135,200,stderr,eta_r,0.283792411668747,2
136,200,stderr,eta_a,2.5481121725455,2
136,200,stderr,eta_e,0.0210561443341787,2
136,200,stderr,eta_z,0.81528141332472,2
136,200,stderr,eta_r,0.286143455216468,2
137,200,stderr,eta_a,2.56585208603116,2
137,200,stderr,eta_e,0.0215774764089396,2
137,200,stderr,eta_z,0.789722062582551,2
137,200,stderr,eta_r,0.275081438429334,2
138,200,stderr,eta_a,2.5122646664753,2
138,200,stderr,eta_e,0.022164284166214,2
138,200,stderr,eta_z,0.764203324834416,2
138,200,stderr,eta_r,0.289710936478609,2
139,200,stderr,eta_a,2.56113197841853,2
139,200,stderr,eta_e,0.0210080596431603,2
139,200,stderr,eta_z,0.80469033959879,2
139,200,stderr,eta_r,0.274228822266513,2
140,200,stderr,eta_a,2.59606731657892,2
140,200,stderr,eta_e,0.0204644303069236,2
140,200,stderr,eta_z,0.769202781115454,2
140,200,stderr,eta_r,0.282746571154694,2
141,200,stderr,eta_a,2.46163403149404,2
141,200,stderr,eta_e,0.0232719168672128,2
141,200,stderr,eta_z,0.766749683502097,2
141,200,stderr,eta_r,0.271117316000704,2
142,200,stderr,eta_a,2.54950257161593,2
142,200,stderr,eta_e,0.0191930878691473,2
142,200,stderr,eta_z,0.825024798710726,2
142,200,stderr,eta_r,0.287517783386776,2
143,200,stderr,eta_a,2.48449270623872,2
143,200,stderr,eta_e,0.019770858803542,2
143,200,stderr,eta_z,0.831338457763172,2
143,200,stderr,eta_r,0.286001643248532,2
144,200,stderr,eta_a,2.57798164017782,2
144,200,stderr,eta_e,0.0211486552043073,2
144,200,stderr,eta_z,0.734464144022092,2
144,200,stderr,eta_r,0.28589632734839,2
145,200,stderr,eta_a,2.49963209216049,2
145,200,stderr,eta_e,0.022419571984355,2
145,200,stderr,eta_z,0.722900478653865,2
145,200,stderr,eta_r,0.283584209917981,2
146,200,stderr,eta_a,2.5379247206329,2
146,200,stderr,eta_e,0.0216538782266048,2
146,200,stderr,eta_z,0.814398888783929,2
146,200,stderr,eta_r,0.27695733784134,2
147,200,stderr,eta_a,2.51463171318373,2
147,200,stderr,eta_e,0.0210485138373892,2
147,200,stderr,eta_z,0.76735574358207,2
147,200,stderr,eta_r,0.287281089041863,2
148,200,stderr,eta_a,2.46937889372711,2
148,200,stderr,eta_e,0.0214348502939993,2
148,200,stderr,eta_z,0.785118724484111,2
148,200,stderr,eta_r,0.279781534959163,2
149,200,stderr,eta_a,2.41678427298723,2
149,200,stderr,eta_e,0.0212468254317503,2
149,200,stderr,eta_z,0.830672219775587,2
149,200,stderr,eta_r,0.27993120089604,2
150,200,stderr,eta_a,2.57935111541509,2
150,200,stderr,eta_e,0.0197254526006044,2
150,200,stderr,eta_z,0.831176406859298,2
150,200,stderr,eta_r,0.285607268283908,2
