Starting Dynare (version 7-unstable).
Calling Dynare with arguments: none
Using build directory: /Users/wmutschl/Work/Forschung/Projects/Skewed_Kalman/replication_codes/dynare-csn/matlab/../build-matlab
Starting preprocessing of the model file ...
Found 8 equation(s).
Evaluating expressions...
Computing static model derivatives (order 1).
Normalizing the static model...
Finding the optimal block decomposition of the static model...
6 block(s) found:
  5 recursive block(s) and 1 simultaneous block(s).
  the largest simultaneous block has 2 equation(s)
                                 and 2 feedback variable(s).
Computing dynamic model derivatives (order 2).
Normalizing the dynamic model...
Finding the optimal block decomposition of the dynamic model...
2 block(s) found:
  1 recursive block(s) and 1 simultaneous block(s).
  the largest simultaneous block has 5 equation(s)
                                 and 5 feedback variable(s).
Preprocessing completed.
Preprocessing time: 0h00m00s.

You did not declare endogenous variables after the estimation/calib_smoother command.
Initial value of the log posterior (or likelihood): 1206.2242

Simplex initialization...
Done!

Objective function value: -1206.7545

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
542         1261        -1.2075585E+03  -1.2075578E+03  6.3436955E-04  1.7619547E-02  reflect-1
543         1262        -1.2075585E+03  -1.2075579E+03  5.6839387E-04  1.7619547E-02  reflect-0
544         1263        -1.2075585E+03  -1.2075579E+03  5.4438723E-04  1.7619547E-02  reflect-0
545         1264        -1.2075585E+03  -1.2075580E+03  4.7365080E-04  1.7619547E-02  reflect-0
546         1266        -1.2075585E+03  -1.2075581E+03  4.5502705E-04  1.6045367E-02  reflect-1
547         1267        -1.2075585E+03  -1.2075581E+03  4.5169920E-04  1.6045367E-02  reflect-0
548         1269        -1.2075585E+03  -1.2075581E+03  4.6462131E-04  1.6301582E-02  reflect-1
549         1271        -1.2075589E+03  -1.2075582E+03  7.1522292E-04  1.1416565E-02  reflect-1

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
550         1272        -1.2075589E+03  -1.2075583E+03  5.3487937E-04  1.1416565E-02  reflect-0
551         1273        -1.2075589E+03  -1.2075584E+03  5.1508529E-04  1.0098601E-02  reflect-0
552         1275        -1.2075590E+03  -1.2075584E+03  5.4855867E-04  1.0471535E-02  reflect-1
553         1276        -1.2075590E+03  -1.2075584E+03  5.2252386E-04  1.0471535E-02  reflect-0
554         1277        -1.2075590E+03  -1.2075585E+03  4.8791447E-04  1.0471535E-02  reflect-0
555         1278        -1.2075590E+03  -1.2075585E+03  4.8569766E-04  1.0471535E-02  reflect-0
556         1279        -1.2075590E+03  -1.2075585E+03  4.8283811E-04  1.0471535E-02  reflect-0
557         1281        -1.2075590E+03  -1.2075585E+03  5.2318533E-04  1.0986079E-02  reflect-1
558         1283        -1.2075590E+03  -1.2075585E+03  5.2112045E-04  1.0986079E-02  contract inside
559         1284        -1.2075590E+03  -1.2075585E+03  4.9588621E-04  1.0986079E-02  reflect-0
560         1285        -1.2075590E+03  -1.2075585E+03  4.7979142E-04  1.0986079E-02  reflect-0
561         1286        -1.2075590E+03  -1.2075585E+03  4.5842903E-04  1.0986079E-02  reflect-0
562         1288        -1.2075590E+03  -1.2075586E+03  4.1966131E-04  9.1812484E-03  contract outside
563         1289        -1.2075590E+03  -1.2075586E+03  4.0742545E-04  9.1812484E-03  reflect-0
564         1291        -1.2075590E+03  -1.2075587E+03  3.1707096E-04  1.6052504E-02  reflect-1
565         1292        -1.2075590E+03  -1.2075588E+03  2.4524644E-04  1.6052504E-02  reflect-0
566         1294        -1.2075592E+03  -1.2075589E+03  3.2638041E-04  9.6222779E-03  reflect-1
567         1295        -1.2075592E+03  -1.2075589E+03  3.0646175E-04  8.0614560E-03  reflect-0
568         1297        -1.2075593E+03  -1.2075589E+03  4.0434408E-04  8.3998764E-03  reflect-1
569         1298        -1.2075593E+03  -1.2075589E+03  3.9790972E-04  8.4151842E-03  reflect-0
570         1299        -1.2075593E+03  -1.2075590E+03  3.3687546E-04  1.1062339E-02  reflect-0
571         1300        -1.2075593E+03  -1.2075590E+03  3.3124771E-04  1.1062339E-02  reflect-0
572         1302        -1.2075593E+03  -1.2075590E+03  3.4359078E-04  1.2444811E-02  reflect-1
573         1304        -1.2075593E+03  -1.2075590E+03  3.4186296E-04  1.2444811E-02  contract inside
574         1306        -1.2075593E+03  -1.2075590E+03  3.3093161E-04  1.2444811E-02  contract outside
575         1307        -1.2075593E+03  -1.2075590E+03  3.0818830E-04  1.2663736E-02  reflect-0
576         1308        -1.2075593E+03  -1.2075590E+03  3.0548380E-04  1.2663736E-02  reflect-0
577         1309        -1.2075593E+03  -1.2075590E+03  2.6636480E-04  1.2663736E-02  reflect-0
578         1310        -1.2075593E+03  -1.2075590E+03  2.5958809E-04  1.2663736E-02  reflect-0
579         1311        -1.2075593E+03  -1.2075591E+03  2.2920276E-04  1.2663736E-02  reflect-0
580         1312        -1.2075593E+03  -1.2075591E+03  2.1026402E-04  9.8325545E-03  reflect-0
581         1314        -1.2075593E+03  -1.2075591E+03  1.6381625E-04  9.8325545E-03  contract inside
582         1316        -1.2075593E+03  -1.2075592E+03  1.4908144E-04  6.4202051E-03  contract inside
583         1318        -1.2075593E+03  -1.2075592E+03  1.3244117E-04  6.3306390E-03  contract inside
584         1319        -1.2075593E+03  -1.2075592E+03  1.2667308E-04  6.3306390E-03  reflect-0
585         1321        -1.2075594E+03  -1.2075592E+03  1.9822254E-04  7.5410123E-03  reflect-1
586         1349        -1.2075596E+03  -1.2075592E+03  4.3752880E-04  7.2924903E-03  expand-opt
587         1350        -1.2075596E+03  -1.2075592E+03  3.8715943E-04  7.2924903E-03  reflect-0
588         1351        -1.2075596E+03  -1.2075593E+03  3.5288060E-04  7.2924903E-03  reflect-0
589         1352        -1.2075596E+03  -1.2075593E+03  3.3828330E-04  7.2924903E-03  reflect-0
590         1353        -1.2075596E+03  -1.2075593E+03  3.3694129E-04  7.2924903E-03  reflect-0
591         1354        -1.2075596E+03  -1.2075593E+03  3.3492662E-04  7.2924903E-03  reflect-0
592         1355        -1.2075596E+03  -1.2075593E+03  3.3465896E-04  7.2924903E-03  reflect-0
593         1356        -1.2075596E+03  -1.2075593E+03  3.2782381E-04  7.2924903E-03  reflect-0
594         1357        -1.2075596E+03  -1.2075593E+03  3.2608020E-04  6.8468075E-03  reflect-0
595         1358        -1.2075596E+03  -1.2075593E+03  3.2100510E-04  6.8468075E-03  reflect-0
596         1360        -1.2075597E+03  -1.2075593E+03  3.6099280E-04  5.3657263E-03  reflect-1
597         1361        -1.2075597E+03  -1.2075594E+03  3.4837066E-04  5.3657263E-03  reflect-0
598         1362        -1.2075597E+03  -1.2075594E+03  3.0843873E-04  5.3657263E-03  reflect-0
599         1363        -1.2075597E+03  -1.2075594E+03  2.4911390E-04  5.3657263E-03  reflect-0

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
600         1365        -1.2075598E+03  -1.2075595E+03  3.0675376E-04  7.1390132E-03  reflect-1
601         1366        -1.2075598E+03  -1.2075595E+03  2.7575854E-04  7.8628095E-03  reflect-0
602         1367        -1.2075598E+03  -1.2075595E+03  2.6459988E-04  7.8628095E-03  reflect-0
603         1369        -1.2075598E+03  -1.2075596E+03  2.7242384E-04  5.6699430E-03  reflect-1
604         1370        -1.2075598E+03  -1.2075596E+03  2.4590026E-04  7.3784679E-03  reflect-0
605         1371        -1.2075598E+03  -1.2075596E+03  2.3856497E-04  7.3784679E-03  reflect-0
606         1372        -1.2075598E+03  -1.2075596E+03  2.3325126E-04  7.3784679E-03  reflect-0
607         1374        -1.2075598E+03  -1.2075596E+03  2.3067875E-04  5.2973531E-03  contract inside
608         1376        -1.2075598E+03  -1.2075596E+03  2.2602555E-04  5.2973531E-03  contract inside
609         1377        -1.2075598E+03  -1.2075596E+03  2.1926252E-04  5.2973531E-03  reflect-0
610         1378        -1.2075598E+03  -1.2075596E+03  1.9263434E-04  5.2973531E-03  reflect-0
611         1380        -1.2075599E+03  -1.2075596E+03  2.3611143E-04  6.7427948E-03  reflect-1
612         1381        -1.2075599E+03  -1.2075597E+03  2.1721787E-04  6.7427948E-03  reflect-0
613         1383        -1.2075599E+03  -1.2075597E+03  1.7715444E-04  5.6530520E-03  contract outside
614         1384        -1.2075599E+03  -1.2075597E+03  1.7073763E-04  5.6530520E-03  reflect-0
615         1385        -1.2075599E+03  -1.2075597E+03  1.5087705E-04  5.6530520E-03  reflect-0
616         1387        -1.2075599E+03  -1.2075597E+03  2.1780198E-04  4.5817733E-03  reflect-1
617         1388        -1.2075599E+03  -1.2075598E+03  1.6253020E-04  4.3226599E-03  reflect-0
618         1390        -1.2075600E+03  -1.2075598E+03  1.7670864E-04  5.8996855E-03  reflect-1
619         1392        -1.2075600E+03  -1.2075598E+03  1.5572939E-04  5.8996855E-03  contract inside
620         1393        -1.2075600E+03  -1.2075598E+03  1.4702820E-04  5.8996855E-03  reflect-0
621         1394        -1.2075600E+03  -1.2075598E+03  1.4603831E-04  5.8996855E-03  reflect-0
622         1395        -1.2075600E+03  -1.2075598E+03  1.4082949E-04  5.9813964E-03  reflect-0
623         1396        -1.2075600E+03  -1.2075598E+03  1.4056272E-04  5.9813964E-03  reflect-0
624         1397        -1.2075600E+03  -1.2075598E+03  1.3382647E-04  5.9813964E-03  reflect-0
625         1407        -1.2075601E+03  -1.2075598E+03  2.1794853E-04  5.5964179E-03  expand-opt
626         1408        -1.2075601E+03  -1.2075599E+03  1.9229811E-04  5.5964179E-03  reflect-0
627         1409        -1.2075601E+03  -1.2075599E+03  1.8591713E-04  5.7325572E-03  reflect-0
628         1411        -1.2075601E+03  -1.2075599E+03  1.8090011E-04  5.7325572E-03  contract inside
629         1424        -1.2075601E+03  -1.2075599E+03  2.0113167E-04  4.8389878E-03  expand-opt
630         1425        -1.2075601E+03  -1.2075599E+03  1.6919801E-04  4.8389878E-03  reflect-0
631         1426        -1.2075601E+03  -1.2075599E+03  1.6574157E-04  3.6495505E-03  reflect-0
632         1427        -1.2075601E+03  -1.2075599E+03  1.4145627E-04  3.6495505E-03  reflect-0
633         1428        -1.2075601E+03  -1.2075599E+03  1.3850723E-04  3.6495505E-03  reflect-0
634         1429        -1.2075601E+03  -1.2075600E+03  1.3062531E-04  3.6495505E-03  reflect-0
635         1431        -1.2075601E+03  -1.2075600E+03  1.3228557E-04  7.2514912E-03  reflect-1
636         1433        -1.2075601E+03  -1.2075600E+03  1.9157897E-04  5.7386139E-03  reflect-1
637         1435        -1.2075602E+03  -1.2075600E+03  2.2047926E-04  5.9333648E-03  reflect-1
638         1437        -1.2075602E+03  -1.2075600E+03  2.4710693E-04  4.8934062E-03  reflect-1
639         1438        -1.2075602E+03  -1.2075601E+03  1.7011641E-04  4.8934062E-03  reflect-0
640         1439        -1.2075602E+03  -1.2075601E+03  1.5441508E-04  4.8934062E-03  reflect-0
641         1440        -1.2075602E+03  -1.2075601E+03  1.5050377E-04  4.8934062E-03  reflect-0
642         1441        -1.2075602E+03  -1.2075601E+03  1.4430959E-04  4.5488732E-03  reflect-0
643         1442        -1.2075602E+03  -1.2075601E+03  1.4331024E-04  4.5488732E-03  reflect-0
644         1444        -1.2075602E+03  -1.2075601E+03  1.4585906E-04  4.2741514E-03  reflect-1
645         1446        -1.2075602E+03  -1.2075601E+03  1.6005913E-04  4.1451435E-03  reflect-1
646         1448        -1.2075603E+03  -1.2075601E+03  1.2032375E-04  7.5000096E-03  reflect-1
647         1449        -1.2075603E+03  -1.2075601E+03  1.1745578E-04  7.5000096E-03  reflect-0
648         1451        -1.2075603E+03  -1.2075602E+03  1.1696063E-04  5.1218296E-03  reflect-1
649         1452        -1.2075603E+03  -1.2075602E+03  9.4671339E-05  5.1218296E-03  reflect-0

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
650         1454        -1.2075603E+03  -1.2075602E+03  1.0073259E-04  6.5478071E-03  reflect-1
651         1455        -1.2075603E+03  -1.2075602E+03  9.8039697E-05  6.3812533E-03  reflect-0
652         1460        -1.2075604E+03  -1.2075602E+03  1.8712292E-04  9.8567784E-03  expand-opt
653         1461        -1.2075604E+03  -1.2075602E+03  1.7937824E-04  9.8567784E-03  reflect-0
654         1462        -1.2075604E+03  -1.2075602E+03  1.6924671E-04  9.8567784E-03  reflect-0
655         1464        -1.2075604E+03  -1.2075602E+03  1.6350029E-04  9.8567784E-03  contract inside
656         1465        -1.2075604E+03  -1.2075602E+03  1.5281288E-04  9.8567784E-03  reflect-0
657         1467        -1.2075604E+03  -1.2075602E+03  1.5079248E-04  6.2566354E-03  reflect-1
658         1468        -1.2075604E+03  -1.2075602E+03  1.4853584E-04  6.2566354E-03  reflect-0
659         1470        -1.2075604E+03  -1.2075602E+03  1.3194076E-04  6.0830233E-03  reflect-1
660         1471        -1.2075604E+03  -1.2075603E+03  1.1340132E-04  6.0830233E-03  reflect-0
661         1472        -1.2075604E+03  -1.2075603E+03  1.0876026E-04  6.0830233E-03  reflect-0
662         1473        -1.2075604E+03  -1.2075603E+03  9.8167621E-05  5.0303916E-03  reflect-0
663         1475        -1.2075604E+03  -1.2075603E+03  8.8809516E-05  4.9906684E-03  reflect-1
664         1477        -1.2075604E+03  -1.2075603E+03  1.2539061E-04  8.7546635E-03  reflect-1
665         1478        -1.2075604E+03  -1.2075603E+03  1.1590876E-04  8.7546635E-03  reflect-0
666         1479        -1.2075604E+03  -1.2075603E+03  9.3209112E-05  8.7546635E-03  reflect-0
667         1481        -1.2075604E+03  -1.2075603E+03  1.1520531E-04  1.0307485E-02  reflect-1
668         1482        -1.2075604E+03  -1.2075604E+03  7.3150237E-05  1.0307485E-02  reflect-0
669         1483        -1.2075604E+03  -1.2075604E+03  7.1420562E-05  9.2837611E-03  reflect-0
670         1484        -1.2075604E+03  -1.2075604E+03  6.8794131E-05  9.2837611E-03  reflect-0
671         1485        -1.2075604E+03  -1.2075604E+03  6.8689632E-05  9.2837611E-03  reflect-0
672         1486        -1.2075604E+03  -1.2075604E+03  6.7984927E-05  9.2837611E-03  reflect-0
673         1487        -1.2075604E+03  -1.2075604E+03  6.5806147E-05  9.2837611E-03  reflect-0
674         1488        -1.2075604E+03  -1.2075604E+03  6.5633058E-05  9.2837611E-03  reflect-0
675         1490        -1.2075605E+03  -1.2075604E+03  1.0215403E-04  8.6462286E-03  reflect-1
676         1491        -1.2075605E+03  -1.2075604E+03  8.3340229E-05  8.6462286E-03  reflect-0
677         1492        -1.2075605E+03  -1.2075604E+03  8.1243378E-05  8.6462286E-03  reflect-0
678         1493        -1.2075605E+03  -1.2075604E+03  8.0416984E-05  8.9598741E-03  reflect-0
679         1494        -1.2075605E+03  -1.2075604E+03  6.9075407E-05  8.9598741E-03  reflect-0
680         1496        -1.2075605E+03  -1.2075604E+03  6.8440872E-05  8.9598741E-03  contract inside
681         1497        -1.2075605E+03  -1.2075604E+03  6.8171136E-05  8.6462286E-03  reflect-0
682         1498        -1.2075605E+03  -1.2075604E+03  6.7755056E-05  8.0520089E-03  reflect-0
683         1499        -1.2075605E+03  -1.2075604E+03  6.6490913E-05  8.0520089E-03  reflect-0
684         1501        -1.2075605E+03  -1.2075604E+03  6.4573256E-05  8.0520089E-03  contract inside
685         1503        -1.2075605E+03  -1.2075604E+03  5.7865463E-05  8.0520089E-03  contract outside
686         1504        -1.2075605E+03  -1.2075604E+03  5.6582268E-05  8.0520089E-03  reflect-0
687         1505        -1.2075605E+03  -1.2075604E+03  5.5114136E-05  7.4722554E-03  reflect-0

NO SIGNIFICANT IMPROVEMENT AFTER 101 ITERATIONS!

(Re)Start with a lager simplex based on the best current values for the control variables.

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move

MAXIMUM NUMBER OF SIMPLEX REINITIALIZATION EXCEEDED (1)!

(Re)Start with a lager simplex based on the best current values for the control variables.

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
690         1205        -1.2075605E+03  -1.2054186E+03  2.1419273E+00  1.5507665E-01  contract outside
691         1405        -1.2075605E+03  -1.2065428E+03  1.0176731E+00  1.5507665E-01  contract inside
692         1505        -1.2075605E+03  -1.2068908E+03  6.6972792E-01  1.5507665E-01  reflect-0
693         1705        -1.2075605E+03  -1.2072267E+03  3.3380998E-01  1.5507665E-01  contract outside
694         1905        -1.2075605E+03  -1.2073621E+03  1.9839749E-01  1.5507665E-01  contract inside
695         2105        -1.2075605E+03  -1.2073944E+03  1.6604588E-01  1.5507665E-01  contract inside
696         2305        -1.2075605E+03  -1.2073962E+03  1.6431649E-01  1.5507665E-01  contract inside
697         2505        -1.2075605E+03  -1.2074339E+03  1.2655133E-01  8.0810585E-02  contract inside
698         2705        -1.2075605E+03  -1.2074353E+03  1.2518473E-01  8.0810585E-02  contract inside
699         2905        -1.2075605E+03  -1.2074539E+03  1.0654288E-01  8.0810585E-02  contract outside

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
700         3105        -1.2075605E+03  -1.2074675E+03  9.2959812E-02  8.0810585E-02  contract inside
701         3305        -1.2075605E+03  -1.2074766E+03  8.3935988E-02  8.0810585E-02  contract inside
702         3505        -1.2075605E+03  -1.2075140E+03  4.6506161E-02  8.0810585E-02  contract inside
703         3705        -1.2075605E+03  -1.2075188E+03  4.1697054E-02  8.0810585E-02  contract inside
704         3805        -1.2075605E+03  -1.2075199E+03  4.0571982E-02  6.1201524E-02  reflect-0
705         4005        -1.2075605E+03  -1.2075217E+03  3.8758777E-02  6.1201524E-02  contract inside
706         4205        -1.2075605E+03  -1.2075306E+03  2.9847933E-02  2.5895166E-02  contract inside
707         4405        -1.2075605E+03  -1.2075335E+03  2.7035362E-02  2.5895166E-02  contract inside
708         4605        -1.2075605E+03  -1.2075341E+03  2.6407224E-02  2.5895166E-02  contract inside
709         4805        -1.2075605E+03  -1.2075360E+03  2.4480380E-02  2.5895166E-02  contract outside
710         5005        -1.2075605E+03  -1.2075377E+03  2.2782541E-02  2.5895166E-02  contract inside
711         5205        -1.2075605E+03  -1.2075398E+03  2.0655165E-02  2.5895166E-02  contract inside
712         5405        -1.2075605E+03  -1.2075488E+03  1.1675807E-02  2.5895166E-02  contract inside
713         5605        -1.2075605E+03  -1.2075492E+03  1.1326177E-02  2.5895166E-02  contract inside
714         5705        -1.2075605E+03  -1.2075498E+03  1.0665917E-02  2.5895166E-02  reflect-0
715         5805        -1.2075605E+03  -1.2075510E+03  9.4388634E-03  3.2348194E-02  reflect-0
716         6005        -1.2075605E+03  -1.2075520E+03  8.5206529E-03  3.2348194E-02  contract inside
717         6205        -1.2075605E+03  -1.2075533E+03  7.2115050E-03  3.2348194E-02  contract inside
718         6405        -1.2075605E+03  -1.2075535E+03  7.0348424E-03  3.2348194E-02  contract inside
719         6605        -1.2075605E+03  -1.2075536E+03  6.9275686E-03  3.2348194E-02  contract inside
720         6705        -1.2075605E+03  -1.2075536E+03  6.8542720E-03  3.2348194E-02  reflect-0
721         6905        -1.2075605E+03  -1.2075545E+03  6.0117178E-03  1.8667019E-02  contract inside
722         7105        -1.2075605E+03  -1.2075547E+03  5.7710482E-03  1.8667019E-02  contract inside
723         7305        -1.2075605E+03  -1.2075548E+03  5.7354841E-03  1.8667019E-02  contract inside
724         7505        -1.2075605E+03  -1.2075566E+03  3.9179247E-03  1.8667019E-02  contract inside
725         7705        -1.2075605E+03  -1.2075572E+03  3.3179040E-03  1.8667019E-02  contract outside
726         7805        -1.2075605E+03  -1.2075576E+03  2.9366297E-03  1.8667019E-02  reflect-0
727         7905        -1.2075605E+03  -1.2075577E+03  2.8361955E-03  1.8667019E-02  reflect-0
728         8005        -1.2075605E+03  -1.2075580E+03  2.4759154E-03  1.8667019E-02  reflect-0
729         8105        -1.2075605E+03  -1.2075583E+03  2.1571747E-03  1.8667019E-02  reflect-0
730         8305        -1.2075605E+03  -1.2075583E+03  2.1484787E-03  1.5735647E-02  contract inside
731         8405        -1.2075605E+03  -1.2075585E+03  1.9759829E-03  1.5735647E-02  reflect-0
732         8505        -1.2075605E+03  -1.2075585E+03  1.9677319E-03  1.5735647E-02  reflect-0
733         8605        -1.2075605E+03  -1.2075587E+03  1.7646440E-03  1.5735647E-02  reflect-0
734         8805        -1.2075605E+03  -1.2075588E+03  1.7549544E-03  1.3797902E-02  reflect-1
735         8905        -1.2075605E+03  -1.2075589E+03  1.6685572E-03  1.3797902E-02  reflect-0
736         9105        -1.2075605E+03  -1.2075589E+03  1.6480092E-03  1.3797902E-02  contract inside
737         9205        -1.2075605E+03  -1.2075589E+03  1.6029552E-03  1.3797902E-02  reflect-0
738         9405        -1.2075605E+03  -1.2075592E+03  1.3111624E-03  1.3797902E-02  contract inside
739         9605        -1.2075605E+03  -1.2075592E+03  1.2928296E-03  1.3797902E-02  contract inside
740         9805        -1.2075605E+03  -1.2075592E+03  1.2733638E-03  1.3797902E-02  contract inside
741         9905        -1.2075605E+03  -1.2075593E+03  1.2679328E-03  1.3797902E-02  reflect-0
742         1015        -1.2075605E+03  -1.2075596E+03  9.5857855E-04  1.3797902E-02  contract inside
743         1035        -1.2075605E+03  -1.2075597E+03  7.9562737E-04  1.3797902E-02  contract inside
744         1055        -1.2075610E+03  -1.2075598E+03  1.1172743E-03  7.0821618E-03  reflect-1
745         1065        -1.2075610E+03  -1.2075600E+03  9.8729034E-04  7.0821618E-03  reflect-0
746         1085        -1.2075610E+03  -1.2075600E+03  9.7396322E-04  6.9968282E-03  contract inside
747         1105        -1.2075610E+03  -1.2075602E+03  7.9137327E-04  6.9968282E-03  contract inside
748         1115        -1.2075610E+03  -1.2075603E+03  6.7994589E-04  6.9968282E-03  reflect-0
749         1135        -1.2075610E+03  -1.2075603E+03  6.5351399E-04  6.9968282E-03  contract inside

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
750         1155        -1.2075610E+03  -1.2075603E+03  6.1143083E-04  6.9968282E-03  contract inside
751         1165        -1.2075610E+03  -1.2075604E+03  5.6446632E-04  6.9968282E-03  reflect-0
752         1175        -1.2075610E+03  -1.2075605E+03  4.7608772E-04  6.9968282E-03  reflect-0
753         1185        -1.2075610E+03  -1.2075605E+03  4.7356073E-04  6.9968282E-03  reflect-0
754         1205        -1.2075612E+03  -1.2075605E+03  6.7305287E-04  1.3563700E-02  reflect-1
755         1215        -1.2075612E+03  -1.2075606E+03  5.9971655E-04  1.3563700E-02  reflect-0
756         1235        -1.2075612E+03  -1.2075606E+03  5.5840507E-04  1.3563700E-02  contract inside
757         1245        -1.2075612E+03  -1.2075606E+03  5.5737288E-04  1.3563700E-02  reflect-0
758         1255        -1.2075612E+03  -1.2075607E+03  5.2079096E-04  1.3563700E-02  reflect-0
759         1275        -1.2075612E+03  -1.2075607E+03  5.1597305E-04  1.3563700E-02  contract inside
760         1295        -1.2075612E+03  -1.2075607E+03  4.8603646E-04  1.3563700E-02  contract outside
761         1305        -1.2075612E+03  -1.2075607E+03  4.6753966E-04  1.3563700E-02  reflect-0
762         1315        -1.2075612E+03  -1.2075607E+03  4.5473121E-04  1.3563700E-02  reflect-0
763         1335        -1.2075612E+03  -1.2075608E+03  4.3299263E-04  1.3563700E-02  contract outside
764         1355        -1.2075612E+03  -1.2075608E+03  4.2437340E-04  1.3563700E-02  contract inside
765         1365        -1.2075612E+03  -1.2075608E+03  3.9259341E-04  1.1885464E-02  reflect-0
766         1385        -1.2075612E+03  -1.2075609E+03  3.2820823E-04  1.1885464E-02  contract inside
767         1395        -1.2075612E+03  -1.2075609E+03  2.4885953E-04  1.0832905E-02  reflect-0
768         1405        -1.2075612E+03  -1.2075610E+03  2.3096639E-04  1.0832905E-02  reflect-0
769         1415        -1.2075612E+03  -1.2075610E+03  2.2444964E-04  9.5208522E-03  reflect-0
770         1425        -1.2075612E+03  -1.2075610E+03  2.2387908E-04  9.5208522E-03  reflect-0
771         1445        -1.2075613E+03  -1.2075610E+03  2.8606072E-04  8.2018700E-03  reflect-1
772         1455        -1.2075613E+03  -1.2075610E+03  2.5056553E-04  8.2018700E-03  reflect-0
773         1475        -1.2075613E+03  -1.2075610E+03  2.8971542E-04  8.7340344E-03  reflect-1
774         1485        -1.2075613E+03  -1.2075610E+03  2.6649996E-04  8.7340344E-03  reflect-0
775         1495        -1.2075613E+03  -1.2075610E+03  2.6342894E-04  8.7340344E-03  reflect-0
776         1505        -1.2075613E+03  -1.2075611E+03  2.4516292E-04  8.7340344E-03  reflect-0
777         1525        -1.2075613E+03  -1.2075611E+03  2.2920435E-04  8.7340344E-03  contract inside
778         1535        -1.2075613E+03  -1.2075611E+03  2.1633339E-04  8.7340344E-03  reflect-0
779         1555        -1.2075613E+03  -1.2075611E+03  2.0143688E-04  4.9713631E-03  contract inside
780         1575        -1.2075614E+03  -1.2075611E+03  2.5769222E-04  4.9963239E-03  reflect-1
781         1585        -1.2075614E+03  -1.2075611E+03  2.4221771E-04  4.9963239E-03  reflect-0
782         1605        -1.2075614E+03  -1.2075612E+03  1.9893227E-04  7.8223526E-03  reflect-1
783         1625        -1.2075614E+03  -1.2075612E+03  1.9889991E-04  7.8223526E-03  contract inside
784         1645        -1.2075614E+03  -1.2075612E+03  1.7052614E-04  7.8223526E-03  contract outside
785         1665        -1.2075614E+03  -1.2075613E+03  1.3981548E-04  7.8223526E-03  contract inside
786         1685        -1.2075614E+03  -1.2075613E+03  1.4063715E-04  8.7624788E-03  reflect-1
787         1705        -1.2075614E+03  -1.2075613E+03  1.7117891E-04  7.6610679E-03  reflect-1
788         1715        -1.2075614E+03  -1.2075613E+03  1.7101486E-04  7.6610679E-03  reflect-0
789         1725        -1.2075614E+03  -1.2075613E+03  1.4628554E-04  7.6610679E-03  reflect-0
790         1735        -1.2075614E+03  -1.2075613E+03  1.2358079E-04  7.6610679E-03  reflect-0
791         1745        -1.2075614E+03  -1.2075613E+03  1.0836147E-04  7.6610679E-03  reflect-0
792         1755        -1.2075614E+03  -1.2075613E+03  1.0419348E-04  7.3250812E-03  reflect-0
793         1775        -1.2075614E+03  -1.2075613E+03  1.0590712E-04  6.6617609E-03  reflect-1
794         1795        -1.2075614E+03  -1.2075613E+03  1.0552955E-04  6.6617609E-03  contract inside
795         1815        -1.2075615E+03  -1.2075614E+03  8.1720518E-05  7.3276963E-03  reflect-1
796         2015        -1.2075616E+03  -1.2075614E+03  1.9127560E-04  1.4573304E-02  expand-opt
797         2025        -1.2075616E+03  -1.2075614E+03  1.8721124E-04  1.4573304E-02  reflect-0
798         2035        -1.2075616E+03  -1.2075614E+03  1.8464077E-04  1.4573304E-02  reflect-0
799         2045        -1.2075616E+03  -1.2075614E+03  1.8434480E-04  1.3975694E-02  reflect-0

#Iter.      #FnCalls.   Best Value      Worst Value     Norm(f)        Norm(x)        Move
800         2055        -1.2075616E+03  -1.2075614E+03  1.7583958E-04  1.3975694E-02  reflect-0
801         2065        -1.2075616E+03  -1.2075614E+03  1.6270408E-04  1.3975694E-02  reflect-0
802         2085        -1.2075616E+03  -1.2075614E+03  1.5239806E-04  1.3975694E-02  contract inside
803         2095        -1.2075616E+03  -1.2075614E+03  1.4198129E-04  1.0467838E-02  reflect-0
804         2105        -1.2075616E+03  -1.2075614E+03  1.3921365E-04  9.5670100E-03  reflect-0
805         2115        -1.2075616E+03  -1.2075614E+03  1.3587588E-04  9.5670100E-03  reflect-0
806         2235        -1.2075616E+03  -1.2075614E+03  2.0010883E-04  2.0127526E-02  expand-opt
807         2255        -1.2075616E+03  -1.2075615E+03  1.8482218E-04  2.0127526E-02  contract outside
808         2265        -1.2075616E+03  -1.2075615E+03  1.8330429E-04  1.9650690E-02  reflect-0
809         2275        -1.2075616E+03  -1.2075615E+03  1.8094818E-04  1.9650690E-02  reflect-0
810         2285        -1.2075616E+03  -1.2075615E+03  1.6451709E-04  1.9650690E-02  reflect-0
